Ano de eleição,Município,UF,Região,Nome candidato,Votos válidos,Votos nominais,Estado_Municipio,Código SUS,Cobertura Vacinal 2015,Cobertura Vacinal 2016,Cobertura Vacinal 2017,Cobertura Vacinal 2018,Cobertura Vacinal 2019,Cobertura Vacinal 2020,Cobertura Vacinal 2021,Cobertura Vacinal 2022
2018,LIMOEIRO,PE,NORDESTE,FERNANDO HADDAD,32994,23724,PE-LIMOEIRO,260890,181.53,141.48,92.22,104.04,103.71,96.8,139.03,138.52
2018,MACAPARANA,PE,NORDESTE,FERNANDO HADDAD,13197,8934,PE-MACAPARANA,260900,70.15,57.11,42.38,101.37,89.79,82.46,62.78,120.17
2018,MACHADOS,PE,NORDESTE,FERNANDO HADDAD,7353,5892,PE-MACHADOS,260910,90.17,79.37,92.06,124.29,73.11,57.55,81.95,144.51
2018,MANARI,PE,NORDESTE,FERNANDO HADDAD,8978,8297,PE-MANARI,260915,90.15,67.23,94.96,106.32,88.31,110.48,77.78,124.39
2018,MARAIAL,PE,NORDESTE,FERNANDO HADDAD,5396,4190,PE-MARAIAL,260920,51.82,40.26,36.8,53.71,33.33,53.75,64.57,124.24
2018,MIRANDIBA,PE,NORDESTE,FERNANDO HADDAD,8337,7095,PE-MIRANDIBA,260930,72.95,46.64,109.24,91.27,98.37,87.8,99.23,152.5
2018,MOREILANDIA,PE,NORDESTE,FERNANDO HADDAD,6653,6120,PE-MOREILANDIA,261430,9.88,4.62,61.85,48.55,87.07,74.15,68.55,108.4
2018,MORENO,PE,NORDESTE,FERNANDO HADDAD,34369,23323,PE-MORENO,260940,54.85,18.13,21.61,48.84,72.69,66.89,90.84,111.73
2018,NAZARE DA MATA,PE,NORDESTE,FERNANDO HADDAD,18598,11693,PE-NAZARE DA MATA,260950,292.32,476.14,646.27,152.42,109.68,97.7,96.77,76.26
2018,OLINDA,PE,NORDESTE,FERNANDO HADDAD,226185,127824,PE-OLINDA,260960,108.73,103.31,86.2,91.4,72.02,76.56,84.08,97.75
2018,OROBO,PE,NORDESTE,FERNANDO HADDAD,12405,10036,PE-OROBO,260970,44.29,42.33,58.67,108.3,68.82,50.95,61.13,123.94
2018,OROCO,PE,NORDESTE,FERNANDO HADDAD,8107,6669,PE-OROCO,260980,65.94,39.4,70.53,62.72,78.37,76.95,77.08,82.08
2018,OURICURI,PE,NORDESTE,FERNANDO HADDAD,32823,29138,PE-OURICURI,260990,214.88,178.48,82.8,137.77,90.06,97.24,101.08,121.83
2018,PALMARES,PE,NORDESTE,FERNANDO HADDAD,28762,21163,PE-PALMARES,261000,222.38,171.98,260.71,363.78,280.0,77.17,88.45,131.84
2018,PALMEIRINA,PE,NORDESTE,FERNANDO HADDAD,4242,3768,PE-PALMEIRINA,261010,45.53,39.09,63.64,72.48,21.01,41.18,50.5,100.0
2018,PANELAS,PE,NORDESTE,FERNANDO HADDAD,13506,8582,PE-PANELAS,261020,63.78,61.06,63.42,33.6,27.5,60.0,87.65,83.65
2018,PARANATAMA,PE,NORDESTE,FERNANDO HADDAD,7489,6520,PE-PARANATAMA,261030,16.26,83.0,71.0,73.08,53.95,27.44,28.86,116.49
2018,PARNAMIRIM,PE,NORDESTE,FERNANDO HADDAD,12655,11606,PE-PARNAMIRIM,261040,55.08,50.68,94.93,66.87,109.02,104.51,91.45,118.86
2018,PASSIRA,PE,NORDESTE,FERNANDO HADDAD,17754,13838,PE-PASSIRA,261050,51.94,45.5,63.99,125.92,108.29,96.89,91.49,117.17
2018,PAUDALHO,PE,NORDESTE,FERNANDO HADDAD,30594,19505,PE-PAUDALHO,261060,41.21,42.56,49.67,84.94,86.21,65.52,73.21,140.69
2018,PAULISTA,PE,NORDESTE,FERNANDO HADDAD,168237,92381,PE-PAULISTA,261070,60.29,52.65,54.05,81.06,78.03,63.91,62.11,54.98
2018,PEDRA,PE,NORDESTE,FERNANDO HADDAD,12354,10263,PE-PEDRA,261080,31.29,27.24,88.97,114.41,47.14,74.29,112.46,150.3
2018,PESQUEIRA,PE,NORDESTE,FERNANDO HADDAD,34128,28817,PE-PESQUEIRA,261090,104.99,72.39,104.87,115.15,99.28,72.06,79.91,99.46
2018,PETROLINA,PE,NORDESTE,FERNANDO HADDAD,155324,105663,PE-PETROLINA,261110,127.42,126.11,117.8,115.78,123.9,65.51,87.12,112.51
2018,PETROLANDIA,PE,NORDESTE,FERNANDO HADDAD,17864,14529,PE-PETROLANDIA,261100,149.24,129.38,99.86,108.22,108.26,99.69,19.23,89.86
2018,POMBOS,PE,NORDESTE,FERNANDO HADDAD,14020,9747,PE-POMBOS,261130,51.68,17.44,29.23,79.83,91.84,53.32,68.86,80.11
2018,POCAO,PE,NORDESTE,FERNANDO HADDAD,6907,5977,PE-POCAO,261120,25.6,11.66,36.81,62.94,54.74,94.89,107.19,129.27
2018,PRIMAVERA,PE,NORDESTE,FERNANDO HADDAD,7583,5692,PE-PRIMAVERA,261140,77.49,78.0,56.0,131.21,53.06,53.74,43.68,67.65
2018,QUIPAPA,PE,NORDESTE,FERNANDO HADDAD,10241,8677,PE-QUIPAPA,261150,86.55,101.45,85.84,84.48,86.62,54.58,58.21,125.52
2018,QUIXABA,PE,NORDESTE,FERNANDO HADDAD,4498,4169,PE-QUIXABA,261153,10.53,8.08,27.27,52.75,34.48,4.6,11.43,78.38
2018,RECIFE,PE,NORDESTE,FERNANDO HADDAD,919437,482673,PE-RECIFE,261160,184.12,171.25,177.47,159.56,113.78,84.77,79.9,86.13
2018,RIACHO DAS ALMAS,PE,NORDESTE,FERNANDO HADDAD,14078,10272,PE-RIACHO DAS ALMAS,261170,72.56,54.34,50.0,78.0,45.86,30.57,81.29,70.69
2018,RIBEIRAO,PE,NORDESTE,FERNANDO HADDAD,19683,14120,PE-RIBEIRAO,261180,78.37,45.98,33.52,52.61,57.34,83.75,91.14,80.09
2018,RIO FORMOSO,PE,NORDESTE,FERNANDO HADDAD,11355,8410,PE-RIO FORMOSO,261190,70.29,42.89,26.9,38.55,43.45,70.24,68.81,50.31
2018,SAIRE,PE,NORDESTE,FERNANDO HADDAD,7993,5667,PE-SAIRE,261200,35.56,33.91,28.7,37.9,68.7,86.09,70.87,79.55
2018,SALGADINHO,PE,NORDESTE,FERNANDO HADDAD,4380,3471,PE-SALGADINHO,261210,59.34,69.12,77.94,56.96,92.54,108.96,138.81,108.11
2018,SALGUEIRO,PE,NORDESTE,FERNANDO HADDAD,30714,25020,PE-SALGUEIRO,261220,242.32,243.6,98.1,120.36,114.39,99.7,87.91,128.99
2018,SALOA,PE,NORDESTE,FERNANDO HADDAD,8462,7509,PE-SALOA,261230,32.86,27.2,61.6,60.59,47.27,40.0,101.59,148.39
2018,SANHARO,PE,NORDESTE,FERNANDO HADDAD,11710,9452,PE-SANHARO,261240,60.83,33.22,40.72,55.35,58.25,70.18,101.75,60.34
2018,SANTA CRUZ,PE,NORDESTE,FERNANDO HADDAD,7788,6969,PE-SANTA CRUZ,261245,51.07,40.15,63.64,65.22,95.0,127.92,81.6,111.27
2018,SANTA CRUZ DA BAIXA VERDE,PE,NORDESTE,FERNANDO HADDAD,6936,6019,PE-SANTA CRUZ DA BAIXA VERDE,261247,15.7,20.33,71.98,24.31,25.93,26.46,17.16,85.16
2018,SANTA CRUZ DO CAPIBARIBE,PE,NORDESTE,JAIR MESSIAS BOLSONARO,42809,23044,PE-SANTA CRUZ DO CAPIBARIBE,261250,78.79,64.74,60.8,91.56,81.01,103.23,65.83,161.93
2018,SANTA FILOMENA,PE,NORDESTE,FERNANDO HADDAD,7743,6970,PE-SANTA FILOMENA,261255,33.14,44.86,105.41,86.98,117.37,91.02,91.88,114.79
2018,SANTA MARIA DA BOA VISTA,PE,NORDESTE,FERNANDO HADDAD,20684,17834,PE-SANTA MARIA DA BOA VISTA,261260,112.07,73.39,52.97,63.67,58.54,89.05,76.62,89.14
2018,SANTA MARIA DO CAMBUCA,PE,NORDESTE,FERNANDO HADDAD,7925,5767,PE-SANTA MARIA DO CAMBUCA,261270,69.38,81.55,48.81,66.34,63.24,88.73,85.58,124.12
2018,SANTA TEREZINHA,PE,NORDESTE,FERNANDO HADDAD,5541,4733,PE-SANTA TEREZINHA,261280,30.26,29.56,53.46,58.57,35.37,20.12,32.14,165.05
2018,SERRA TALHADA,PE,NORDESTE,FERNANDO HADDAD,43163,33354,PE-SERRA TALHADA,261390,168.75,166.58,144.79,198.93,168.69,141.98,196.39,210.24
2018,SERRITA,PE,NORDESTE,FERNANDO HADDAD,10711,9763,PE-SERRITA,261400,41.07,10.67,108.7,102.33,78.85,89.25,117.07,98.14
2018,SERTANIA,PE,NORDESTE,FERNANDO HADDAD,18117,15700,PE-SERTANIA,261410,56.14,60.44,78.13,87.08,62.66,73.43,62.56,115.56
2018,SIRINHAEM,PE,NORDESTE,FERNANDO HADDAD,19706,13461,PE-SIRINHAEM,261420,67.07,37.01,43.34,50.41,45.03,48.69,62.09,106.47
2018,SOLIDAO,PE,NORDESTE,FERNANDO HADDAD,3988,3588,PE-SOLIDAO,261440,34.38,9.65,24.56,57.14,11.36,11.36,18.29,22.68
2018,SURUBIM,PE,NORDESTE,FERNANDO HADDAD,34036,22848,PE-SURUBIM,261450,114.35,97.85,89.59,108.04,109.36,91.47,73.72,108.01
2018,SAO BENEDITO DO SUL,PE,NORDESTE,FERNANDO HADDAD,4948,4105,PE-SAO BENEDITO DO SUL,261290,60.53,47.02,44.37,32.08,35.06,74.14,91.67,102.56
2018,SAO BENTO DO UNA,PE,NORDESTE,FERNANDO HADDAD,23866,18139,PE-SAO BENTO DO UNA,261300,49.34,34.29,60.72,72.25,58.87,102.82,109.12,145.53
2018,SAO CAITANO,PE,NORDESTE,FERNANDO HADDAD,21945,16917,PE-SAO CAITANO,261310,67.65,49.17,71.78,50.0,62.04,84.85,81.99,110.53
2018,SAO JOAQUIM DO MONTE,PE,NORDESTE,FERNANDO HADDAD,11892,8559,PE-SAO JOAQUIM DO MONTE,261330,67.06,36.8,21.63,25.08,36.81,78.83,82.91,93.79
2018,SAO JOSE DA COROA GRANDE,PE,NORDESTE,FERNANDO HADDAD,9594,5951,PE-SAO JOSE DA COROA GRANDE,261340,59.65,47.77,30.71,33.99,53.57,77.68,112.91,162.36
2018,SAO JOSE DO BELMONTE,PE,NORDESTE,FERNANDO HADDAD,18127,16021,PE-SAO JOSE DO BELMONTE,261350,85.25,50.17,77.51,80.3,70.43,59.14,73.49,118.6
2018,SAO JOSE DO EGITO,PE,NORDESTE,FERNANDO HADDAD,16546,12970,PE-SAO JOSE DO EGITO,261360,96.54,91.48,98.25,80.18,76.47,94.55,119.95,154.75
2018,SAO JOAO,PE,NORDESTE,FERNANDO HADDAD,11931,10263,PE-SAO JOAO,261320,37.46,26.13,26.43,38.0,34.74,46.75,51.13,114.73
2018,SAO LOURENCO DA MATA,PE,NORDESTE,FERNANDO HADDAD,58043,36244,PE-SAO LOURENCO DA MATA,261370,132.25,89.52,38.23,66.35,93.88,39.25,81.8,109.01
2018,SAO VICENTE FERRER,PE,NORDESTE,FERNANDO HADDAD,9787,7430,PE-SAO VICENTE FERRER,261380,62.82,37.86,34.98,109.22,98.12,81.58,95.02,111.95
2018,TABIRA,PE,NORDESTE,FERNANDO HADDAD,15221,13138,PE-TABIRA,261460,24.84,23.33,41.67,54.36,14.07,11.81,12.93,25.59
2018,TACAIMBO,PE,NORDESTE,FERNANDO HADDAD,7334,5724,PE-TACAIMBO,261470,34.83,39.61,26.62,44.83,53.69,118.12,110.8,73.3
2018,TACARATU,PE,NORDESTE,FERNANDO HADDAD,11801,10527,PE-TACARATU,261480,81.98,64.58,63.1,83.56,86.54,71.47,86.12,92.38
2018,TAMANDARE,PE,NORDESTE,FERNANDO HADDAD,11864,8304,PE-TAMANDARE,261485,46.43,51.16,37.53,39.14,59.9,77.69,91.78,89.18
2018,TAQUARITINGA DO NORTE,PE,NORDESTE,FERNANDO HADDAD,14158,8009,PE-TAQUARITINGA DO NORTE,261500,90.43,89.02,84.1,105.82,89.59,87.12,103.89,90.8
2018,TEREZINHA,PE,NORDESTE,FERNANDO HADDAD,4530,3900,PE-TEREZINHA,261510,22.03,30.91,43.64,41.51,53.4,34.95,37.31,44.83
2018,TERRA NOVA,PE,NORDESTE,FERNANDO HADDAD,6110,5641,PE-TERRA NOVA,261520,56.38,15.28,106.94,160.48,166.06,87.16,86.99,143.75
2018,TIMBAUBA,PE,NORDESTE,FERNANDO HADDAD,29500,19783,PE-TIMBAUBA,261530,59.44,41.48,82.59,89.41,75.0,76.05,102.09,151.42
2018,TORITAMA,PE,NORDESTE,FERNANDO HADDAD,22868,13038,PE-TORITAMA,261540,79.72,63.7,69.86,105.21,87.62,60.07,106.96,103.38
2018,TRACUNHAEM,PE,NORDESTE,FERNANDO HADDAD,7980,5693,PE-TRACUNHAEM,261550,40.26,30.77,29.33,104.28,94.38,119.66,123.53,109.85
2018,TRINDADE,PE,NORDESTE,FERNANDO HADDAD,15282,11966,PE-TRINDADE,261560,88.89,95.65,134.11,53.13,31.59,81.42,78.77,116.16
2018,TRIUNFO,PE,NORDESTE,FERNANDO HADDAD,8395,7109,PE-TRIUNFO,261570,21.31,30.53,54.21,34.88,27.59,58.13,21.47,84.0
2018,TUPANATINGA,PE,NORDESTE,FERNANDO HADDAD,10737,9393,PE-TUPANATINGA,261580,56.52,56.49,85.06,102.39,81.21,77.27,94.24,191.55
2018,TUPARETAMA,PE,NORDESTE,FERNANDO HADDAD,5840,5203,PE-TUPARETAMA,261590,124.79,48.74,86.55,86.54,34.45,41.18,59.35,75.37
2018,VENTUROSA,PE,NORDESTE,FERNANDO HADDAD,9756,8289,PE-VENTUROSA,261600,76.36,49.43,68.68,122.5,130.57,107.86,111.54,142.37
2018,VERDEJANTE,PE,NORDESTE,FERNANDO HADDAD,5667,5051,PE-VERDEJANTE,261610,59.33,18.37,96.6,118.66,130.1,116.5,92.65,102.76
2018,VERTENTE DO LERIO,PE,NORDESTE,FERNANDO HADDAD,5572,4628,PE-VERTENTE DO LERIO,261618,43.86,39.25,49.53,71.3,59.63,105.5,91.26,88.6
2018,VERTENTES,PE,NORDESTE,FERNANDO HADDAD,11237,7795,PE-VERTENTES,261620,149.85,106.15,80.51,111.58,34.48,32.18,53.79,61.67
2018,VICENCIA,PE,NORDESTE,FERNANDO HADDAD,15655,10932,PE-VICENCIA,261630,58.5,67.33,55.11,139.61,104.44,92.95,88.11,134.96
2018,VITORIA DE SANTO ANTAO,PE,NORDESTE,FERNANDO HADDAD,73909,42608,PE-VITORIA DE SANTO ANTAO,261640,256.53,209.98,237.92,129.46,72.48,64.0,73.28,70.3
2018,XEXEU,PE,NORDESTE,FERNANDO HADDAD,6789,5216,PE-XEXEU,261650,70.24,51.01,29.87,28.51,49.79,62.24,91.59,75.59
2018,AGUA PRETA,PE,NORDESTE,FERNANDO HADDAD,13837,11134,PE-AGUA PRETA,260040,105.5,103.45,15.61,17.14,25.1,55.14,86.35,102.03
2018,AGUAS BELAS,PE,NORDESTE,FERNANDO HADDAD,21557,17486,PE-AGUAS BELAS,260050,34.89,50.85,39.35,56.33,48.82,35.74,62.37,122.97
2018,ACAUA,PI,NORDESTE,FERNANDO HADDAD,4624,4196,PI-ACAUA,220005,48.75,79.31,90.8,96.47,93.33,64.76,86.52,141.67
2018,AGRICOLANDIA,PI,NORDESTE,FERNANDO HADDAD,3586,2963,PI-AGRICOLANDIA,220010,62.0,60.53,119.74,116.44,77.78,44.44,59.46,146.67
2018,ALAGOINHA DO PIAUI,PI,NORDESTE,FERNANDO HADDAD,4659,3735,PI-ALAGOINHA DO PIAUI,220025,73.03,67.95,32.05,45.88,134.12,98.82,81.32,141.3
2018,ALEGRETE DO PIAUI,PI,NORDESTE,FERNANDO HADDAD,3185,2687,PI-ALEGRETE DO PIAUI,220027,37.68,103.39,118.64,105.56,79.22,70.13,108.33,139.29
2018,ALTO LONGA,PI,NORDESTE,FERNANDO HADDAD,8796,7351,PI-ALTO LONGA,220030,23.31,12.7,88.1,92.06,68.49,63.7,100.89,92.0
2018,ALTOS,PI,NORDESTE,FERNANDO HADDAD,25070,20732,PI-ALTOS,220040,34.4,26.53,92.69,99.01,68.9,84.6,80.21,101.01
2018,ALVORADA DO GURGUEIA,PI,NORDESTE,FERNANDO HADDAD,2951,2572,PI-ALVORADA DO GURGUEIA,220045,29.73,13.51,100.0,37.5,38.46,17.58,26.03,108.82
2018,AMARANTE,PI,NORDESTE,FERNANDO HADDAD,10455,9036,PI-AMARANTE,220050,82.81,59.13,124.21,116.34,127.01,102.92,85.95,139.33
2018,ANGICAL DO PIAUI,PI,NORDESTE,FERNANDO HADDAD,4603,3734,PI-ANGICAL DO PIAUI,220060,43.16,60.49,82.72,71.3,107.06,83.53,65.59,87.65
2018,ANTONIO ALMEIDA,PI,NORDESTE,FERNANDO HADDAD,1975,1389,PI-ANTONIO ALMEIDA,220080,34.09,32.0,92.0,73.33,78.05,65.85,61.4,173.17
2018,ANISIO DE ABREU,PI,NORDESTE,FERNANDO HADDAD,5060,4455,PI-ANISIO DE ABREU,220070,91.61,32.67,82.67,72.54,85.48,108.06,108.89,70.71
2018,AROAZES,PI,NORDESTE,FERNANDO HADDAD,3766,3330,PI-AROAZES,220090,62.71,55.22,37.31,45.35,34.92,44.44,27.69,29.23
2018,AROEIRAS DO ITAIM,PI,NORDESTE,FERNANDO HADDAD,2807,2414,PI-AROEIRAS DO ITAIM,220095,23.81,72.0,4.0,100.0,105.0,90.0,102.86,104.35
2018,ARRAIAL,PI,NORDESTE,FERNANDO HADDAD,2841,2533,PI-ARRAIAL,220100,58.82,96.0,126.0,130.43,83.33,66.67,130.0,148.94
2018,ASSUNCAO DO PIAUI,PI,NORDESTE,FERNANDO HADDAD,4581,4053,PI-ASSUNCAO DO PIAUI,220105,85.32,70.23,99.24,146.55,110.81,112.61,90.6,97.62
2018,AVELINO LOPES,PI,NORDESTE,FERNANDO HADDAD,6613,5444,PI-AVELINO LOPES,220110,27.72,35.16,75.27,72.94,94.74,84.74,78.77,89.94
2018,BAIXA GRANDE DO RIBEIRO,PI,NORDESTE,FERNANDO HADDAD,6612,5007,PI-BAIXA GRANDE DO RIBEIRO,220115,112.35,70.0,42.27,43.27,84.0,108.4,99.3,155.47
2018,BARRA D'ALCANTARA,PI,NORDESTE,FERNANDO HADDAD,2339,2042,PI-BARRA D'ALCANTARA,220117,36.96,22.0,48.0,55.17,25.0,52.27,108.33,45.65
2018,BARRAS,PI,NORDESTE,FERNANDO HADDAD,25346,20081,PI-BARRAS,220120,56.86,25.11,110.78,108.21,77.64,68.56,89.09,102.64
2018,BARREIRAS DO PIAUI,PI,NORDESTE,FERNANDO HADDAD,1935,1557,PI-BARREIRAS DO PIAUI,220130,14.58,20.0,84.0,102.86,56.41,76.92,72.09,36.54
2018,BARRO DURO,PI,NORDESTE,FERNANDO HADDAD,4171,3184,PI-BARRO DURO,220140,57.84,21.37,67.52,95.74,81.48,86.42,91.78,79.27
2018,BATALHA,PI,NORDESTE,FERNANDO HADDAD,15036,11595,PI-BATALHA,220150,41.47,46.13,42.26,40.0,48.86,24.43,32.27,74.15
2018,BELA VISTA DO PIAUI,PI,NORDESTE,FERNANDO HADDAD,2762,2607,PI-BELA VISTA DO PIAUI,220155,84.0,97.92,64.58,115.69,123.08,110.26,88.52,145.0
2018,BELEM DO PIAUI,PI,NORDESTE,FERNANDO HADDAD,2205,1970,PI-BELEM DO PIAUI,220157,105.26,90.0,70.0,38.89,64.1,82.05,79.41,125.0
2018,BENEDITINOS,PI,NORDESTE,FERNANDO HADDAD,6898,5941,PI-BENEDITINOS,220160,45.31,31.75,63.49,72.44,85.95,50.41,69.03,131.36
2018,BERTOLINIA,PI,NORDESTE,FERNANDO HADDAD,3377,2743,PI-BERTOLINIA,220170,22.58,17.07,70.73,112.0,111.59,134.78,179.45,192.86
2018,BETANIA DO PIAUI,PI,NORDESTE,FERNANDO HADDAD,3971,3696,PI-BETANIA DO PIAUI,220173,81.11,76.53,79.59,75.42,88.46,79.81,111.43,108.74
2018,BOA HORA,PI,NORDESTE,FERNANDO HADDAD,4272,3642,PI-BOA HORA,220177,34.44,21.9,40.95,46.34,69.86,101.37,89.41,117.28
2018,BOCAINA,PI,NORDESTE,FERNANDO HADDAD,3915,3143,PI-BOCAINA,220180,111.11,14.29,16.67,58.7,102.56,76.92,63.46,139.39
2018,BOM JESUS,PI,NORDESTE,FERNANDO HADDAD,13130,9266,PI-BOM JESUS,220190,35.59,29.42,85.62,207.99,186.72,133.83,194.55,192.13
2018,BOM PRINCIPIO DO PIAUI,PI,NORDESTE,FERNANDO HADDAD,4369,3544,PI-BOM PRINCIPIO DO PIAUI,220191,51.72,13.33,8.89,13.33,10.0,10.0,5.62,22.34
2018,BONFIM DO PIAUI,PI,NORDESTE,FERNANDO HADDAD,3420,3241,PI-BONFIM DO PIAUI,220192,64.47,125.64,133.33,90.29,85.88,91.76,102.67,91.03
2018,BOQUEIRAO DO PIAUI,PI,NORDESTE,FERNANDO HADDAD,3759,3346,PI-BOQUEIRAO DO PIAUI,220194,39.6,29.31,54.31,76.14,71.13,49.48,120.55,46.99
2018,BRASILEIRA,PI,NORDESTE,FERNANDO HADDAD,5036,4331,PI-BRASILEIRA,220196,61.54,77.78,37.78,29.0,10.59,12.94,68.18,139.78
2018,BREJO DO PIAUI,PI,NORDESTE,FERNANDO HADDAD,2743,2508,PI-BREJO DO PIAUI,220198,12.7,13.33,55.56,60.78,84.09,54.55,68.25,106.9
2018,BURITI DOS LOPES,PI,NORDESTE,FERNANDO HADDAD,12170,9979,PI-BURITI DOS LOPES,220200,2.6,0.32,2.55,5.19,10.98,14.94,17.18,71.61
2018,BURITI DOS MONTES,PI,NORDESTE,FERNANDO HADDAD,4478,4006,PI-BURITI DOS MONTES,220202,17.57,50.0,88.89,74.65,58.97,82.05,68.25,100.0
2018,CABECEIRAS DO PIAUI,PI,NORDESTE,FERNANDO HADDAD,6421,5733,PI-CABECEIRAS DO PIAUI,220205,118.58,108.47,108.47,131.67,93.07,89.11,56.15,51.35
2018,CAJAZEIRAS DO PIAUI,PI,NORDESTE,FERNANDO HADDAD,2267,2026,PI-CAJAZEIRAS DO PIAUI,220207,12.0,10.81,48.65,67.44,78.95,52.63,37.78,203.45
2018,CAJUEIRO DA PRAIA,PI,NORDESTE,FERNANDO HADDAD,4920,4107,PI-CAJUEIRO DA PRAIA,220208,11.36,6.84,30.77,22.03,19.09,34.55,29.46,84.38
2018,CALDEIRAO GRANDE DO PIAUI,PI,NORDESTE,FERNANDO HADDAD,3650,3143,PI-CALDEIRAO GRANDE DO PIAUI,220209,46.3,33.93,26.79,42.19,64.62,107.69,120.9,195.95
2018,CAMPINAS DO PIAUI,PI,NORDESTE,FERNANDO HADDAD,3655,3405,PI-CAMPINAS DO PIAUI,220210,29.58,16.95,40.68,77.55,51.79,37.5,18.97,95.83
2018,CAMPO ALEGRE DO FIDALGO,PI,NORDESTE,FERNANDO HADDAD,3267,3034,PI-CAMPO ALEGRE DO FIDALGO,220211,12.12,17.86,67.86,63.79,60.0,90.0,136.17,127.12
2018,CAMPO GRANDE DO PIAUI,PI,NORDESTE,FERNANDO HADDAD,3746,3402,PI-CAMPO GRANDE DO PIAUI,220213,25.35,44.44,29.17,56.38,96.97,100.0,87.91,165.33
2018,CAMPO LARGO DO PIAUI,PI,NORDESTE,FERNANDO HADDAD,3459,2870,PI-CAMPO LARGO DO PIAUI,220217,52.43,33.62,104.31,110.28,129.17,64.58,36.79,111.0
2018,CAMPO MAIOR,PI,NORDESTE,FERNANDO HADDAD,26348,19618,PI-CAMPO MAIOR,220220,83.77,58.66,71.49,100.53,73.06,98.02,88.44,144.96
2018,CANAVIEIRA,PI,NORDESTE,FERNANDO HADDAD,2051,1747,PI-CANAVIEIRA,220225,54.76,18.6,116.28,183.87,97.87,72.34,190.0,177.14
2018,CANTO DO BURITI,PI,NORDESTE,FERNANDO HADDAD,10687,8607,PI-CANTO DO BURITI,220230,74.24,110.71,90.08,91.49,101.87,113.43,123.39,166.17
2018,CAPITAO DE CAMPOS,PI,NORDESTE,FERNANDO HADDAD,6906,5947,PI-CAPITAO DE CAMPOS,220240,13.25,15.58,29.15,50.34,36.31,65.48,73.08,69.29
2018,CAPITAO GERVASIO OLIVEIRA,PI,NORDESTE,FERNANDO HADDAD,2788,2667,PI-CAPITAO GERVASIO OLIVEIRA,220245,29.63,23.53,74.51,51.61,41.67,60.42,114.63,100.0
2018,CARACOL,PI,NORDESTE,FERNANDO HADDAD,5877,5192,PI-CARACOL,220250,19.3,16.67,87.82,82.78,82.83,80.81,83.07,113.45
2018,CARAUBAS DO PIAUI,PI,NORDESTE,FERNANDO HADDAD,3481,2723,PI-CARAUBAS DO PIAUI,220253,20.0,21.25,8.75,5.0,17.95,7.69,9.72,35.21
2018,CARIDADE DO PIAUI,PI,NORDESTE,FERNANDO HADDAD,3295,2911,PI-CARIDADE DO PIAUI,220255,51.35,44.44,40.28,63.33,47.56,80.49,40.51,158.06
2018,CASTELO DO PIAUI,PI,NORDESTE,FERNANDO HADDAD,10875,8423,PI-CASTELO DO PIAUI,220260,81.03,63.41,59.58,89.22,69.87,31.41,46.46,127.63
2018,CAXINGO,PI,NORDESTE,FERNANDO HADDAD,3835,3266,PI-CAXINGO,220265,14.94,0.0,13.33,6.86,8.54,6.1,1.02,31.87
2018,COCAL,PI,NORDESTE,FERNANDO HADDAD,14854,11960,PI-COCAL,220270,13.04,12.23,9.31,7.21,12.92,10.29,15.55,34.92
2018,COCAL DE TELHA,PI,NORDESTE,FERNANDO HADDAD,3081,2836,PI-COCAL DE TELHA,220271,34.72,37.33,37.33,22.67,31.58,75.44,96.23,85.11
2018,COCAL DOS ALVES,PI,NORDESTE,FERNANDO HADDAD,3943,3579,PI-COCAL DOS ALVES,220272,62.65,20.0,37.33,30.65,27.87,19.67,24.73,180.0
2018,COIVARAS,PI,NORDESTE,FERNANDO HADDAD,3603,2844,PI-COIVARAS,220273,22.45,8.16,93.88,64.71,102.08,102.08,55.77,142.31
2018,COLONIA DO GURGUEIA,PI,NORDESTE,FERNANDO HADDAD,3558,2973,PI-COLONIA DO GURGUEIA,220275,46.58,39.02,81.71,72.83,53.09,98.77,122.06,64.79
2018,COLONIA DO PIAUI,PI,NORDESTE,FERNANDO HADDAD,4447,3994,PI-COLONIA DO PIAUI,220277,11.54,2.13,54.26,74.42,41.18,49.02,57.69,93.98
2018,CONCEICAO DO CANINDE,PI,NORDESTE,FERNANDO HADDAD,3144,2776,PI-CONCEICAO DO CANINDE,220280,33.33,26.23,57.38,72.46,61.04,37.66,51.43,157.14
2018,CORONEL JOSE DIAS,PI,NORDESTE,FERNANDO HADDAD,3521,3312,PI-CORONEL JOSE DIAS,220285,37.74,53.23,96.77,129.23,100.0,77.55,83.33,112.77
2018,CORRENTE,PI,NORDESTE,FERNANDO HADDAD,14054,10628,PI-CORRENTE,220290,248.17,123.93,101.18,128.99,90.67,105.56,130.57,125.7
2018,CRISTALANDIA DO PIAUI,PI,NORDESTE,FERNANDO HADDAD,3757,3196,PI-CRISTALANDIA DO PIAUI,220300,55.24,47.79,89.38,148.48,90.72,59.79,43.96,109.78
2018,CRISTINO CASTRO,PI,NORDESTE,FERNANDO HADDAD,5319,4411,PI-CRISTINO CASTRO,220310,6.1,10.39,26.62,32.34,73.91,67.7,35.68,91.35
2018,CURIMATA,PI,NORDESTE,FERNANDO HADDAD,5951,4983,PI-CURIMATA,220320,84.94,5.99,43.71,66.35,89.25,102.69,100.5,110.99
2018,CURRAIS,PI,NORDESTE,FERNANDO HADDAD,3774,3284,PI-CURRAIS,220323,7.59,1.3,32.47,30.0,35.71,18.57,29.58,146.27
