Ano de eleição,Município,UF,Região,Nome candidato,Votos válidos,Votos nominais,Estado_Municipio,Código SUS,Cobertura Vacinal 2015,Cobertura Vacinal 2016,Cobertura Vacinal 2017,Cobertura Vacinal 2018,Cobertura Vacinal 2019,Cobertura Vacinal 2020,Cobertura Vacinal 2021,Cobertura Vacinal 2022
2018,NOVA GLORIA,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,4564,2607,GO-NOVA GLORIA,521486,121.59,116.13,97.85,75.51,67.78,76.67,60.53,58.11
2018,NOVA IGUACU DE GOIAS,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,1905,1097,GO-NOVA IGUACU DE GOIAS,521487,148.28,110.81,86.49,89.74,73.08,180.77,177.78,75.0
2018,NOVA ROMA,GO,CENTRO-OESTE,FERNANDO HADDAD,1708,1159,GO-NOVA ROMA,521490,50.0,140.0,160.0,162.5,83.78,45.95,51.85,96.77
2018,NOVA VENEZA,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,5382,3297,GO-NOVA VENEZA,521500,173.26,120.39,132.04,113.4,106.25,80.36,89.53,103.09
2018,NOVO BRASIL,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,2304,1339,GO-NOVO BRASIL,521520,112.9,93.88,73.47,88.46,120.0,50.0,53.19,86.67
2018,NOVO GAMA,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,32005,20034,GO-NOVO GAMA,521523,80.81,62.43,68.66,70.76,21.33,22.55,16.37,29.66
2018,NOVO PLANALTO,GO,CENTRO-OESTE,FERNANDO HADDAD,2347,1268,GO-NOVO PLANALTO,521525,107.69,54.55,81.82,128.12,67.21,60.66,70.27,83.72
2018,ORIZONA,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,8428,5494,GO-ORIZONA,521530,128.76,100.0,106.43,95.24,72.06,56.86,65.46,64.68
2018,OURO VERDE DE GOIAS,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,2523,1765,GO-OURO VERDE DE GOIAS,521540,46.0,48.33,71.67,154.05,115.69,90.2,67.86,59.57
2018,OUVIDOR,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,5434,2937,GO-OUVIDOR,521550,86.76,82.35,83.82,104.11,116.0,113.33,64.29,76.09
2018,PADRE BERNARDO,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,12642,7591,GO-PADRE BERNARDO,521560,117.63,75.45,89.06,101.59,65.73,63.58,46.59,53.06
2018,PALESTINA DE GOIAS,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,2125,1193,GO-PALESTINA DE GOIAS,521565,126.83,84.09,111.36,89.74,50.94,66.04,110.0,78.79
2018,PALMEIRAS DE GOIAS,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,14199,9745,GO-PALMEIRAS DE GOIAS,521570,57.8,103.22,93.3,104.35,94.55,75.74,81.16,82.71
2018,PALMELO,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,1490,957,GO-PALMELO,521580,120.0,138.46,207.69,85.0,120.0,105.0,57.14,135.0
2018,PALMINOPOLIS,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,2756,1944,GO-PALMINOPOLIS,521590,114.63,86.36,145.45,86.05,113.95,130.23,72.92,58.73
2018,PANAMA,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,1640,928,GO-PANAMA,521600,185.71,80.0,80.0,127.59,126.92,84.62,125.93,70.0
2018,PARANAIGUARA,GO,CENTRO-OESTE,FERNANDO HADDAD,5062,2638,GO-PARANAIGUARA,521630,112.17,83.87,91.94,86.36,96.15,80.77,83.87,104.82
2018,PARAUNA,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,5953,3701,GO-PARAUNA,521640,128.03,116.44,103.42,104.76,78.18,75.76,83.55,96.93
2018,PEROLANDIA,GO,CENTRO-OESTE,FERNANDO HADDAD,1945,995,GO-PEROLANDIA,521645,69.77,32.61,84.78,113.51,85.42,87.5,91.11,56.52
2018,PETROLINA DE GOIAS,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,5288,3748,GO-PETROLINA DE GOIAS,521680,85.39,89.41,90.59,127.16,96.15,52.56,68.83,94.87
2018,PILAR DE GOIAS,GO,CENTRO-OESTE,FERNANDO HADDAD,1973,1027,GO-PILAR DE GOIAS,521690,76.0,92.11,81.58,63.89,92.11,84.21,55.88,57.5
2018,PIRACANJUBA,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,13308,8475,GO-PIRACANJUBA,521710,94.92,91.63,95.15,95.77,86.12,83.67,103.83,78.39
2018,PIRANHAS,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,6496,3363,GO-PIRANHAS,521720,128.07,97.79,94.12,92.54,90.4,95.2,123.15,71.65
2018,PIRENOPOLIS,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,13603,8368,GO-PIRENOPOLIS,521730,57.46,50.36,77.17,91.4,68.33,53.74,53.42,100.72
2018,PIRES DO RIO,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,14907,10771,GO-PIRES DO RIO,521740,118.79,106.2,98.59,94.22,90.83,80.73,95.17,101.81
2018,PLANALTINA,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,39290,22659,GO-PLANALTINA,521760,117.9,97.19,84.53,85.48,79.95,79.21,55.57,82.92
2018,PONTALINA,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,9868,6222,GO-PONTALINA,521770,74.65,95.59,101.96,103.43,90.34,96.62,102.66,110.44
2018,PORANGATU,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,21546,11934,GO-PORANGATU,521800,78.84,83.96,85.27,96.72,131.98,81.63,61.62,53.31
2018,PORTEIRAO,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,1992,1070,GO-PORTEIRAO,521805,113.95,157.89,128.95,100.0,84.91,60.38,91.84,80.49
2018,PORTELANDIA,GO,CENTRO-OESTE,FERNANDO HADDAD,2181,1131,GO-PORTELANDIA,521810,72.97,58.46,36.92,82.35,145.95,13.51,25.53,94.59
2018,POSSE,GO,CENTRO-OESTE,FERNANDO HADDAD,16624,8402,GO-POSSE,521830,125.67,47.09,80.28,93.49,92.95,82.19,109.47,95.66
2018,PROFESSOR JAMIL,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,2002,1054,GO-PROFESSOR JAMIL,521839,140.62,164.29,114.29,65.38,30.23,13.95,26.09,108.33
2018,QUIRINOPOLIS,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,23616,13693,GO-QUIRINOPOLIS,521850,109.54,93.87,83.48,105.18,96.43,92.4,62.77,64.25
2018,RIALMA,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,6214,4457,GO-RIALMA,521860,117.46,84.0,88.67,83.23,110.76,104.43,102.9,76.54
2018,RIANAPOLIS,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,2633,1887,GO-RIANAPOLIS,521870,119.4,70.15,73.13,85.48,100.0,69.64,53.7,87.5
2018,RIO QUENTE,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,2400,1627,GO-RIO QUENTE,521878,153.49,140.91,134.09,121.57,110.34,68.97,74.51,139.13
2018,RIO VERDE,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,95448,64085,GO-RIO VERDE,521880,108.28,93.14,90.91,99.0,96.32,97.92,93.18,92.16
2018,RUBIATABA,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,10850,7982,GO-RUBIATABA,521890,106.82,102.71,101.36,91.15,96.15,92.74,51.57,102.53
2018,SANCLERLANDIA,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,4875,3023,GO-SANCLERLANDIA,521900,57.14,134.62,98.72,84.52,91.67,78.12,90.91,92.22
2018,SANTA BARBARA DE GOIAS,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,3850,2439,GO-SANTA BARBARA DE GOIAS,521910,120.88,105.26,100.88,74.04,98.92,12.9,44.09,91.18
2018,SANTA CRUZ DE GOIAS,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,1865,1123,GO-SANTA CRUZ DE GOIAS,521920,72.41,76.92,111.54,107.69,68.57,91.43,50.0,50.0
2018,SANTA FE DE GOIAS,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,2441,1311,GO-SANTA FE DE GOIAS,521925,101.64,87.5,106.25,116.67,92.68,69.51,79.52,116.67
2018,SANTA HELENA DE GOIAS,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,20810,12118,GO-SANTA HELENA DE GOIAS,521930,105.37,73.14,80.24,98.52,90.6,98.37,81.58,84.78
2018,SANTA ISABEL,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,2439,1533,GO-SANTA ISABEL,521935,100.0,134.38,137.5,78.05,137.14,85.71,46.51,117.14
2018,SANTA RITA DO ARAGUAIA,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,2896,1636,GO-SANTA RITA DO ARAGUAIA,521940,80.58,84.38,86.46,69.47,76.19,65.71,42.72,83.52
2018,SANTA RITA DO NOVO DESTINO,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,1932,1000,GO-SANTA RITA DO NOVO DESTINO,521945,70.37,131.25,243.75,136.36,70.0,60.0,122.22,123.53
2018,SANTA ROSA DE GOIAS,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,2077,1249,GO-SANTA ROSA DE GOIAS,521950,210.34,103.57,117.86,83.78,92.31,71.79,100.0,97.37
2018,SANTA TEREZA DE GOIAS,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,2018,1084,GO-SANTA TEREZA DE GOIAS,521960,93.48,67.35,65.31,182.14,109.09,148.48,115.79,107.69
2018,SANTA TEREZINHA DE GOIAS,GO,CENTRO-OESTE,FERNANDO HADDAD,5202,2972,GO-SANTA TEREZINHA DE GOIAS,521970,95.95,102.13,113.48,79.87,83.58,73.13,81.97,80.83
2018,SANTO ANTONIO DA BARRA,GO,CENTRO-OESTE,FERNANDO HADDAD,2802,1508,GO-SANTO ANTONIO DA BARRA,521971,86.96,125.0,87.5,95.83,100.0,67.39,88.89,91.49
2018,SANTO ANTONIO DE GOIAS,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,3855,2422,GO-SANTO ANTONIO DE GOIAS,521973,86.81,57.55,59.43,120.0,69.39,64.29,90.91,77.38
2018,SANTO ANTONIO DO DESCOBERTO,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,28227,17921,GO-SANTO ANTONIO DO DESCOBERTO,521975,104.78,97.57,96.27,87.56,82.7,92.86,92.92,100.31
2018,SENADOR CANEDO,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,51148,31951,GO-SENADOR CANEDO,522045,101.7,98.73,82.69,78.77,76.58,74.03,66.03,63.51
2018,SERRANOPOLIS,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,3955,2142,GO-SERRANOPOLIS,522050,15.0,22.47,74.16,100.0,123.46,91.36,16.13,40.0
2018,SILVANIA,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,11165,7116,GO-SILVANIA,522060,79.18,91.32,88.84,79.27,91.95,25.85,29.58,75.43
2018,SIMOLANDIA,GO,CENTRO-OESTE,FERNANDO HADDAD,3597,2092,GO-SIMOLANDIA,522068,28.83,46.24,76.34,160.0,100.0,43.06,26.53,89.47
2018,SAO DOMINGOS,GO,CENTRO-OESTE,FERNANDO HADDAD,4464,2792,GO-SAO DOMINGOS,521980,79.73,102.7,101.8,96.64,83.33,96.03,85.84,67.48
2018,SAO FRANCISCO DE GOIAS,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,3182,2146,GO-SAO FRANCISCO DE GOIAS,521990,62.03,84.21,82.89,62.92,59.74,48.05,58.21,119.67
2018,SAO JOAO D'ALIANCA,GO,CENTRO-OESTE,FERNANDO HADDAD,4422,2407,GO-SAO JOAO D'ALIANCA,522000,78.86,37.5,76.79,89.92,80.56,54.17,28.29,95.6
2018,SAO JOAO DA PARAUNA,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,1339,908,GO-SAO JOAO DA PARAUNA,522005,150.0,114.29,100.0,80.0,83.33,94.44,92.86,100.0
2018,SAO LUIZ DO NORTE,GO,CENTRO-OESTE,FERNANDO HADDAD,2771,1432,GO-SAO LUIZ DO NORTE,522015,80.82,56.34,60.56,98.25,86.67,61.67,100.0,130.77
2018,SAO LUIS DE MONTES BELOS,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,16931,13093,GO-SAO LUIS DE MONTES BELOS,522010,75.73,91.01,93.73,101.5,76.91,89.46,99.76,96.71
2018,SAO MIGUEL DO ARAGUAIA,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,12031,7009,GO-SAO MIGUEL DO ARAGUAIA,522020,98.06,108.21,121.28,103.06,99.68,63.38,47.77,98.68
2018,SAO MIGUEL DO PASSA QUATRO,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,2523,1441,GO-SAO MIGUEL DO PASSA QUATRO,522026,219.35,166.67,75.0,118.18,103.57,53.57,38.71,87.1
2018,SAO PATRICIO,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,1579,1087,GO-SAO PATRICIO,522028,246.67,172.0,108.0,60.71,70.83,29.17,105.0,100.0
2018,SAO SIMAO,GO,CENTRO-OESTE,FERNANDO HADDAD,9731,5336,GO-SAO SIMAO,522040,119.48,86.07,91.07,83.27,77.3,52.48,40.93,81.41
2018,SITIO D'ABADIA,GO,CENTRO-OESTE,FERNANDO HADDAD,1641,1034,GO-SITIO D'ABADIA,522070,26.09,54.55,81.82,158.82,142.11,136.84,32.14,84.0
2018,TAQUARAL DE GOIAS,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,2861,1759,GO-TAQUARAL DE GOIAS,522100,151.35,171.05,160.53,84.44,130.56,77.78,68.89,53.06
2018,TERESINA DE GOIAS,GO,CENTRO-OESTE,FERNANDO HADDAD,1546,1085,GO-TERESINA DE GOIAS,522108,64.86,130.56,172.22,50.0,47.92,27.08,64.44,71.05
2018,TEREZOPOLIS DE GOIAS,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,4365,2735,GO-TEREZOPOLIS DE GOIAS,522119,81.08,102.13,117.02,99.1,70.23,42.75,66.35,104.6
2018,TRINDADE,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,58784,39180,GO-TRINDADE,522140,101.48,111.45,93.72,98.98,94.91,88.5,69.29,55.78
2018,TROMBAS,GO,CENTRO-OESTE,FERNANDO HADDAD,1892,987,GO-TROMBAS,522145,108.33,60.0,116.0,70.97,58.82,76.47,139.13,183.33
2018,TRES RANCHOS,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,2365,1183,GO-TRES RANCHOS,522130,91.67,128.95,76.32,131.82,71.43,46.43,62.96,88.89
2018,TURVELANDIA,GO,CENTRO-OESTE,FERNANDO HADDAD,3113,1655,GO-TURVELANDIA,522155,88.24,97.33,96.0,104.62,68.42,101.32,100.0,55.71
2018,TURVANIA,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,3229,2237,GO-TURVANIA,522150,106.78,94.92,54.24,101.96,65.45,43.64,150.0,83.33
2018,UIRAPURU,GO,CENTRO-OESTE,FERNANDO HADDAD,1655,996,GO-UIRAPURU,522157,157.89,62.16,102.7,140.0,95.45,131.82,68.0,106.45
2018,URUANA,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,7025,4321,GO-URUANA,522170,122.6,117.05,137.21,121.17,81.05,50.33,63.82,90.37
2018,URUACU,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,19322,11467,GO-URUACU,522160,90.0,81.63,93.54,94.8,90.14,81.63,83.33,97.55
2018,URUTAI,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,2080,1193,GO-URUTAI,522180,72.73,126.92,92.31,223.53,72.73,81.82,200.0,108.33
2018,VALPARAISO DE GOIAS,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,58841,38332,GO-VALPARAISO DE GOIAS,522185,105.66,93.18,86.08,87.86,75.94,57.45,29.81,31.56
2018,VARJAO,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,2440,1696,GO-VARJAO,522190,56.52,48.98,46.94,68.42,75.61,112.2,75.0,131.03
2018,VIANOPOLIS,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,7682,5515,GO-VIANOPOLIS,522200,115.85,101.08,101.08,130.18,102.04,94.9,113.78,103.49
2018,VICENTINOPOLIS,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,4236,2428,GO-VICENTINOPOLIS,522205,113.89,85.16,85.16,118.87,101.82,70.0,46.43,110.79
2018,VILA BOA,GO,CENTRO-OESTE,FERNANDO HADDAD,2352,1631,GO-VILA BOA,522220,25.33,12.86,35.71,25.42,37.7,42.62,74.0,113.73
2018,VILA PROPICIO,GO,CENTRO-OESTE,FERNANDO HADDAD,3183,1608,GO-VILA PROPICIO,522230,45.45,70.69,98.28,97.92,106.06,78.79,40.85,90.57
2018,AGUA FRIA DE GOIAS,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,2893,1868,GO-AGUA FRIA DE GOIAS,520017,54.9,36.36,58.18,91.49,104.55,154.55,50.0,20.0
2018,AGUA LIMPA,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,1439,859,GO-AGUA LIMPA,520020,152.94,78.26,104.35,73.68,100.0,18.18,127.27,181.82
2018,AGUAS LINDAS DE GOIAS,GO,CENTRO-OESTE,JAIR MESSIAS BOLSONARO,65874,38057,GO-AGUAS LINDAS DE GOIAS,520025,91.68,52.4,75.62,73.27,96.26,105.18,93.26,83.56
2018,AFONSO CUNHA,MA,NORDESTE,FERNANDO HADDAD,4422,4048,MA-AFONSO CUNHA,210010,164.0,132.74,86.73,94.44,43.69,39.81,65.32,95.33
2018,ALCANTARA,MA,NORDESTE,FERNANDO HADDAD,10629,9125,MA-ALCANTARA,210020,19.01,11.11,176.13,71.26,54.15,26.64,24.06,30.19
2018,ALDEIAS ALTAS,MA,NORDESTE,FERNANDO HADDAD,11618,9719,MA-ALDEIAS ALTAS,210030,63.58,32.24,76.69,92.07,56.94,69.44,62.19,67.21
2018,ALTAMIRA DO MARANHAO,MA,NORDESTE,FERNANDO HADDAD,3394,2730,MA-ALTAMIRA DO MARANHAO,210040,89.47,44.23,75.96,89.16,75.0,54.55,60.98,96.0
2018,ALTO ALEGRE DO MARANHAO,MA,NORDESTE,FERNANDO HADDAD,12074,10064,MA-ALTO ALEGRE DO MARANHAO,210043,111.58,188.31,129.23,209.34,293.08,129.83,178.84,229.97
2018,ALTO ALEGRE DO PINDARE,MA,NORDESTE,FERNANDO HADDAD,13254,11513,MA-ALTO ALEGRE DO PINDARE,210047,121.72,103.52,151.87,111.18,105.01,100.42,132.93,146.14
2018,ALTO PARNAIBA,MA,NORDESTE,FERNANDO HADDAD,5197,3744,MA-ALTO PARNAIBA,210050,80.1,112.33,125.34,82.35,82.86,44.57,61.54,75.92
2018,AMAPA DO MARANHAO,MA,NORDESTE,FERNANDO HADDAD,3268,2571,MA-AMAPA DO MARANHAO,210055,103.94,67.74,63.71,38.46,53.33,33.33,28.33,46.83
2018,AMARANTE DO MARANHAO,MA,NORDESTE,FERNANDO HADDAD,17637,12451,MA-AMARANTE DO MARANHAO,210060,116.58,100.0,153.08,111.76,95.98,80.39,74.59,95.2
2018,ANAJATUBA,MA,NORDESTE,FERNANDO HADDAD,12484,10794,MA-ANAJATUBA,210070,97.15,90.78,65.64,88.41,88.15,58.97,57.53,69.09
2018,ANAPURUS,MA,NORDESTE,FERNANDO HADDAD,9488,8094,MA-ANAPURUS,210080,99.23,90.03,189.35,132.16,91.96,101.93,77.62,65.35
2018,APICUM-ACU,MA,NORDESTE,FERNANDO HADDAD,7663,6014,MA-APICUM-ACU,210083,139.55,134.53,121.94,108.12,123.89,105.26,86.75,111.37
2018,ARAGUANA,MA,NORDESTE,FERNANDO HADDAD,4895,4315,MA-ARAGUANA,210087,125.88,97.02,114.88,104.23,89.69,51.55,110.08,87.91
2018,ARAIOSES,MA,NORDESTE,FERNANDO HADDAD,21901,19425,MA-ARAIOSES,210090,55.57,57.71,57.88,55.68,58.52,24.24,19.31,36.59
2018,ARAME,MA,NORDESTE,FERNANDO HADDAD,14242,11202,MA-ARAME,210095,75.98,68.47,27.35,63.03,75.74,33.77,47.3,62.89
2018,ARARI,MA,NORDESTE,FERNANDO HADDAD,15736,12390,MA-ARARI,210100,82.98,111.99,103.62,99.59,79.12,98.33,76.84,82.93
2018,AXIXA,MA,NORDESTE,FERNANDO HADDAD,6497,5448,MA-AXIXA,210110,109.83,62.14,32.04,78.42,50.29,59.65,82.76,79.38
2018,ACAILANDIA,MA,NORDESTE,JAIR MESSIAS BOLSONARO,53238,27430,MA-ACAILANDIA,210005,118.2,100.05,87.63,107.34,106.41,95.69,98.09,84.35
2018,BACABAL,MA,NORDESTE,FERNANDO HADDAD,45897,30586,MA-BACABAL,210120,175.94,68.67,83.07,111.92,48.18,74.35,28.42,77.53
2018,BACABEIRA,MA,NORDESTE,FERNANDO HADDAD,10330,8712,MA-BACABEIRA,210125,130.28,57.31,63.46,60.62,59.14,77.42,31.87,76.22
2018,BACURI,MA,NORDESTE,FERNANDO HADDAD,8220,7290,MA-BACURI,210130,61.76,12.0,67.64,68.33,76.54,81.89,19.85,28.24
2018,BACURITUBA,MA,NORDESTE,FERNANDO HADDAD,3066,2728,MA-BACURITUBA,210135,149.12,101.18,103.53,123.53,102.74,49.32,83.61,77.55
2018,BALSAS,MA,NORDESTE,FERNANDO HADDAD,42717,23547,MA-BALSAS,210140,113.97,120.58,120.77,150.3,155.85,116.51,93.68,97.45
2018,BARRA DO CORDA,MA,NORDESTE,FERNANDO HADDAD,40303,28593,MA-BARRA DO CORDA,210160,152.42,121.97,111.87,112.44,98.27,59.43,135.75,136.61
2018,BARREIRINHAS,MA,NORDESTE,FERNANDO HADDAD,31026,26149,MA-BARREIRINHAS,210170,95.53,119.71,83.69,111.45,102.02,111.88,77.72,46.93
2018,BARAO DE GRAJAU,MA,NORDESTE,FERNANDO HADDAD,10190,9080,MA-BARAO DE GRAJAU,210150,118.05,121.11,137.41,176.56,146.95,87.4,145.74,105.99
2018,BELA VISTA DO MARANHAO,MA,NORDESTE,FERNANDO HADDAD,6292,5266,MA-BELA VISTA DO MARANHAO,210177,132.97,139.71,144.5,201.03,156.1,67.32,39.71,80.42
2018,BELAGUA,MA,NORDESTE,FERNANDO HADDAD,4653,4358,MA-BELAGUA,210173,66.02,49.0,33.0,82.08,76.37,23.63,71.02,34.13
2018,BENEDITO LEITE,MA,NORDESTE,FERNANDO HADDAD,2878,2439,MA-BENEDITO LEITE,210180,53.19,16.39,59.02,50.68,69.7,24.24,37.68,40.91
2018,BEQUIMAO,MA,NORDESTE,FERNANDO HADDAD,10545,9026,MA-BEQUIMAO,210190,127.47,50.76,51.91,78.95,54.48,46.9,55.63,66.23
2018,BERNARDO DO MEARIM,MA,NORDESTE,FERNANDO HADDAD,3490,2645,MA-BERNARDO DO MEARIM,210193,48.05,30.56,69.44,142.59,87.88,163.64,93.1,70.42
2018,BOA VISTA DO GURUPI,MA,NORDESTE,FERNANDO HADDAD,3772,3038,MA-BOA VISTA DO GURUPI,210197,67.33,78.83,57.66,60.38,88.73,76.06,50.34,90.98
2018,BOM JARDIM,MA,NORDESTE,FERNANDO HADDAD,17320,14225,MA-BOM JARDIM,210200,76.6,72.5,93.86,87.64,61.93,60.32,19.55,60.52
2018,BOM JESUS DAS SELVAS,MA,NORDESTE,FERNANDO HADDAD,13063,9651,MA-BOM JESUS DAS SELVAS,210203,124.67,68.26,69.36,61.94,57.04,50.37,48.2,43.17
2018,BOM LUGAR,MA,NORDESTE,FERNANDO HADDAD,6672,5541,MA-BOM LUGAR,210207,20.39,4.68,152.63,168.31,79.05,25.0,40.28,38.79
2018,BREJO,MA,NORDESTE,FERNANDO HADDAD,15899,13236,MA-BREJO,210210,70.97,17.3,85.19,109.57,64.22,61.83,85.79,91.84
2018,BREJO DE AREIA,MA,NORDESTE,FERNANDO HADDAD,4848,3969,MA-BREJO DE AREIA,210215,103.91,96.58,121.37,107.77,55.88,58.82,70.7,85.99
2018,BURITI,MA,NORDESTE,FERNANDO HADDAD,14112,12504,MA-BURITI,210220,92.21,97.41,107.01,83.4,43.1,51.61,59.89,91.06
2018,BURITI BRAVO,MA,NORDESTE,FERNANDO HADDAD,11802,10332,MA-BURITI BRAVO,210230,105.65,89.55,97.39,105.59,69.64,39.28,83.21,142.57
2018,BURITICUPU,MA,NORDESTE,FERNANDO HADDAD,28805,21505,MA-BURITICUPU,210232,108.95,62.75,100.14,114.35,86.09,92.31,71.88,85.52
2018,BURITIRANA,MA,NORDESTE,FERNANDO HADDAD,7542,5179,MA-BURITIRANA,210235,151.87,66.67,53.42,93.43,96.74,61.86,75.57,94.31
2018,CACHOEIRA GRANDE,MA,NORDESTE,FERNANDO HADDAD,4815,4284,MA-CACHOEIRA GRANDE,210237,91.36,78.95,151.58,90.65,56.55,76.79,83.69,39.88
2018,CAJAPIO,MA,NORDESTE,FERNANDO HADDAD,5378,4956,MA-CAJAPIO,210240,57.8,56.63,84.34,75.0,90.53,72.19,81.05,106.56
2018,CAJARI,MA,NORDESTE,FERNANDO HADDAD,9717,8836,MA-CAJARI,210250,73.74,92.16,80.97,99.26,74.8,53.94,58.68,34.9
2018,CAMPESTRE DO MARANHAO,MA,NORDESTE,FERNANDO HADDAD,6500,4543,MA-CAMPESTRE DO MARANHAO,210255,99.14,74.53,50.47,52.74,68.24,79.83,77.61,111.9
2018,CANTANHEDE,MA,NORDESTE,FERNANDO HADDAD,8490,7311,MA-CANTANHEDE,210270,93.4,97.16,74.82,61.0,77.33,40.33,85.77,54.45
2018,CAPINZAL DO NORTE,MA,NORDESTE,FERNANDO HADDAD,6126,4850,MA-CAPINZAL DO NORTE,210275,91.25,71.01,94.67,99.31,55.68,41.62,81.89,37.41
2018,CAROLINA,MA,NORDESTE,FERNANDO HADDAD,11513,7481,MA-CAROLINA,210280,76.97,73.04,79.31,86.24,111.21,105.76,82.49,70.77
2018,CARUTAPERA,MA,NORDESTE,FERNANDO HADDAD,11167,8274,MA-CARUTAPERA,210290,97.16,99.4,53.09,79.12,100.68,80.27,105.48,100.23
2018,CAXIAS,MA,NORDESTE,FERNANDO HADDAD,76777,58289,MA-CAXIAS,210300,122.06,11.64,101.73,103.33,105.95,105.18,104.61,102.9
2018,CEDRAL,MA,NORDESTE,FERNANDO HADDAD,5137,4260,MA-CEDRAL,210310,95.56,88.43,72.73,71.93,72.73,102.02,112.37,137.25
2018,CENTRAL DO MARANHAO,MA,NORDESTE,FERNANDO HADDAD,3982,3669,MA-CENTRAL DO MARANHAO,210312,65.55,25.0,132.26,141.94,86.57,61.19,93.15,66.41
2018,CENTRO DO GUILHERME,MA,NORDESTE,FERNANDO HADDAD,4908,4258,MA-CENTRO DO GUILHERME,210315,86.07,62.76,39.8,36.9,100.99,69.31,88.02,92.99
2018,CENTRO NOVO DO MARANHAO,MA,NORDESTE,FERNANDO HADDAD,7645,6495,MA-CENTRO NOVO DO MARANHAO,210317,63.43,31.05,34.64,56.61,64.98,33.0,57.57,71.69
2018,CHAPADINHA,MA,NORDESTE,FERNANDO HADDAD,38159,29774,MA-CHAPADINHA,210320,109.52,123.83,125.9,126.0,107.76,75.51,122.49,101.17
