Ano de eleição;Município;UF;Região;Turno;Nome candidato;Cargo;Votos válidos;Votos nominais;Data de carga
2018;BANDEIRANTES;PR;SUL;2;FERNANDO HADDAD;Presidente;19264;4626;2023-03-31 10:03:12
2018;PAU DOS FERROS;RN;NORDESTE;2;FERNANDO HADDAD;Presidente;14944;11447;2023-03-31 10:03:12
2018;AMPARO;SP;SUDESTE;2;FERNANDO HADDAD;Presidente;36380;7048;2023-03-31 10:03:12
2018;DIVINOLÂNDIA;SP;SUDESTE;2;FERNANDO HADDAD;Presidente;6603;1519;2023-03-31 10:03:12
2018;PEDRA MOLE;SE;NORDESTE;2;JAIR MESSIAS BOLSONARO;Presidente;2234;792;2023-03-31 10:03:12
2018;SÃO JOÃO DO PAU D'ALHO;SP;SUDESTE;2;JAIR MESSIAS BOLSONARO;Presidente;1439;860;2023-03-31 10:03:12
2018;ARTUR NOGUEIRA;SP;SUDESTE;2;JAIR MESSIAS BOLSONARO;Presidente;24683;18341;2023-03-31 10:03:12
2018;NOVA MUTUM;MT;CENTRO-OESTE;2;JAIR MESSIAS BOLSONARO;Presidente;19886;15291;2023-03-31 10:03:12
2018;LIMOEIRO DO NORTE;CE;NORDESTE;2;FERNANDO HADDAD;Presidente;33562;26481;2023-03-31 10:03:12
2018;BOM JESUS DO TOCANTINS;PA;NORTE;2;HELDER ZAHLUTH BARBALHO;Governador;6893;4401;2023-03-31 10:03:12
2018;NOVA INDEPENDÊNCIA;SP;SUDESTE;2;MARCIO LUIZ FRANÇA GOMES;Governador;1961;1229;2023-03-31 10:03:12
2018;SETE DE SETEMBRO;RS;SUL;2;FERNANDO HADDAD;Presidente;1393;655;2023-03-31 10:03:12
2018;PARAÚNA;GO;CENTRO-OESTE;2;FERNANDO HADDAD;Presidente;5953;2252;2023-03-31 10:03:12
2018;SÃO PAULO;SP;SUDESTE;2;JAIR MESSIAS BOLSONARO;Presidente;6118959;3694834;2023-03-31 10:03:12
2018;PIRAJUBA;MG;SUDESTE;2;ANTONIO AUGUSTO JUNHO ANASTASIA;Governador;2595;406;2023-03-31 10:03:12
2018;PIEDADE DE CARATINGA;MG;SUDESTE;2;FERNANDO HADDAD;Presidente;4724;1848;2023-03-31 10:03:12
2018;IBICUITINGA;CE;NORDESTE;2;FERNANDO HADDAD;Presidente;8307;6823;2023-03-31 10:03:12
2018;MARABÁ PAULISTA;SP;SUDESTE;2;JOÃO AGRIPINO DA COSTA DORIA JUNIOR;Governador;2024;320;2023-03-31 10:03:12
2018;FORMIGA;MG;SUDESTE;2;ANTONIO AUGUSTO JUNHO ANASTASIA;Governador;33584;7937;2023-03-31 10:03:12
2018;SANTA QUITÉRIA;CE;NORDESTE;2;FERNANDO HADDAD;Presidente;23497;19557;2023-03-31 10:03:12
2018;PEDRINHAS;SE;NORDESTE;2;ANTONIO CARLOS VALADARES FILHO;Governador;4678;1590;2023-03-31 10:03:12
2018;ITAÚ DE MINAS;MG;SUDESTE;2;FERNANDO HADDAD;Presidente;8151;2663;2023-03-31 10:03:12
2018;PROFESSOR JAMIL;GO;CENTRO-OESTE;2;FERNANDO HADDAD;Presidente;2002;948;2023-03-31 10:03:12
2018;JORDÃO;AC;NORTE;2;JAIR MESSIAS BOLSONARO;Presidente;2790;1375;2023-03-31 10:03:12
2018;ENTRE RIOS DO SUL;RS;SUL;2;FERNANDO HADDAD;Presidente;1924;910;2023-03-31 10:03:12
2018;BANABUIÚ;CE;NORDESTE;2;JAIR MESSIAS BOLSONARO;Presidente;10217;1376;2023-03-31 10:03:12
2018;ESPINOSA;MG;SUDESTE;2;ROMEU ZEMA NETO;Governador;13864;9681;2023-03-31 10:03:12
2018;PENHA;SC;SUL;2;JAIR MESSIAS BOLSONARO;Presidente;14211;11931;2023-03-31 10:03:12
2018;MUNHOZ;MG;SUDESTE;2;JAIR MESSIAS BOLSONARO;Presidente;4037;2597;2023-03-31 10:03:12
2018;DOM INOCÊNCIO;PI;NORDESTE;2;FERNANDO HADDAD;Presidente;5135;4696;2023-03-31 10:03:12
2018;FRUTA DE LEITE;MG;SUDESTE;2;FERNANDO HADDAD;Presidente;2479;1976;2023-03-31 10:03:12
2018;BORBA;AM;NORTE;2;FERNANDO HADDAD;Presidente;12965;10727;2023-03-31 10:03:12
2018;MIGUEL PEREIRA;RJ;SUDESTE;2;FERNANDO HADDAD;Presidente;14941;4677;2023-03-31 10:03:12
2018;GUARULHOS;SP;SUDESTE;2;JOÃO AGRIPINO DA COSTA DORIA JUNIOR;Governador;562973;240825;2023-03-31 10:03:12
2018;JOAQUIM GOMES;AL;NORDESTE;2;JAIR MESSIAS BOLSONARO;Presidente;9088;2138;2023-03-31 10:03:12
2018;BOA VISTA DA APARECIDA;PR;SUL;2;JAIR MESSIAS BOLSONARO;Presidente;4801;2453;2023-03-31 10:03:12
2018;CORDILHEIRA ALTA;SC;SUL;2;GELSON LUIZ MERÍSIO;Governador;2916;1276;2023-03-31 10:03:12
2018;PORTO ALEGRE DO TOCANTINS;TO;NORTE;2;JAIR MESSIAS BOLSONARO;Presidente;1396;401;2023-03-31 10:03:12
2018;JEQUERI;MG;SUDESTE;2;ANTONIO AUGUSTO JUNHO ANASTASIA;Governador;5328;1580;2023-03-31 10:03:12
2018;SERRINHA;RN;NORDESTE;2;JAIR MESSIAS BOLSONARO;Presidente;4622;1214;2023-03-31 10:03:12
2018;ESCADA;PE;NORDESTE;2;FERNANDO HADDAD;Presidente;35046;25451;2023-03-31 10:03:12
2018;ARAGARÇAS;GO;CENTRO-OESTE;2;JAIR MESSIAS BOLSONARO;Presidente;8498;4941;2023-03-31 10:03:12
2018;RIACHÃO;MA;NORDESTE;2;FERNANDO HADDAD;Presidente;10604;8274;2023-03-31 10:03:12
2018;PARAUAPEBAS;PA;NORTE;2;MARCIO DESIDÉRIO TEIXEIRA MIRANDA;Governador;98428;52002;2023-03-31 10:03:12
2018;ARCOS;MG;SUDESTE;2;ANTONIO AUGUSTO JUNHO ANASTASIA;Governador;21037;2544;2023-03-31 10:03:12
2018;SANTA ROSA DE VITERBO;SP;SUDESTE;2;FERNANDO HADDAD;Presidente;12094;3554;2023-03-31 10:03:12
2018;RIO DO PRADO;MG;SUDESTE;2;ANTONIO AUGUSTO JUNHO ANASTASIA;Governador;2228;714;2023-03-31 10:03:12
2018;SANTO ANDRÉ;SP;SUDESTE;2;MARCIO LUIZ FRANÇA GOMES;Governador;370442;168317;2023-03-31 10:03:12
2018;PARATINGA;BA;NORDESTE;2;JAIR MESSIAS BOLSONARO;Presidente;15880;2306;2023-03-31 10:03:12
2018;CUNHATAÍ;SC;SUL;2;FERNANDO HADDAD;Presidente;1404;530;2023-03-31 10:03:12
2018;POUSO NOVO;RS;SUL;2;EDUARDO FIGUEIREDO CAVALHEIRO LEITE;Governador;1141;618;2023-03-31 10:03:12
2018;BIAS FORTES;MG;SUDESTE;2;ANTONIO AUGUSTO JUNHO ANASTASIA;Governador;2135;829;2023-03-31 10:03:12
2018;MONTE ALEGRE DE SERGIPE;SE;NORDESTE;2;BELIVALDO CHAGAS SILVA;Governador;7545;5320;2023-03-31 10:03:12
2018;PEDRA MOLE;SE;NORDESTE;2;ANTONIO CARLOS VALADARES FILHO;Governador;2265;962;2023-03-31 10:03:12
2018;ROTEIRO;AL;NORDESTE;2;FERNANDO HADDAD;Presidente;3285;2183;2023-03-31 10:03:12
2018;FERNANDES PINHEIRO;PR;SUL;2;FERNANDO HADDAD;Presidente;4160;2056;2023-03-31 10:03:12
2018;VICENTE DUTRA;RS;SUL;2;FERNANDO HADDAD;Presidente;2921;1381;2023-03-31 10:03:12
2018;INCONFIDENTES;MG;SUDESTE;2;ANTONIO AUGUSTO JUNHO ANASTASIA;Governador;4303;720;2023-03-31 10:03:12
2018;ITAMONTE;MG;SUDESTE;2;JAIR MESSIAS BOLSONARO;Presidente;7767;5594;2023-03-31 10:03:12
2018;FARROUPILHA;RS;SUL;2;JAIR MESSIAS BOLSONARO;Presidente;42605;34114;2023-03-31 10:03:12
2018;SENADOR SALGADO FILHO;RS;SUL;2;JAIR MESSIAS BOLSONARO;Presidente;2135;1495;2023-03-31 10:03:12
2018;LUÍS ANTÔNIO;SP;SUDESTE;2;MARCIO LUIZ FRANÇA GOMES;Governador;5426;2388;2023-03-31 10:03:12
2018;PUTINGA;RS;SUL;2;JAIR MESSIAS BOLSONARO;Presidente;2710;2159;2023-03-31 10:03:12
2018;EIRUNEPÉ;AM;NORTE;2;FERNANDO HADDAD;Presidente;11973;8836;2023-03-31 10:03:12
2018;MIAMI;ZZ;EXTERIOR;2;JAIR MESSIAS BOLSONARO;Presidente;11469;10441;2023-03-31 10:03:12
2018;CANUTAMA;AM;NORTE;2;FERNANDO HADDAD;Presidente;5050;3359;2023-03-31 10:03:12
2018;IRATI;SC;SUL;2;JAIR MESSIAS BOLSONARO;Presidente;1506;749;2023-03-31 10:03:12
2018;TERRA NOVA;PE;NORDESTE;2;FERNANDO HADDAD;Presidente;6110;5641;2023-03-31 10:03:12
2018;BOCAIÚVA DO SUL;PR;SUL;2;JAIR MESSIAS BOLSONARO;Presidente;6745;4202;2023-03-31 10:03:12
2018;AREAL;RJ;SUDESTE;2;EDUARDO DA COSTA PAES;Governador;5998;2237;2023-03-31 10:03:12
2018;LORENA;SP;SUDESTE;2;FERNANDO HADDAD;Presidente;42808;8929;2023-03-31 10:03:12
2018;LAGOÃO;RS;SUL;2;JOSÉ IVO SARTORI;Governador;3432;780;2023-03-31 10:03:12
2018;NOVA ESPERANÇA DO PIRIÁ;PA;NORTE;2;FERNANDO HADDAD;Presidente;9213;5574;2023-03-31 10:03:12
2018;SÃO CAETANO DO SUL;SP;SUDESTE;2;JOÃO AGRIPINO DA COSTA DORIA JUNIOR;Governador;101068;63722;2023-03-31 10:03:12
2018;SANTA ROSA DO SUL;SC;SUL;2;GELSON LUIZ MERÍSIO;Governador;5139;1689;2023-03-31 10:03:12
2018;BIRITIBA MIRIM;SP;SUDESTE;2;FERNANDO HADDAD;Presidente;15166;3818;2023-03-31 10:03:12
2018;JABOTICATUBAS;MG;SUDESTE;2;ANTONIO AUGUSTO JUNHO ANASTASIA;Governador;8888;3035;2023-03-31 10:03:12
2018;ROLADOR;RS;SUL;2;FERNANDO HADDAD;Presidente;1667;871;2023-03-31 10:03:12
2018;CACHOEIRA DOURADA;GO;CENTRO-OESTE;2;FERNANDO HADDAD;Presidente;4709;2563;2023-03-31 10:03:12
2018;SÃO CAETANO DE ODIVELAS;PA;NORTE;2;FERNANDO HADDAD;Presidente;9340;6784;2023-03-31 10:03:12
2018;SÃO JOSÉ;ZZ;EXTERIOR;2;JAIR MESSIAS BOLSONARO;Presidente;258;188;2023-03-31 10:03:12
2018;ITAPUÍ;SP;SUDESTE;2;JAIR MESSIAS BOLSONARO;Presidente;6202;4711;2023-03-31 10:03:12
2018;TRIUNFO POTIGUAR;RN;NORDESTE;2;MARIA DE FATIMA BEZERRA;Governador;2754;1877;2023-03-31 10:03:12
2018;VIRGOLÂNDIA;MG;SUDESTE;2;JAIR MESSIAS BOLSONARO;Presidente;2626;851;2023-03-31 10:03:12
2018;SOMBRIO;SC;SUL;2;GELSON LUIZ MERÍSIO;Governador;15271;4604;2023-03-31 10:03:12
2018;OURILÂNDIA DO NORTE;PA;NORTE;2;JAIR MESSIAS BOLSONARO;Presidente;13115;7299;2023-03-31 10:03:12
2018;GUAPIRAMA;PR;SUL;2;FERNANDO HADDAD;Presidente;2676;1055;2023-03-31 10:03:12
2018;COARI;AM;NORTE;2;WILSON MIRANDA LIMA;Governador;30942;13618;2023-03-31 10:03:12
2018;IRAJUBA;BA;NORDESTE;2;FERNANDO HADDAD;Presidente;3673;3055;2023-03-31 10:03:12
2018;SERRA DA SAUDADE;MG;SUDESTE;2;FERNANDO HADDAD;Presidente;628;172;2023-03-31 10:03:12
2018;FORQUILHA;CE;NORDESTE;2;JAIR MESSIAS BOLSONARO;Presidente;13318;3871;2023-03-31 10:03:12
2018;CUMBE;SE;NORDESTE;2;JAIR MESSIAS BOLSONARO;Presidente;2748;840;2023-03-31 10:03:12
2018;DOM INOCÊNCIO;PI;NORDESTE;2;JAIR MESSIAS BOLSONARO;Presidente;5135;439;2023-03-31 10:03:12
2018;NOVA PONTE;MG;SUDESTE;2;FERNANDO HADDAD;Presidente;7570;3508;2023-03-31 10:03:12
2018;SÃO PEDRO DOS FERROS;MG;SUDESTE;2;ROMEU ZEMA NETO;Governador;3314;2185;2023-03-31 10:03:12
2018;MURUTINGA DO SUL;SP;SUDESTE;2;JAIR MESSIAS BOLSONARO;Presidente;2343;1652;2023-03-31 10:03:12
2018;BRAÚNAS;MG;SUDESTE;2;ANTONIO AUGUSTO JUNHO ANASTASIA;Governador;2284;564;2023-03-31 10:03:12
2018;SANTO ANTÔNIO DO TAUÁ;PA;NORTE;2;HELDER ZAHLUTH BARBALHO;Governador;15978;6582;2023-03-31 10:03:12
2018;GUATAPARÁ;SP;SUDESTE;2;JOÃO AGRIPINO DA COSTA DORIA JUNIOR;Governador;3352;1608;2023-03-31 10:03:12
2018;VITÓRIA BRASIL;SP;SUDESTE;2;MARCIO LUIZ FRANÇA GOMES;Governador;1111;549;2023-03-31 10:03:12
2018;MENDES PIMENTEL;MG;SUDESTE;2;ROMEU ZEMA NETO;Governador;2988;2149;2023-03-31 10:03:12
2018;XINGUARA;PA;NORTE;2;MARCIO DESIDÉRIO TEIXEIRA MIRANDA;Governador;20896;10994;2023-03-31 10:03:12
2018;MIRANDIBA;PE;NORDESTE;2;JAIR MESSIAS BOLSONARO;Presidente;8337;1242;2023-03-31 10:03:12
2018;MIRACATU;SP;SUDESTE;2;JAIR MESSIAS BOLSONARO;Presidente;9859;6585;2023-03-31 10:03:12
2018;RONDOLÂNDIA;MT;CENTRO-OESTE;2;FERNANDO HADDAD;Presidente;1504;824;2023-03-31 10:03:12
2018;SÃO JOSÉ DE MIPIBU;RN;NORDESTE;2;MARIA DE FATIMA BEZERRA;Governador;21129;12842;2023-03-31 10:03:12
2018;PIRAQUÊ;TO;NORTE;2;JAIR MESSIAS BOLSONARO;Presidente;1473;543;2023-03-31 10:03:12
2018;LAGOA FORMOSA;MG;SUDESTE;2;FERNANDO HADDAD;Presidente;9699;3590;2023-03-31 10:03:12
2018;IPUEIRAS;TO;NORTE;2;FERNANDO HADDAD;Presidente;1030;751;2023-03-31 10:03:12
2018;SÃO JOÃO DO PACUÍ;MG;SUDESTE;2;FERNANDO HADDAD;Presidente;2317;1797;2023-03-31 10:03:12
2018;PIO XII;MA;NORDESTE;2;FERNANDO HADDAD;Presidente;13320;11317;2023-03-31 10:03:12
2018;PASSA E FICA;RN;NORDESTE;2;MARIA DE FATIMA BEZERRA;Governador;6699;3504;2023-03-31 10:03:12
2018;POÇO BRANCO;RN;NORDESTE;2;CARLOS EDUARDO NUNES ALVES;Governador;7865;1421;2023-03-31 10:03:12
2018;TAMBORIL;CE;NORDESTE;2;FERNANDO HADDAD;Presidente;14550;12380;2023-03-31 10:03:12
2018;NOSSA SENHORA APARECIDA;SE;NORDESTE;2;FERNANDO HADDAD;Presidente;5191;3689;2023-03-31 10:03:12
2018;MONTE ALTO;SP;SUDESTE;2;MARCIO LUIZ FRANÇA GOMES;Governador;22805;7530;2023-03-31 10:03:12
2018;RAMALLAH-PALE;ZZ;EXTERIOR;2;FERNANDO HADDAD;Presidente;518;467;2023-03-31 10:03:12
2018;NANTES;SP;SUDESTE;2;JOÃO AGRIPINO DA COSTA DORIA JUNIOR;Governador;1534;705;2023-03-31 10:03:12
2018;ITANHAÉM;SP;SUDESTE;2;FERNANDO HADDAD;Presidente;46098;14314;2023-03-31 10:03:12
2018;ITABAIANA;SE;NORDESTE;2;JAIR MESSIAS BOLSONARO;Presidente;48454;16608;2023-03-31 10:03:12
2018;TEOTÔNIO VILELA;AL;NORDESTE;2;FERNANDO HADDAD;Presidente;18794;12110;2023-03-31 10:03:12
2018;BARRA BONITA;SC;SUL;2;JAIR MESSIAS BOLSONARO;Presidente;1391;776;2023-03-31 10:03:12
2018;MATINHA;MA;NORDESTE;2;JAIR MESSIAS BOLSONARO;Presidente;12613;2162;2023-03-31 10:03:12
2018;LUCIANÓPOLIS;SP;SUDESTE;2;FERNANDO HADDAD;Presidente;1406;492;2023-03-31 10:03:12
2018;RIO DO SUL;SC;SUL;2;FERNANDO HADDAD;Presidente;36998;6311;2023-03-31 10:03:12
2018;UNIÃO DO SUL;MT;CENTRO-OESTE;2;FERNANDO HADDAD;Presidente;1706;670;2023-03-31 10:03:12
2018;FLOR DO SERTÃO;SC;SUL;2;GELSON LUIZ MERÍSIO;Governador;1198;692;2023-03-31 10:03:12
2018;COLNIZA;MT;CENTRO-OESTE;2;JAIR MESSIAS BOLSONARO;Presidente;11068;7570;2023-03-31 10:03:12
2018;PIUMHI;MG;SUDESTE;2;ANTONIO AUGUSTO JUNHO ANASTASIA;Governador;15266;3773;2023-03-31 10:03:12
2018;BUTIÁ;RS;SUL;2;EDUARDO FIGUEIREDO CAVALHEIRO LEITE;Governador;9960;6511;2023-03-31 10:03:12
2018;MAMBAÍ;GO;CENTRO-OESTE;2;JAIR MESSIAS BOLSONARO;Presidente;3909;2241;2023-03-31 10:03:12
2018;LAJEADO GRANDE;SC;SUL;2;FERNANDO HADDAD;Presidente;1134;377;2023-03-31 10:03:12
2018;SÃO CARLOS;SC;SUL;2;FERNANDO HADDAD;Presidente;6469;2443;2023-03-31 10:03:12
2018;PALMITAL;SP;SUDESTE;2;MARCIO LUIZ FRANÇA GOMES;Governador;10679;4174;2023-03-31 10:03:12
2018;PRESIDENTE TANCREDO NEVES;BA;NORDESTE;2;JAIR MESSIAS BOLSONARO;Presidente;13552;3923;2023-03-31 10:03:12
2018;ARACATU;BA;NORDESTE;2;JAIR MESSIAS BOLSONARO;Presidente;8858;1704;2023-03-31 10:03:12
2018;BREJINHO DE NAZARÉ;TO;NORTE;2;FERNANDO HADDAD;Presidente;2677;1542;2023-03-31 10:03:12
2018;FERNANDES TOURINHO;MG;SUDESTE;2;FERNANDO HADDAD;Presidente;1691;614;2023-03-31 10:03:12
2018;PIRIPIRI;PI;NORDESTE;2;FERNANDO HADDAD;Presidente;35190;26562;2023-03-31 10:03:12
2018;IGARAÇU DO TIETÊ;SP;SUDESTE;2;JAIR MESSIAS BOLSONARO;Presidente;12153;8735;2023-03-31 10:03:12
2018;JAPONVAR;MG;SUDESTE;2;ANTONIO AUGUSTO JUNHO ANASTASIA;Governador;4152;1309;2023-03-31 10:03:12
2018;CORDEIRO;RJ;SUDESTE;2;EDUARDO DA COSTA PAES;Governador;9801;2807;2023-03-31 10:03:12
2018;GUAJARÁ;AM;NORTE;2;WILSON MIRANDA LIMA;Governador;5654;1521;2023-03-31 10:03:12
2018;PAULA CÂNDIDO;MG;SUDESTE;2;JAIR MESSIAS BOLSONARO;Presidente;5026;1696;2023-03-31 10:03:12
2018;ARATUÍPE;BA;NORDESTE;2;FERNANDO HADDAD;Presidente;5462;4635;2023-03-31 10:03:12
2018;LUIZIÂNIA;SP;SUDESTE;2;FERNANDO HADDAD;Presidente;2642;870;2023-03-31 10:03:12
2018;JAURU;MT;CENTRO-OESTE;2;JAIR MESSIAS BOLSONARO;Presidente;5025;3683;2023-03-31 10:03:12
2018;LAGO VERDE;MA;NORDESTE;2;FERNANDO HADDAD;Presidente;8197;7240;2023-03-31 10:03:12
2018;PANTANO GRANDE;RS;SUL;2;JAIR MESSIAS BOLSONARO;Presidente;5898;2822;2023-03-31 10:03:12
2018;CAMPO BONITO;PR;SUL;2;JAIR MESSIAS BOLSONARO;Presidente;2766;1247;2023-03-31 10:03:12
2018;SANTANA DA BOA VISTA;RS;SUL;2;EDUARDO FIGUEIREDO CAVALHEIRO LEITE;Governador;4153;3386;2023-03-31 10:03:12
2018;SANTA MARIA DO SUAÇUÍ;MG;SUDESTE;2;ROMEU ZEMA NETO;Governador;5772;3895;2023-03-31 10:03:12
2018;CARMO DA MATA;MG;SUDESTE;2;JAIR MESSIAS BOLSONARO;Presidente;6492;3355;2023-03-31 10:03:12
2018;BARRA DO JACARÉ;PR;SUL;2;JAIR MESSIAS BOLSONARO;Presidente;1900;1075;2023-03-31 10:03:12
2018;SIMONÉSIA;MG;SUDESTE;2;ANTONIO AUGUSTO JUNHO ANASTASIA;Governador;8066;1777;2023-03-31 10:03:12
2018;GUARDA-MOR;MG;SUDESTE;2;ROMEU ZEMA NETO;Governador;3280;2432;2023-03-31 10:03:12
2018;PAJEÚ DO PIAUÍ;PI;NORDESTE;2;JAIR MESSIAS BOLSONARO;Presidente;2232;362;2023-03-31 10:03:12
2018;MONTAURI;RS;SUL;2;EDUARDO FIGUEIREDO CAVALHEIRO LEITE;Governador;1140;435;2023-03-31 10:03:12
2018;CONDE;PB;NORDESTE;2;JAIR MESSIAS BOLSONARO;Presidente;15141;5332;2023-03-31 10:03:12
2018;SÃO JOSÉ DO RIO CLARO;MT;CENTRO-OESTE;2;JAIR MESSIAS BOLSONARO;Presidente;7371;5517;2023-03-31 10:03:12
2018;CIPOTÂNEA;MG;SUDESTE;2;FERNANDO HADDAD;Presidente;2988;1725;2023-03-31 10:03:12
2018;GLÓRIA DO GOITÁ;PE;NORDESTE;2;JAIR MESSIAS BOLSONARO;Presidente;16541;3866;2023-03-31 10:03:12
2018;SÃO DOMINGOS;SC;SUL;2;FERNANDO HADDAD;Presidente;5813;2474;2023-03-31 10:03:12
2018;ITUPEVA;SP;SUDESTE;2;FERNANDO HADDAD;Presidente;28237;6544;2023-03-31 10:03:12
2018;UNIÃO DA VITÓRIA;PR;SUL;2;FERNANDO HADDAD;Presidente;29613;9105;2023-03-31 10:03:12
2018;GADO BRAVO;PB;NORDESTE;2;FERNANDO HADDAD;Presidente;5437;4562;2023-03-31 10:03:12
2018;ITABERÁ;SP;SUDESTE;2;JAIR MESSIAS BOLSONARO;Presidente;9868;6066;2023-03-31 10:03:12
2018;PALMÓPOLIS;MG;SUDESTE;2;ANTONIO AUGUSTO JUNHO ANASTASIA;Governador;2925;1084;2023-03-31 10:03:12
2018;PONTO CHIQUE;MG;SUDESTE;2;ANTONIO AUGUSTO JUNHO ANASTASIA;Governador;1967;812;2023-03-31 10:03:12
2018;PATU;RN;NORDESTE;2;JAIR MESSIAS BOLSONARO;Presidente;6937;1670;2023-03-31 10:03:12
2018;JARINU;SP;SUDESTE;2;JAIR MESSIAS BOLSONARO;Presidente;15005;11346;2023-03-31 10:03:12
2018;SANTA INÊS;BA;NORDESTE;2;JAIR MESSIAS BOLSONARO;Presidente;5362;681;2023-03-31 10:03:12
2018;MATOS COSTA;SC;SUL;2;JAIR MESSIAS BOLSONARO;Presidente;1631;751;2023-03-31 10:03:12
2018;JARAGUARI;MS;CENTRO-OESTE;2;ODILON DE OLIVEIRA;Governador;3237;1257;2023-03-31 10:03:12
2018;VILA BELA DA SANTÍSSIMA TRINDADE;MT;CENTRO-OESTE;2;JAIR MESSIAS BOLSONARO;Presidente;6490;3677;2023-03-31 10:03:12
2018;JUAZEIRO DO PIAUÍ;PI;NORDESTE;2;JAIR MESSIAS BOLSONARO;Presidente;3833;654;2023-03-31 10:03:12
2018;VILA BELA DA SANTÍSSIMA TRINDADE;MT;CENTRO-OESTE;2;FERNANDO HADDAD;Presidente;6490;2813;2023-03-31 10:03:12
2018;VARGEM;SC;SUL;2;GELSON LUIZ MERÍSIO;Governador;1773;923;2023-03-31 10:03:12
2018;SÃO JOSÉ DO DIVINO;MG;SUDESTE;2;ROMEU ZEMA NETO;Governador;2068;1222;2023-03-31 10:03:12
2018;LEME;SP;SUDESTE;2;JAIR MESSIAS BOLSONARO;Presidente;49313;38007;2023-03-31 10:03:12
2018;OUROESTE;SP;SUDESTE;2;FERNANDO HADDAD;Presidente;4934;1812;2023-03-31 10:03:12
2018;ANCARA;ZZ;EXTERIOR;2;FERNANDO HADDAD;Presidente;15;7;2023-03-31 10:03:12
2018;POTÉ;MG;SUDESTE;2;ROMEU ZEMA NETO;Governador;6121;3350;2023-03-31 10:03:12
2018;MIRIM DOCE;SC;SUL;2;GELSON LUIZ MERÍSIO;Governador;1777;500;2023-03-31 10:03:12
2018;BAIÃO;PA;NORTE;2;HELDER ZAHLUTH BARBALHO;Governador;15338;9496;2023-03-31 10:03:12
2018;JARDIM DO SERIDÓ;RN;NORDESTE;2;JAIR MESSIAS BOLSONARO;Presidente;7201;2648;2023-03-31 10:03:12
2018;MASCATE;ZZ;EXTERIOR;2;FERNANDO HADDAD;Presidente;36;4;2023-03-31 10:03:12
2018;CAMBUCI;RJ;SUDESTE;2;EDUARDO DA COSTA PAES;Governador;7683;2267;2023-03-31 10:03:12
2018;SANTA MARIA DO HERVAL;RS;SUL;2;FERNANDO HADDAD;Presidente;4132;1248;2023-03-31 10:03:12
2018;BODOQUENA;MS;CENTRO-OESTE;2;JAIR MESSIAS BOLSONARO;Presidente;4218;2332;2023-03-31 10:03:12
2018;UNA;BA;NORDESTE;2;JAIR MESSIAS BOLSONARO;Presidente;9987;3304;2023-03-31 10:03:12
2018;PARAMOTI;CE;NORDESTE;2;FERNANDO HADDAD;Presidente;6980;5691;2023-03-31 10:03:12
2018;QUILOMBO;SC;SUL;2;JAIR MESSIAS BOLSONARO;Presidente;6541;3337;2023-03-31 10:03:12
2018;DIAMANTE D'OESTE;PR;SUL;2;JAIR MESSIAS BOLSONARO;Presidente;2752;1105;2023-03-31 10:03:12
2018;SANTA CRUZ DO RIO PARDO;SP;SUDESTE;2;JOÃO AGRIPINO DA COSTA DORIA JUNIOR;Governador;22516;13263;2023-03-31 10:03:12
2018;RIACHÃO DO JACUÍPE;BA;NORDESTE;2;FERNANDO HADDAD;Presidente;19991;17152;2023-03-31 10:03:12
2018;DOURADOQUARA;MG;SUDESTE;2;FERNANDO HADDAD;Presidente;1286;681;2023-03-31 10:03:12
2018;PASSA VINTE;MG;SUDESTE;2;JAIR MESSIAS BOLSONARO;Presidente;1424;791;2023-03-31 10:03:12
2018;ALVINÓPOLIS;MG;SUDESTE;2;FERNANDO HADDAD;Presidente;8431;5331;2023-03-31 10:03:12
2018;QUINTANA;SP;SUDESTE;2;FERNANDO HADDAD;Presidente;3524;1051;2023-03-31 10:03:12
2018;FIGUEIRÓPOLIS;TO;NORTE;2;FERNANDO HADDAD;Presidente;2851;1418;2023-03-31 10:03:12
2018;LICÍNIO DE ALMEIDA;BA;NORDESTE;2;FERNANDO HADDAD;Presidente;6762;5119;2023-03-31 10:03:12
2018;PORTO ALEGRE DO PIAUÍ;PI;NORDESTE;2;FERNANDO HADDAD;Presidente;1368;1114;2023-03-31 10:03:12
2018;CORONEL JOÃO PESSOA;RN;NORDESTE;2;FERNANDO HADDAD;Presidente;2772;2409;2023-03-31 10:03:12
2018;GAURAMA;RS;SUL;2;FERNANDO HADDAD;Presidente;4144;1129;2023-03-31 10:03:12
2018;BOA ESPERANÇA DO IGUAÇU;PR;SUL;2;JAIR MESSIAS BOLSONARO;Presidente;1811;584;2023-03-31 10:03:12
2018;ITAVERAVA;MG;SUDESTE;2;FERNANDO HADDAD;Presidente;3690;2126;2023-03-31 10:03:12
2018;CEDRAL;SP;SUDESTE;2;JOÃO AGRIPINO DA COSTA DORIA JUNIOR;Governador;4700;2501;2023-03-31 10:03:12
2018;ARAMBARÉ;RS;SUL;2;EDUARDO FIGUEIREDO CAVALHEIRO LEITE;Governador;2224;1422;2023-03-31 10:03:12
2018;VISTA GAÚCHA;RS;SUL;2;JOSÉ IVO SARTORI;Governador;1794;971;2023-03-31 10:03:12
2018;CEREJEIRAS;RO;NORTE;2;MARCOS JOSE ROCHA DOS SANTOS;Governador;9099;6973;2023-03-31 10:03:12
