Nome Município,Código,2015,2016,2017,2018,2019,2020,2021,2022,Estado,Estado_Municipio
MONTE ALEGRE DE MINAS,314280,93.27,90.24,112.6,101.89,79.21,29.03,70.45,129.26,MG,MG-MONTE ALEGRE DE MINAS
MONTE AZUL,314290,114.07,106.62,84.93,115.93,89.08,118.34,103.95,93.87,MG,MG-MONTE AZUL
MONTE BELO,314300,112.31,122.41,117.24,106.29,96.4,102.16,98.52,135.61,MG,MG-MONTE BELO
MONTE CARMELO,314310,146.04,121.47,96.47,95.18,95.03,81.62,86.53,92.7,MG,MG-MONTE CARMELO
MONTE FORMOSO,314315,165.45,197.62,190.48,120.0,113.33,111.67,66.27,84.51,MG,MG-MONTE FORMOSO
MONTE SANTO DE MINAS,314320,88.45,95.85,92.17,116.18,111.0,37.8,33.61,38.84,MG,MG-MONTE SANTO DE MINAS
MONTES CLAROS,314330,118.68,35.64,86.86,112.19,119.09,117.55,116.61,121.98,MG,MG-MONTES CLAROS
MONTE SIAO,314340,88.73,51.33,112.83,100.41,108.07,88.34,93.81,129.31,MG,MG-MONTE SIAO
MONTEZUMA,314345,65.17,81.25,100.0,93.85,60.92,22.99,33.8,84.81,MG,MG-MONTEZUMA
MORADA NOVA DE MINAS,314350,115.96,92.55,95.74,113.58,101.18,90.59,112.79,116.42,MG,MG-MORADA NOVA DE MINAS
MORRO DA GARCA,314360,195.45,90.62,75.0,108.57,90.91,100.0,131.82,75.0,MG,MG-MORRO DA GARCA
MORRO DO PILAR,314370,143.33,87.5,40.0,38.46,39.02,60.98,60.0,148.28,MG,MG-MORRO DO PILAR
MUNHOZ,314380,146.67,145.45,129.09,110.94,127.78,137.04,132.0,81.01,MG,MG-MUNHOZ
MURIAE,314390,94.39,106.4,68.58,91.57,106.61,98.33,111.76,117.18,MG,MG-MURIAE
MUTUM,314400,45.54,90.68,111.02,109.44,100.27,78.26,50.69,113.87,MG,MG-MUTUM
MUZAMBINHO,314410,91.24,114.59,106.87,98.88,93.16,93.54,88.21,99.6,MG,MG-MUZAMBINHO
NACIP RAYDAN,314420,27.59,59.26,59.26,32.0,56.52,108.7,42.5,53.57,MG,MG-NACIP RAYDAN
NANUQUE,314430,119.62,61.84,87.1,105.13,104.59,117.47,112.21,129.38,MG,MG-NANUQUE
NAQUE,314435,211.34,98.28,64.66,95.1,190.48,114.29,111.86,73.64,MG,MG-NAQUE
NATALANDIA,314437,110.81,112.5,100.0,65.96,56.25,79.17,70.27,134.21,MG,MG-NATALANDIA
NATERCIA,314440,171.43,102.38,104.76,141.03,135.71,104.76,91.18,166.67,MG,MG-NATERCIA
NAZARENO,314450,104.82,130.3,140.91,110.81,103.57,120.24,89.04,63.1,MG,MG-NAZARENO
NEPOMUCENO,314460,85.07,58.36,78.01,66.14,49.31,79.66,96.12,108.33,MG,MG-NEPOMUCENO
NINHEIRA,314465,79.09,76.42,61.32,94.05,79.79,32.98,67.26,88.1,MG,MG-NINHEIRA
NOVA BELEM,314467,193.33,200.0,184.0,73.17,98.11,67.92,11.76,122.92,MG,MG-NOVA BELEM
NOVA ERA,314470,109.69,103.78,86.13,87.19,83.48,93.48,96.34,86.6,MG,MG-NOVA ERA
NOVA LIMA,314480,178.87,86.22,103.17,100.65,81.5,81.23,85.4,81.25,MG,MG-NOVA LIMA
NOVA MODICA,314490,144.74,112.2,90.24,89.13,82.35,111.76,96.97,171.79,MG,MG-NOVA MODICA
NOVA PONTE,314500,104.49,75.3,99.4,154.39,147.16,111.36,67.61,156.42,MG,MG-NOVA PONTE
NOVA PORTEIRINHA,314505,72.9,10.48,23.81,70.0,150.5,80.2,93.88,87.5,MG,MG-NOVA PORTEIRINHA
NOVA RESENDE,314510,106.73,112.43,133.9,109.66,83.61,76.64,116.59,159.7,MG,MG-NOVA RESENDE
NOVA SERRANA,314520,55.76,82.37,113.26,143.98,109.68,109.04,83.15,93.29,MG,MG-NOVA SERRANA
NOVO CRUZEIRO,314530,69.8,62.95,87.89,90.63,96.2,67.09,58.38,88.89,MG,MG-NOVO CRUZEIRO
NOVO ORIENTE DE MINAS,314535,72.09,45.6,77.6,85.83,139.13,97.39,83.45,165.57,MG,MG-NOVO ORIENTE DE MINAS
NOVORIZONTE,314537,46.88,2.04,87.76,91.67,48.57,1.43,10.87,25.0,MG,MG-NOVORIZONTE
OLARIA,314540,18.75,36.84,36.84,41.18,63.64,100.0,94.44,57.14,MG,MG-OLARIA
OLHOS-D'AGUA,314545,14.12,1.35,6.76,27.14,24.64,5.8,12.2,6.82,MG,MG-OLHOS-D'AGUA
OLIMPIO NORONHA,314550,123.08,135.48,122.58,103.12,106.45,64.52,44.12,129.17,MG,MG-OLIMPIO NORONHA
OLIVEIRA,314560,81.11,43.87,144.81,94.82,36.08,1.8,39.23,89.33,MG,MG-OLIVEIRA
OLIVEIRA FORTES,314570,69.23,143.75,131.25,113.64,133.33,116.67,141.18,142.86,MG,MG-OLIVEIRA FORTES
ONCA DE PITANGUI,314580,85.19,58.33,62.5,67.65,60.0,57.14,73.08,129.17,MG,MG-ONCA DE PITANGUI
ORATORIOS,314585,138.0,72.31,78.46,136.17,132.69,119.23,109.8,150.0,MG,MG-ORATORIOS
ORIZANIA,314587,114.85,100.0,99.17,86.57,91.67,57.5,12.73,108.74,MG,MG-ORIZANIA
OURO BRANCO,314590,76.63,106.47,102.88,92.01,99.81,56.06,55.54,96.18,MG,MG-OURO BRANCO
OURO FINO,314600,105.28,99.71,113.12,92.73,85.12,87.21,86.59,89.16,MG,MG-OURO FINO
OURO PRETO,314610,73.3,138.49,118.56,106.81,65.11,74.24,79.3,102.87,MG,MG-OURO PRETO
OURO VERDE DE MINAS,314620,62.03,76.39,143.06,76.24,92.31,88.46,88.76,116.5,MG,MG-OURO VERDE DE MINAS
PADRE CARVALHO,314625,30.0,65.66,47.47,100.0,80.0,6.25,6.67,8.93,MG,MG-PADRE CARVALHO
PADRE PARAISO,314630,98.24,128.4,81.6,79.49,101.6,132.0,104.6,98.15,MG,MG-PADRE PARAISO
PAINEIRAS,314640,125.0,187.5,93.75,87.76,170.37,133.33,76.47,81.82,MG,MG-PAINEIRAS
PAINS,314650,127.42,126.25,111.25,77.53,103.45,114.94,90.57,84.76,MG,MG-PAINS
PAI PEDRO,314655,105.63,14.08,29.58,38.18,67.74,91.94,100.0,69.01,MG,MG-PAI PEDRO
PAIVA,314660,64.29,117.65,100.0,59.09,61.54,30.77,16.67,136.36,MG,MG-PAIVA
PALMA,314670,51.11,40.98,113.11,69.64,73.85,41.54,101.79,82.98,MG,MG-PALMA
PALMOPOLIS,314675,171.19,92.11,152.63,173.77,118.29,79.27,41.1,81.63,MG,MG-PALMOPOLIS
PAPAGAIOS,314690,96.89,90.96,86.7,105.99,80.79,70.06,112.5,83.78,MG,MG-PAPAGAIOS
PARACATU,314700,119.12,52.71,61.65,106.75,98.56,98.85,98.9,100.42,MG,MG-PARACATU
PARA DE MINAS,314710,111.14,65.11,27.73,75.85,101.58,90.25,82.96,149.56,MG,MG-PARA DE MINAS
PARAGUACU,314720,116.05,94.09,199.16,108.94,84.44,110.0,87.6,83.96,MG,MG-PARAGUACU
PARAISOPOLIS,314730,80.0,12.71,77.12,91.28,86.19,80.48,93.91,127.12,MG,MG-PARAISOPOLIS
PARAOPEBA,314740,124.34,115.55,114.49,107.66,105.57,84.59,86.01,101.07,MG,MG-PARAOPEBA
PASSABEM,314750,0.0,0.0,5.26,115.38,30.77,7.69,27.27,11.11,MG,MG-PASSABEM
PASSA QUATRO,314760,142.37,120.86,103.68,103.74,82.65,10.71,15.34,107.64,MG,MG-PASSA QUATRO
PASSA TEMPO,314770,93.22,53.85,90.77,123.08,57.81,46.88,35.71,55.93,MG,MG-PASSA TEMPO
PASSA-VINTE,314780,120.0,44.0,92.0,92.31,52.38,66.67,90.91,95.0,MG,MG-PASSA-VINTE
PASSOS,314790,150.76,100.88,75.58,89.12,86.28,68.12,46.51,51.03,MG,MG-PASSOS
PATIS,314795,3.57,0.0,50.94,34.38,72.0,60.0,69.64,65.52,MG,MG-PATIS
PATOS DE MINAS,314800,106.55,55.92,97.45,111.28,92.46,93.2,69.44,70.13,MG,MG-PATOS DE MINAS
PATROCINIO,314810,126.43,120.7,120.79,127.16,117.26,111.74,99.85,98.5,MG,MG-PATROCINIO
PATROCINIO DO MURIAE,314820,127.5,110.61,77.27,248.98,150.0,95.24,116.67,68.0,MG,MG-PATROCINIO DO MURIAE
PAULA CANDIDO,314830,98.92,100.0,104.08,131.46,121.79,111.54,72.12,40.91,MG,MG-PAULA CANDIDO
PAULISTAS,314840,159.65,139.02,200.0,216.28,114.0,56.0,100.0,94.34,MG,MG-PAULISTAS
PAVAO,314850,44.34,25.0,78.57,82.35,103.49,104.65,81.61,96.1,MG,MG-PAVAO
PECANHA,314860,152.7,103.5,103.5,111.06,122.12,67.79,44.78,79.17,MG,MG-PECANHA
PEDRA AZUL,314870,114.65,96.74,89.61,90.91,110.7,111.71,105.52,108.55,MG,MG-PEDRA AZUL
PEDRA BONITA,314875,71.29,63.22,78.16,103.45,79.81,78.85,63.96,136.78,MG,MG-PEDRA BONITA
PEDRA DO ANTA,314880,40.54,66.67,76.19,85.71,100.0,96.77,152.38,107.69,MG,MG-PEDRA DO ANTA
PEDRA DO INDAIA,314890,80.0,105.88,120.59,141.18,83.78,56.76,110.34,136.67,MG,MG-PEDRA DO INDAIA
PEDRA DOURADA,314900,125.81,74.07,92.59,44.12,65.52,82.76,106.25,103.12,MG,MG-PEDRA DOURADA
PEDRALVA,314910,75.21,64.39,60.61,108.46,148.7,101.95,116.41,122.61,MG,MG-PEDRALVA
PEDRAS DE MARIA DA CRUZ,314915,12.12,3.33,22.67,25.42,18.03,32.79,66.94,65.89,MG,MG-PEDRAS DE MARIA DA CRUZ
PEDRINOPOLIS,314920,100.0,96.77,80.65,79.07,78.79,27.27,16.0,137.04,MG,MG-PEDRINOPOLIS
PEDRO LEOPOLDO,314930,105.23,91.09,83.64,82.25,84.55,76.23,76.78,71.3,MG,MG-PEDRO LEOPOLDO
PEDRO TEIXEIRA,314940,33.33,52.63,5.26,53.85,160.0,160.0,56.25,115.38,MG,MG-PEDRO TEIXEIRA
PEQUERI,314950,87.18,28.12,0.0,28.26,62.96,59.26,48.72,96.97,MG,MG-PEQUERI
PEQUI,314960,106.12,116.0,98.0,88.1,69.05,95.24,92.68,162.16,MG,MG-PEQUI
PERDIGAO,314970,126.83,96.41,116.77,121.02,74.1,36.69,15.2,89.89,MG,MG-PERDIGAO
PERDIZES,314980,63.55,74.01,97.74,91.33,102.46,86.7,47.66,131.16,MG,MG-PERDIZES
PERDOES,314990,109.95,62.6,52.44,78.31,91.48,134.09,93.47,108.1,MG,MG-PERDOES
PERIQUITO,314995,58.33,87.5,97.73,73.47,46.02,70.8,72.22,134.95,MG,MG-PERIQUITO
PESCADOR,315000,131.25,70.0,98.0,51.92,79.63,77.78,62.26,117.02,MG,MG-PESCADOR
PIAU,315010,15.38,32.14,25.0,32.26,68.75,181.25,90.48,54.84,MG,MG-PIAU
PIEDADE DE CARATINGA,315015,134.4,108.94,92.68,63.27,77.95,92.91,71.32,74.83,MG,MG-PIEDADE DE CARATINGA
PIEDADE DE PONTE NOVA,315020,100.0,118.0,94.0,120.37,169.77,118.6,71.43,96.15,MG,MG-PIEDADE DE PONTE NOVA
PIEDADE DO RIO GRANDE,315030,54.55,25.0,95.83,135.71,85.71,61.22,72.73,109.09,MG,MG-PIEDADE DO RIO GRANDE
PIEDADE DOS GERAIS,315040,145.0,84.62,143.59,46.15,41.51,52.83,89.74,100.0,MG,MG-PIEDADE DOS GERAIS
PIMENTA,315050,71.23,110.0,107.14,89.86,132.84,83.58,77.78,119.67,MG,MG-PIMENTA
PINGO-D'AGUA,315053,107.94,139.58,150.0,112.5,86.36,127.27,113.56,75.0,MG,MG-PINGO-D'AGUA
PINTOPOLIS,315057,0.0,0.0,7.62,101.18,68.75,44.64,76.53,71.62,MG,MG-PINTOPOLIS
PIRACEMA,315060,59.38,256.76,313.51,135.38,111.11,92.59,38.81,74.07,MG,MG-PIRACEMA
PIRAJUBA,315070,91.04,80.88,120.59,88.42,81.32,83.52,91.55,93.15,MG,MG-PIRAJUBA
PIRANGA,315080,88.75,95.57,94.94,100.67,86.09,74.17,67.57,87.67,MG,MG-PIRANGA
PIRANGUCU,315090,223.53,60.94,90.62,207.32,170.97,85.48,75.0,184.48,MG,MG-PIRANGUCU
PIRANGUINHO,315100,122.13,116.19,99.05,83.21,168.32,115.84,108.94,118.75,MG,MG-PIRANGUINHO
PIRAPETINGA,315110,69.34,111.43,38.86,116.9,88.69,98.21,99.39,89.54,MG,MG-PIRAPETINGA
PIRAPORA,315120,184.74,167.36,105.82,118.22,91.4,101.3,121.27,137.09,MG,MG-PIRAPORA
PIRAUBA,315130,79.19,129.77,92.37,99.17,97.48,74.79,86.99,74.79,MG,MG-PIRAUBA
PITANGUI,315140,227.0,19.09,26.54,18.48,19.25,66.95,94.07,69.82,MG,MG-PITANGUI
PIUMHI,315150,203.61,126.42,120.49,106.79,93.3,96.54,68.19,105.22,MG,MG-PIUMHI
PLANURA,315160,165.83,120.81,134.9,135.71,99.22,39.06,29.23,137.39,MG,MG-PLANURA
POCO FUNDO,315170,84.81,97.42,108.39,87.08,103.07,85.28,57.95,68.97,MG,MG-POCO FUNDO
POCOS DE CALDAS,315180,87.01,103.41,97.53,101.55,97.67,95.29,90.91,97.9,MG,MG-POCOS DE CALDAS
POCRANE,315190,111.24,130.95,97.62,133.33,115.49,76.06,79.07,45.45,MG,MG-POCRANE
POMPEU,315200,95.38,91.3,90.85,93.36,85.37,80.73,76.92,83.98,MG,MG-POMPEU
PONTE NOVA,315210,58.13,9.97,89.88,94.1,97.84,87.18,96.64,136.12,MG,MG-PONTE NOVA
PONTO CHIQUE,315213,1.72,1.72,56.9,87.72,103.45,72.41,91.18,77.55,MG,MG-PONTO CHIQUE
PONTO DOS VOLANTES,315217,97.97,71.94,96.4,83.45,60.54,61.22,54.38,69.7,MG,MG-PONTO DOS VOLANTES
PORTEIRINHA,315220,84.53,27.81,87.24,118.39,106.71,90.97,69.58,72.23,MG,MG-PORTEIRINHA
PORTO FIRME,315230,51.16,20.0,84.55,117.07,73.79,37.86,1.1,3.41,MG,MG-PORTO FIRME
POTE,315240,37.84,30.93,52.58,62.66,115.03,110.46,90.91,167.61,MG,MG-POTE
POUSO ALEGRE,315250,113.36,88.32,107.61,131.17,94.2,42.48,31.04,65.27,MG,MG-POUSO ALEGRE
POUSO ALTO,315260,77.78,107.81,92.19,108.57,100.0,120.31,81.54,74.32,MG,MG-POUSO ALTO
PRADOS,315270,91.82,89.25,92.47,121.92,64.1,71.79,72.37,67.29,MG,MG-PRADOS
PRATA,315280,160.37,101.49,106.27,86.25,78.3,46.43,49.83,67.71,MG,MG-PRATA
PRATAPOLIS,315290,40.7,38.1,57.14,74.03,76.25,90.0,66.67,84.81,MG,MG-PRATAPOLIS
PRATINHA,315300,46.15,57.5,70.0,95.12,52.94,62.75,97.56,157.58,MG,MG-PRATINHA
PRESIDENTE BERNARDES,315310,175.0,119.51,95.12,117.5,60.42,91.67,100.0,141.03,MG,MG-PRESIDENTE BERNARDES
PRESIDENTE JUSCELINO,315320,84.62,82.86,108.57,110.71,95.0,105.0,90.24,72.0,MG,MG-PRESIDENTE JUSCELINO
PRESIDENTE KUBITSCHEK,315330,2.78,1.82,10.91,5.41,33.33,17.78,4.76,53.66,MG,MG-PRESIDENTE KUBITSCHEK
PRESIDENTE OLEGARIO,315340,149.46,81.05,150.53,120.33,79.29,52.53,69.94,114.38,MG,MG-PRESIDENTE OLEGARIO
ALTO JEQUITIBA,315350,100.88,98.28,106.9,130.61,166.34,96.04,54.47,120.59,MG,MG-ALTO JEQUITIBA
PRUDENTE DE MORAIS,315360,111.72,85.26,96.15,111.76,95.24,93.65,50.37,81.7,MG,MG-PRUDENTE DE MORAIS
QUARTEL GERAL,315370,103.12,85.71,91.43,145.45,85.29,70.59,66.67,122.22,MG,MG-QUARTEL GERAL
QUELUZITO,315380,153.33,212.5,62.5,89.47,172.73,81.82,110.0,92.31,MG,MG-QUELUZITO
RAPOSOS,315390,76.44,75.33,53.74,75.0,53.3,36.04,36.36,48.58,MG,MG-RAPOSOS
RAUL SOARES,315400,69.82,81.82,119.64,110.33,108.15,110.37,88.1,173.97,MG,MG-RAUL SOARES
RECREIO,315410,126.32,87.88,93.94,82.35,101.02,81.63,93.1,96.05,MG,MG-RECREIO
REDUTO,315415,65.48,5.08,50.85,82.11,117.31,13.46,5.19,94.07,MG,MG-REDUTO
RESENDE COSTA,315420,116.54,78.91,73.47,92.86,66.67,97.37,102.25,86.07,MG,MG-RESENDE COSTA
RESPLENDOR,315430,160.54,103.62,108.14,110.11,85.37,80.98,70.0,109.59,MG,MG-RESPLENDOR
RESSAQUINHA,315440,101.89,75.47,84.91,117.5,109.62,44.23,46.67,86.96,MG,MG-RESSAQUINHA
RIACHINHO,315445,120.0,93.33,90.67,87.5,112.0,88.0,35.71,41.38,MG,MG-RIACHINHO
RIACHO DOS MACHADOS,315450,85.04,13.08,26.15,21.93,75.96,79.81,60.0,42.62,MG,MG-RIACHO DOS MACHADOS
RIBEIRAO DAS NEVES,315460,79.71,65.24,62.41,66.43,53.98,49.72,56.17,82.2,MG,MG-RIBEIRAO DAS NEVES
RIBEIRAO VERMELHO,315470,0.0,0.0,6.25,4.17,29.27,92.68,85.0,180.0,MG,MG-RIBEIRAO VERMELHO
RIO ACIMA,315480,96.06,92.25,70.54,102.9,61.49,80.41,86.18,68.7,MG,MG-RIO ACIMA
RIO CASCA,315490,119.13,91.38,94.25,106.25,116.78,118.88,116.03,75.93,MG,MG-RIO CASCA
RIO DOCE,315500,88.89,5.26,42.11,73.91,171.43,178.57,92.86,70.83,MG,MG-RIO DOCE
RIO DO PRADO,315510,92.96,87.72,138.6,160.47,89.39,93.94,49.21,107.27,MG,MG-RIO DO PRADO
RIO ESPERA,315520,137.14,107.5,82.5,125.0,192.0,132.0,42.22,35.71,MG,MG-RIO ESPERA
RIO MANSO,315530,33.33,11.63,69.77,16.28,7.27,9.09,4.0,41.3,MG,MG-RIO MANSO
RIO NOVO,315540,120.41,50.62,41.98,93.85,37.63,96.77,72.16,110.11,MG,MG-RIO NOVO
RIO PARANAIBA,315550,100.0,128.81,119.49,93.88,120.14,160.42,120.71,95.48,MG,MG-RIO PARANAIBA
RIO PARDO DE MINAS,315560,96.68,86.45,79.67,84.38,93.28,74.46,72.58,78.43,MG,MG-RIO PARDO DE MINAS
RIO PIRACICABA,315570,97.48,106.12,93.2,86.84,86.08,70.89,78.52,97.56,MG,MG-RIO PIRACICABA
RIO POMBA,315580,16.85,111.52,172.25,169.41,70.23,45.58,64.94,100.56,MG,MG-RIO POMBA
RIO PRETO,315590,254.84,144.44,94.44,77.78,124.44,128.89,134.21,65.96,MG,MG-RIO PRETO
RIO VERMELHO,315600,146.5,207.52,224.81,50.32,47.41,28.15,16.67,96.35,MG,MG-RIO VERMELHO
RITAPOLIS,315610,84.62,102.27,113.64,147.62,120.0,88.89,4.17,41.18,MG,MG-RITAPOLIS
ROCHEDO DE MINAS,315620,0.0,0.0,73.33,78.57,78.57,103.57,115.38,67.65,MG,MG-ROCHEDO DE MINAS
RODEIRO,315630,117.12,127.03,130.63,99.16,108.49,66.98,34.68,95.83,MG,MG-RODEIRO
ROMARIA,315640,2.5,0.0,71.79,129.03,112.12,93.94,92.31,151.16,MG,MG-ROMARIA
ROSARIO DA LIMEIRA,315645,155.17,95.74,117.02,320.69,98.0,86.0,55.56,4.17,MG,MG-ROSARIO DA LIMEIRA
RUBELITA,315650,32.0,30.56,23.61,140.35,90.48,33.33,81.03,98.18,MG,MG-RUBELITA
RUBIM,315660,117.89,95.65,102.17,106.67,100.0,46.81,23.81,64.34,MG,MG-RUBIM
SABARA,315670,87.63,91.48,80.47,85.54,64.72,61.84,66.44,57.99,MG,MG-SABARA
SABINOPOLIS,315680,116.75,115.3,101.09,80.68,93.9,119.51,103.64,104.76,MG,MG-SABINOPOLIS
SACRAMENTO,315690,96.37,87.05,102.71,96.7,100.91,107.29,108.46,106.98,MG,MG-SACRAMENTO
SALINAS,315700,155.49,71.86,42.47,105.75,82.58,4.1,4.48,36.4,MG,MG-SALINAS
SALTO DA DIVISA,315710,79.49,70.65,66.3,75.95,62.65,31.33,46.77,96.72,MG,MG-SALTO DA DIVISA
SANTA BARBARA,315720,93.08,153.08,94.79,88.57,93.24,87.68,83.63,88.86,MG,MG-SANTA BARBARA
SANTA BARBARA DO LESTE,315725,215.05,109.26,70.37,122.12,150.65,181.82,71.9,105.6,MG,MG-SANTA BARBARA DO LESTE
SANTA BARBARA DO MONTE VERDE,315727,87.5,114.71,91.18,45.16,96.0,84.0,66.67,56.41,MG,MG-SANTA BARBARA DO MONTE VERDE
SANTA BARBARA DO TUGURIO,315730,150.0,152.94,150.0,165.0,137.5,56.25,48.72,135.71,MG,MG-SANTA BARBARA DO TUGURIO
SANTA CRUZ DE MINAS,315733,151.16,136.27,104.9,105.43,91.09,164.36,118.95,70.71,MG,MG-SANTA CRUZ DE MINAS
SANTA CRUZ DE SALINAS,315737,82.5,49.06,24.53,60.0,139.29,14.29,11.11,25.49,MG,MG-SANTA CRUZ DE SALINAS
SANTA CRUZ DO ESCALVADO,315740,104.26,130.95,135.71,88.64,120.0,100.0,93.48,104.88,MG,MG-SANTA CRUZ DO ESCALVADO
SANTA EFIGENIA DE MINAS,315750,44.26,46.48,45.07,29.09,33.33,74.6,154.9,130.36,MG,MG-SANTA EFIGENIA DE MINAS
SANTA FE DE MINAS,315760,11.11,36.96,156.52,174.42,127.45,74.51,95.65,121.43,MG,MG-SANTA FE DE MINAS
SANTA HELENA DE MINAS,315765,107.08,73.95,70.59,82.11,89.36,98.94,79.79,59.55,MG,MG-SANTA HELENA DE MINAS
SANTA JULIANA,315770,154.87,88.83,111.17,97.86,100.51,91.41,113.59,114.15,MG,MG-SANTA JULIANA
SANTA LUZIA,315780,64.84,54.52,58.54,61.48,47.91,42.25,32.82,57.83,MG,MG-SANTA LUZIA
SANTA MARGARIDA,315790,70.48,29.2,70.4,95.22,92.41,16.07,20.4,140.08,MG,MG-SANTA MARGARIDA
SANTA MARIA DE ITABIRA,315800,55.03,91.39,81.46,72.03,82.35,72.79,112.2,144.44,MG,MG-SANTA MARIA DE ITABIRA
SANTA MARIA DO SALTO,315810,100.0,80.85,131.91,125.53,114.89,25.53,63.64,141.3,MG,MG-SANTA MARIA DO SALTO
SANTA MARIA DO SUACUI,315820,170.0,161.54,119.78,102.34,78.35,93.3,87.28,110.83,MG,MG-SANTA MARIA DO SUACUI
SANTANA DA VARGEM,315830,1.27,2.38,98.81,105.71,94.74,105.26,69.23,125.33,MG,MG-SANTANA DA VARGEM
SANTANA DE CATAGUASES,315840,24.39,16.67,111.11,191.67,86.21,86.21,88.46,108.0,MG,MG-SANTANA DE CATAGUASES
SANTANA DE PIRAPAMA,315850,147.27,150.0,100.0,88.33,109.09,76.36,95.08,122.22,MG,MG-SANTANA DE PIRAPAMA
SANTANA DO DESERTO,315860,52.17,66.67,66.67,46.51,63.89,55.56,70.0,114.81,MG,MG-SANTANA DO DESERTO
SANTANA DO GARAMBEU,315870,86.67,110.0,130.0,155.56,104.35,95.65,22.22,40.91,MG,MG-SANTANA DO GARAMBEU
SANTANA DO JACARE,315880,103.92,126.19,145.24,100.0,79.69,7.81,16.98,78.05,MG,MG-SANTANA DO JACARE
SANTANA DO MANHUACU,315890,8.57,44.04,110.09,207.5,198.18,18.18,1.47,82.67,MG,MG-SANTANA DO MANHUACU
SANTANA DO PARAISO,315895,87.23,88.91,74.29,81.43,68.2,45.91,35.09,38.81,MG,MG-SANTANA DO PARAISO
SANTANA DO RIACHO,315900,126.83,86.27,86.27,72.55,48.08,78.85,52.0,52.83,MG,MG-SANTANA DO RIACHO
SANTANA DOS MONTES,315910,138.71,107.41,574.07,108.57,71.88,84.38,25.0,74.19,MG,MG-SANTANA DOS MONTES
SANTA RITA DE CALDAS,315920,100.0,124.66,128.77,103.03,85.39,178.65,36.05,168.48,MG,MG-SANTA RITA DE CALDAS
SANTA RITA DE JACUTINGA,315930,114.63,43.33,96.67,68.29,50.0,104.55,152.78,116.67,MG,MG-SANTA RITA DE JACUTINGA
SANTA RITA DE MINAS,315935,39.62,119.57,105.43,88.35,107.78,104.44,58.18,82.41,MG,MG-SANTA RITA DE MINAS
SANTA RITA DE IBITIPOCA,315940,90.0,97.5,112.5,113.04,96.67,73.33,84.0,117.24,MG,MG-SANTA RITA DE IBITIPOCA
SANTA RITA DO ITUETO,315950,158.7,117.28,114.81,143.06,109.09,123.38,129.41,95.51,MG,MG-SANTA RITA DO ITUETO
SANTA RITA DO SAPUCAI,315960,101.09,91.43,98.29,114.65,76.94,85.07,74.79,81.78,MG,MG-SANTA RITA DO SAPUCAI
SANTA ROSA DA SERRA,315970,150.0,118.92,129.73,103.12,87.18,112.82,141.94,97.37,MG,MG-SANTA ROSA DA SERRA
SANTA VITORIA,315980,110.71,111.15,86.92,90.06,104.74,63.5,64.2,99.08,MG,MG-SANTA VITORIA
SANTO ANTONIO DO AMPARO,315990,40.0,62.21,94.93,104.71,82.23,103.05,74.53,166.85,MG,MG-SANTO ANTONIO DO AMPARO
SANTO ANTONIO DO AVENTUREIRO,316000,28.0,33.33,86.67,138.46,106.25,103.12,158.33,117.86,MG,MG-SANTO ANTONIO DO AVENTUREIRO
SANTO ANTONIO DO GRAMA,316010,46.67,85.96,117.54,117.02,104.62,69.23,92.45,163.64,MG,MG-SANTO ANTONIO DO GRAMA
SANTO ANTONIO DO ITAMBE,316020,62.5,29.73,121.62,55.88,26.42,30.19,61.7,82.05,MG,MG-SANTO ANTONIO DO ITAMBE
SANTO ANTONIO DO JACINTO,316030,152.76,85.25,129.51,122.7,100.81,12.2,14.96,98.32,MG,MG-SANTO ANTONIO DO JACINTO
SANTO ANTONIO DO MONTE,316040,96.23,97.89,96.57,113.13,107.84,157.7,127.56,98.88,MG,MG-SANTO ANTONIO DO MONTE
SANTO ANTONIO DO RETIRO,316045,107.46,63.41,47.56,76.25,92.54,31.34,43.02,81.25,MG,MG-SANTO ANTONIO DO RETIRO
SANTO ANTONIO DO RIO ABAIXO,316050,0.0,0.0,7.14,45.45,50.0,37.5,107.69,53.33,MG,MG-SANTO ANTONIO DO RIO ABAIXO
SANTO HIPOLITO,316060,91.3,77.78,88.89,96.15,76.67,16.67,34.78,104.0,MG,MG-SANTO HIPOLITO
SANTOS DUMONT,316070,88.43,154.03,99.14,95.48,90.04,81.74,90.39,115.68,MG,MG-SANTOS DUMONT
SAO BENTO ABADE,316080,96.88,101.35,89.19,104.35,56.06,66.67,57.33,111.25,MG,MG-SAO BENTO ABADE
SAO BRAS DO SUACUI,316090,100.0,104.76,88.1,75.0,78.57,100.0,86.21,58.33,MG,MG-SAO BRAS DO SUACUI
SAO DOMINGOS DAS DORES,316095,144.29,132.1,127.16,94.12,92.71,73.96,77.67,81.44,MG,MG-SAO DOMINGOS DAS DORES
SAO DOMINGOS DO PRATA,316100,175.14,83.25,81.15,104.7,83.33,94.83,101.97,83.54,MG,MG-SAO DOMINGOS DO PRATA
SAO FELIX DE MINAS,316105,106.06,80.56,86.11,116.22,78.05,82.93,93.75,161.54,MG,MG-SAO FELIX DE MINAS
SAO FRANCISCO,316110,115.0,85.47,80.22,104.91,91.52,98.69,147.14,188.98,MG,MG-SAO FRANCISCO
SAO FRANCISCO DE PAULA,316120,48.48,24.07,211.11,140.98,38.16,9.21,26.67,61.97,MG,MG-SAO FRANCISCO DE PAULA
