Estado_Municipio,Região,UF,Município,Ano de eleição (2018),Nome candidato (2018),Votos válidos (2018),Votos nominais (2018),Ano de eleição (2022),Nome candidato (2022),Votos válidos (2022),Votos nominais (2022),Código SUS,Cobertura Vacinal 2015,Cobertura Vacinal 2016,Cobertura Vacinal 2017,Cobertura Vacinal 2018,Cobertura Vacinal 2019,Cobertura Vacinal 2020,Cobertura Vacinal 2021,Cobertura Vacinal 2022
SP-SUD MENNUCCI,SUDESTE,SP,SUD MENNUCCI,2018,JAIR MESSIAS BOLSONARO,4318,2579,2022,LUIZ INÁCIO LULA DA SILVA,4603,2206,355230,81.58,119.42,122.33,101.11,93.4,37.74,61.63,33.66
SP-SUMARE,SUDESTE,SP,SUMARE,2018,JAIR MESSIAS BOLSONARO,129401,88674,2022,JAIR MESSIAS BOLSONARO,148309,75666,355240,95.92,104.23,99.62,83.71,83.14,75.67,71.3,87.32
SP-SUZANAPOLIS,SUDESTE,SP,SUZANAPOLIS,2018,JAIR MESSIAS BOLSONARO,1967,1133,2022,LUIZ INÁCIO LULA DA SILVA,2194,1145,355255,68.52,102.7,94.59,116.22,35.71,23.81,58.62,100.0
SP-SUZANO,SUDESTE,SP,SUZANO,2018,JAIR MESSIAS BOLSONARO,145361,98160,2022,JAIR MESSIAS BOLSONARO,171342,77397,355250,71.17,82.63,112.83,128.46,97.21,88.07,97.95,134.49
SP-TABAPUA,SUDESTE,SP,TABAPUA,2018,JAIR MESSIAS BOLSONARO,6192,4821,2022,JAIR MESSIAS BOLSONARO,6831,4323,355260,51.8,10.07,10.74,42.86,97.44,79.49,81.42,92.93
SP-TABATINGA,SUDESTE,SP,TABATINGA,2018,JAIR MESSIAS BOLSONARO,7379,4951,2022,JAIR MESSIAS BOLSONARO,8283,4325,355270,94.29,100.0,142.7,111.88,86.32,71.7,48.5,56.76
SP-TABOAO DA SERRA,SUDESTE,SP,TABOAO DA SERRA,2018,JAIR MESSIAS BOLSONARO,142135,77834,2022,LUIZ INÁCIO LULA DA SILVA,168645,90000,355280,98.94,72.42,114.11,127.98,98.99,41.92,39.31,71.14
SP-TACIBA,SUDESTE,SP,TACIBA,2018,JAIR MESSIAS BOLSONARO,3492,1949,2022,LUIZ INÁCIO LULA DA SILVA,4043,1995,355290,103.53,121.92,105.48,91.25,105.41,18.92,27.27,116.92
SP-TAGUAI,SUDESTE,SP,TAGUAI,2018,JAIR MESSIAS BOLSONARO,6192,4314,2022,JAIR MESSIAS BOLSONARO,6981,3739,355300,88.83,102.99,114.37,110.8,106.49,111.35,89.5,67.49
SP-TAIACU,SUDESTE,SP,TAIACU,2018,JAIR MESSIAS BOLSONARO,3107,1884,2022,JAIR MESSIAS BOLSONARO,3482,1644,355310,119.7,48.65,33.78,72.22,71.43,98.41,95.83,103.33
SP-TAIUVA,SUDESTE,SP,TAIUVA,2018,JAIR MESSIAS BOLSONARO,3080,2441,2022,JAIR MESSIAS BOLSONARO,3440,2101,355320,2.04,20.34,33.9,51.67,51.72,86.21,100.0,121.67
SP-TAMBAU,SUDESTE,SP,TAMBAU,2018,JAIR MESSIAS BOLSONARO,10744,7596,2022,JAIR MESSIAS BOLSONARO,11964,5960,355330,96.18,105.3,132.45,200.72,83.83,90.76,78.09,91.02
SP-TANABI,SUDESTE,SP,TANABI,2018,JAIR MESSIAS BOLSONARO,13772,10629,2022,JAIR MESSIAS BOLSONARO,15345,9304,355340,55.27,10.96,9.97,68.73,111.65,117.27,97.15,126.1
SP-TAPIRAI,SUDESTE,SP,TAPIRAI,2018,JAIR MESSIAS BOLSONARO,3815,2570,2022,JAIR MESSIAS BOLSONARO,4361,2361,355350,20.22,17.98,15.73,141.57,83.51,83.51,82.47,79.25
SP-TAPIRATIBA,SUDESTE,SP,TAPIRATIBA,2018,JAIR MESSIAS BOLSONARO,6804,4350,2022,LUIZ INÁCIO LULA DA SILVA,7486,3502,355360,103.23,88.41,71.74,61.11,81.69,108.45,73.21,78.23
SP-TAQUARAL,SUDESTE,SP,TAQUARAL,2018,JAIR MESSIAS BOLSONARO,1497,1032,2022,JAIR MESSIAS BOLSONARO,1719,919,355365,43.75,10.0,70.0,125.0,100.0,152.63,67.86,91.67
SP-TAQUARITINGA,SUDESTE,SP,TAQUARITINGA,2018,JAIR MESSIAS BOLSONARO,25490,18278,2022,JAIR MESSIAS BOLSONARO,28447,15526,355370,102.14,87.83,99.41,100.62,80.03,42.92,48.59,64.4
SP-TAQUARITUBA,SUDESTE,SP,TAQUARITUBA,2018,JAIR MESSIAS BOLSONARO,11937,7829,2022,JAIR MESSIAS BOLSONARO,13222,6397,355380,99.68,119.86,95.39,104.17,115.28,170.83,87.61,92.59
SP-TAQUARIVAI,SUDESTE,SP,TAQUARIVAI,2018,JAIR MESSIAS BOLSONARO,3235,2255,2022,JAIR MESSIAS BOLSONARO,3691,1778,355385,0.0,14.47,6.58,168.67,191.58,50.53,8.33,55.91
SP-TARABAI,SUDESTE,SP,TARABAI,2018,JAIR MESSIAS BOLSONARO,3632,1928,2022,LUIZ INÁCIO LULA DA SILVA,4052,2154,355390,113.98,116.48,91.21,102.08,101.19,72.62,57.65,77.38
SP-TARUMA,SUDESTE,SP,TARUMA,2018,JAIR MESSIAS BOLSONARO,7912,5665,2022,JAIR MESSIAS BOLSONARO,8966,5074,355395,41.05,25.82,49.3,154.33,110.05,82.78,83.16,89.07
SP-TATUI,SUDESTE,SP,TATUI,2018,JAIR MESSIAS BOLSONARO,56474,45426,2022,JAIR MESSIAS BOLSONARO,63830,38110,355400,104.0,84.16,69.77,78.68,82.23,20.13,23.47,32.9
SP-TAUBATE,SUDESTE,SP,TAUBATE,2018,JAIR MESSIAS BOLSONARO,158306,128269,2022,JAIR MESSIAS BOLSONARO,176267,102993,355410,103.58,94.73,88.78,94.48,95.99,69.76,31.71,60.21
SP-TEJUPA,SUDESTE,SP,TEJUPA,2018,JAIR MESSIAS BOLSONARO,2527,1323,2022,LUIZ INÁCIO LULA DA SILVA,2704,1408,355420,78.79,60.32,90.48,89.39,62.5,12.5,13.51,83.33
SP-TEODORO SAMPAIO,SUDESTE,SP,TEODORO SAMPAIO,2018,JAIR MESSIAS BOLSONARO,11170,5936,2022,LUIZ INÁCIO LULA DA SILVA,12788,6673,355430,114.29,87.08,89.33,111.75,95.77,108.73,78.66,95.65
SP-TERRA ROXA,SUDESTE,SP,TERRA ROXA,2018,JAIR MESSIAS BOLSONARO,4266,3060,2022,JAIR MESSIAS BOLSONARO,4780,2508,355440,54.13,110.78,88.24,95.33,80.41,74.23,59.57,89.61
SP-TIETE,SUDESTE,SP,TIETE,2018,JAIR MESSIAS BOLSONARO,20681,16856,2022,JAIR MESSIAS BOLSONARO,22408,14031,355450,94.59,92.61,115.43,138.91,168.36,71.75,81.28,140.94
SP-TIMBURI,SUDESTE,SP,TIMBURI,2018,JAIR MESSIAS BOLSONARO,1540,1040,2022,JAIR MESSIAS BOLSONARO,1741,815,355460,44.0,106.67,83.33,129.17,85.71,57.14,71.43,88.89
SP-TORRE DE PEDRA,SUDESTE,SP,TORRE DE PEDRA,2018,JAIR MESSIAS BOLSONARO,1589,1230,2022,JAIR MESSIAS BOLSONARO,1834,1137,355465,60.61,140.74,200.0,121.43,235.0,145.0,106.9,112.5
SP-TORRINHA,SUDESTE,SP,TORRINHA,2018,JAIR MESSIAS BOLSONARO,5054,4030,2022,JAIR MESSIAS BOLSONARO,5390,3520,355470,89.66,120.62,112.37,124.71,88.35,96.12,89.69,64.42
SP-TRABIJU,SUDESTE,SP,TRABIJU,2018,JAIR MESSIAS BOLSONARO,1117,681,2022,LUIZ INÁCIO LULA DA SILVA,1207,639,355475,0.0,0.0,111.11,160.0,165.0,55.0,14.81,183.33
SP-TREMEMBE,SUDESTE,SP,TREMEMBE,2018,JAIR MESSIAS BOLSONARO,18775,14843,2022,JAIR MESSIAS BOLSONARO,22534,12947,355480,101.89,95.0,84.31,109.79,114.16,77.99,67.25,93.42
SP-TRES FRONTEIRAS,SUDESTE,SP,TRES FRONTEIRAS,2018,JAIR MESSIAS BOLSONARO,3290,2309,2022,JAIR MESSIAS BOLSONARO,3621,2000,355490,95.45,54.43,32.91,88.41,123.44,142.19,127.14,100.0
SP-TUIUTI,SUDESTE,SP,TUIUTI,2018,JAIR MESSIAS BOLSONARO,3674,2971,2022,JAIR MESSIAS BOLSONARO,3946,2412,355495,25.4,32.0,16.0,46.67,105.66,107.55,92.19,72.73
SP-TUPA,SUDESTE,SP,TUPA,2018,JAIR MESSIAS BOLSONARO,33199,26574,2022,JAIR MESSIAS BOLSONARO,35759,23255,355500,110.33,112.01,94.89,109.03,95.9,52.32,61.29,92.18
SP-TUPI PAULISTA,SUDESTE,SP,TUPI PAULISTA,2018,JAIR MESSIAS BOLSONARO,7818,5779,2022,JAIR MESSIAS BOLSONARO,8368,4972,355510,128.83,78.06,72.45,75.15,103.55,130.5,101.59,87.77
SP-TURIUBA,SUDESTE,SP,TURIUBA,2018,JAIR MESSIAS BOLSONARO,1147,852,2022,JAIR MESSIAS BOLSONARO,1242,747,355520,55.56,115.38,138.46,70.0,230.77,115.38,66.67,56.25
SP-TURMALINA,SUDESTE,SP,TURMALINA,2018,JAIR MESSIAS BOLSONARO,1200,725,2022,LUIZ INÁCIO LULA DA SILVA,1361,697,355530,73.33,170.0,180.0,85.71,66.67,66.67,100.0,95.0
SP-UBARANA,SUDESTE,SP,UBARANA,2018,JAIR MESSIAS BOLSONARO,2929,1857,2022,JAIR MESSIAS BOLSONARO,3338,1619,355535,49.33,44.44,66.67,59.21,91.3,96.74,71.91,120.93
SP-UBATUBA,SUDESTE,SP,UBATUBA,2018,JAIR MESSIAS BOLSONARO,44203,32462,2022,JAIR MESSIAS BOLSONARO,53447,30761,355540,82.07,106.58,99.91,237.51,189.23,85.22,81.71,137.68
SP-UBIRAJARA,SUDESTE,SP,UBIRAJARA,2018,JAIR MESSIAS BOLSONARO,2783,1837,2022,JAIR MESSIAS BOLSONARO,3046,1617,355550,122.58,166.67,127.54,97.53,62.79,55.81,103.03,56.72
SP-UCHOA,SUDESTE,SP,UCHOA,2018,JAIR MESSIAS BOLSONARO,5396,3927,2022,JAIR MESSIAS BOLSONARO,6018,3316,355560,11.76,6.56,9.84,72.63,112.77,110.64,98.2,129.25
SP-UNIAO PAULISTA,SUDESTE,SP,UNIAO PAULISTA,2018,JAIR MESSIAS BOLSONARO,1073,705,2022,JAIR MESSIAS BOLSONARO,1192,623,355570,30.77,38.1,33.33,78.26,176.92,269.23,162.5,195.24
SP-URANIA,SUDESTE,SP,URANIA,2018,JAIR MESSIAS BOLSONARO,4480,3218,2022,JAIR MESSIAS BOLSONARO,5153,3002,355580,110.0,74.11,55.36,78.02,92.93,90.91,97.78,124.1
SP-URU,SUDESTE,SP,URU,2018,JAIR MESSIAS BOLSONARO,990,767,2022,JAIR MESSIAS BOLSONARO,1143,700,355590,90.0,164.29,85.71,140.0,130.0,140.0,109.09,146.15
SP-URUPES,SUDESTE,SP,URUPES,2018,JAIR MESSIAS BOLSONARO,7239,5667,2022,JAIR MESSIAS BOLSONARO,7939,5192,355600,55.2,7.41,17.78,88.33,80.69,84.14,104.24,175.59
SP-VALENTIM GENTIL,SUDESTE,SP,VALENTIM GENTIL,2018,JAIR MESSIAS BOLSONARO,6387,4771,2022,JAIR MESSIAS BOLSONARO,7585,4349,355610,5.16,10.71,23.81,105.7,95.08,78.14,83.15,157.47
SP-VALINHOS,SUDESTE,SP,VALINHOS,2018,JAIR MESSIAS BOLSONARO,62986,48664,2022,JAIR MESSIAS BOLSONARO,71516,40503,355620,100.94,101.84,148.98,99.42,82.18,128.88,39.35,52.78
SP-VALPARAISO,SUDESTE,SP,VALPARAISO,2018,JAIR MESSIAS BOLSONARO,10520,7449,2022,JAIR MESSIAS BOLSONARO,11914,6770,355630,96.25,111.48,100.0,95.51,99.07,46.89,63.16,61.81
SP-VARGEM,SUDESTE,SP,VARGEM,2018,JAIR MESSIAS BOLSONARO,4461,3589,2022,JAIR MESSIAS BOLSONARO,4605,2736,355635,33.59,52.34,77.57,53.28,96.49,95.61,100.0,99.08
SP-VARGEM GRANDE DO SUL,SUDESTE,SP,VARGEM GRANDE DO SUL,2018,JAIR MESSIAS BOLSONARO,20445,16342,2022,JAIR MESSIAS BOLSONARO,22772,13351,355640,100.6,97.58,88.93,102.82,86.33,50.0,58.22,57.98
SP-VARGEM GRANDE PAULISTA,SUDESTE,SP,VARGEM GRANDE PAULISTA,2018,JAIR MESSIAS BOLSONARO,26026,17252,2022,JAIR MESSIAS BOLSONARO,30984,14077,355645,28.91,55.83,44.72,66.89,89.86,78.92,67.4,156.87
SP-VARZEA PAULISTA,SUDESTE,SP,VARZEA PAULISTA,2018,JAIR MESSIAS BOLSONARO,55256,39776,2022,JAIR MESSIAS BOLSONARO,63654,32646,355650,105.04,64.35,86.2,101.82,85.03,70.9,89.25,132.02
SP-VERA CRUZ,SUDESTE,SP,VERA CRUZ,2018,JAIR MESSIAS BOLSONARO,5508,4082,2022,JAIR MESSIAS BOLSONARO,6009,3422,355660,104.27,102.26,57.89,63.43,90.99,53.15,60.91,70.54
SP-VINHEDO,SUDESTE,SP,VINHEDO,2018,JAIR MESSIAS BOLSONARO,42817,34113,2022,JAIR MESSIAS BOLSONARO,48266,28569,355670,99.38,111.02,87.09,79.85,92.82,102.22,61.13,89.18
SP-VIRADOURO,SUDESTE,SP,VIRADOURO,2018,JAIR MESSIAS BOLSONARO,9302,7182,2022,JAIR MESSIAS BOLSONARO,10188,6252,355680,55.93,94.94,87.16,103.93,109.42,86.1,78.11,112.26
SP-VISTA ALEGRE DO ALTO,SUDESTE,SP,VISTA ALEGRE DO ALTO,2018,JAIR MESSIAS BOLSONARO,3756,2656,2022,JAIR MESSIAS BOLSONARO,4541,2491,355690,46.43,33.75,38.75,74.39,60.75,66.36,94.78,106.38
SP-VITORIA BRASIL,SUDESTE,SP,VITORIA BRASIL,2018,JAIR MESSIAS BOLSONARO,1158,753,2022,JAIR MESSIAS BOLSONARO,1273,662,355695,116.67,79.17,62.5,54.55,133.33,73.33,42.11,120.0
SP-VOTORANTIM,SUDESTE,SP,VOTORANTIM,2018,JAIR MESSIAS BOLSONARO,62275,46025,2022,JAIR MESSIAS BOLSONARO,68763,37026,355700,75.82,87.8,80.98,100.72,95.4,86.7,80.45,94.34
SP-VOTUPORANGA,SUDESTE,SP,VOTUPORANGA,2018,JAIR MESSIAS BOLSONARO,46616,36114,2022,JAIR MESSIAS BOLSONARO,52435,32545,355710,203.36,162.95,202.86,131.22,123.83,87.94,79.76,98.23
SP-ZACARIAS,SUDESTE,SP,ZACARIAS,2018,JAIR MESSIAS BOLSONARO,1589,1132,2022,JAIR MESSIAS BOLSONARO,1814,1034,355715,54.17,10.71,10.71,64.29,91.67,116.67,88.0,62.96
TO-ABREULANDIA,NORTE,TO,ABREULANDIA,2018,FERNANDO HADDAD,1398,856,2022,LUIZ INÁCIO LULA DA SILVA,1851,1052,170025,37.84,65.85,51.22,113.89,155.56,103.7,143.75,102.7
TO-AGUIARNOPOLIS,NORTE,TO,AGUIARNOPOLIS,2018,FERNANDO HADDAD,2610,1723,2022,LUIZ INÁCIO LULA DA SILVA,2965,1862,170030,108.33,96.25,87.5,88.24,125.0,77.63,116.67,255.36
TO-ALIANCA DO TOCANTINS,NORTE,TO,ALIANCA DO TOCANTINS,2018,FERNANDO HADDAD,2664,1449,2022,LUIZ INÁCIO LULA DA SILVA,3218,1735,170035,80.0,87.18,110.26,152.94,126.88,77.42,63.38,82.61
TO-ALMAS,NORTE,TO,ALMAS,2018,FERNANDO HADDAD,3236,2214,2022,LUIZ INÁCIO LULA DA SILVA,3862,2546,170040,77.52,82.81,99.22,92.92,105.47,82.03,93.16,90.57
TO-ALVORADA,NORTE,TO,ALVORADA,2018,JAIR MESSIAS BOLSONARO,4505,2516,2022,JAIR MESSIAS BOLSONARO,5529,2772,170070,125.74,72.8,116.0,147.96,176.58,111.71,87.69,70.68
TO-ANANAS,NORTE,TO,ANANAS,2018,FERNANDO HADDAD,5018,3195,2022,LUIZ INÁCIO LULA DA SILVA,5561,3332,170100,73.49,49.08,90.8,105.77,134.15,85.98,90.59,168.28
TO-ANGICO,NORTE,TO,ANGICO,2018,FERNANDO HADDAD,1664,920,2022,LUIZ INÁCIO LULA DA SILVA,2046,1158,170105,115.56,127.5,92.5,79.17,146.51,60.47,67.35,207.14
TO-APARECIDA DO RIO NEGRO,NORTE,TO,APARECIDA DO RIO NEGRO,2018,FERNANDO HADDAD,2462,1291,2022,LUIZ INÁCIO LULA DA SILVA,3217,1780,170110,103.03,112.68,125.35,115.94,124.05,81.01,88.0,101.43
TO-ARAGOMINAS,NORTE,TO,ARAGOMINAS,2018,FERNANDO HADDAD,2859,1875,2022,LUIZ INÁCIO LULA DA SILVA,3536,2201,170130,111.59,132.14,135.71,119.4,130.88,129.41,110.0,137.93
TO-ARAGUACEMA,NORTE,TO,ARAGUACEMA,2018,FERNANDO HADDAD,3173,2120,2022,LUIZ INÁCIO LULA DA SILVA,3570,2250,170190,101.98,145.59,161.76,102.11,119.47,76.99,100.0,107.41
TO-ARAGUACU,NORTE,TO,ARAGUACU,2018,JAIR MESSIAS BOLSONARO,4437,3001,2022,JAIR MESSIAS BOLSONARO,4859,3183,170200,102.88,83.5,103.88,81.72,123.71,147.42,65.35,95.92
TO-ARAGUAINA,NORTE,TO,ARAGUAINA,2018,JAIR MESSIAS BOLSONARO,77756,46436,2022,JAIR MESSIAS BOLSONARO,90229,47803,170210,114.25,111.69,100.09,118.28,116.82,101.58,97.42,139.95
TO-ARAGUANA,NORTE,TO,ARAGUANA,2018,FERNANDO HADDAD,2474,1367,2022,LUIZ INÁCIO LULA DA SILVA,2815,1396,170215,111.32,132.1,127.16,95.4,88.66,83.51,64.84,53.66
TO-ARAGUATINS,NORTE,TO,ARAGUATINS,2018,FERNANDO HADDAD,14701,8819,2022,LUIZ INÁCIO LULA DA SILVA,16203,9258,170220,144.03,113.29,116.38,75.88,89.46,48.15,60.32,87.11
TO-ARAPOEMA,NORTE,TO,ARAPOEMA,2018,FERNANDO HADDAD,3196,1811,2022,LUIZ INÁCIO LULA DA SILVA,3547,1980,170230,115.24,109.57,139.36,122.68,91.18,87.25,90.43,141.51
TO-ARRAIAS,NORTE,TO,ARRAIAS,2018,FERNANDO HADDAD,4965,3642,2022,LUIZ INÁCIO LULA DA SILVA,5664,4051,170240,101.6,84.52,77.98,85.26,81.07,77.51,81.76,76.81
TO-AUGUSTINOPOLIS,NORTE,TO,AUGUSTINOPOLIS,2018,FERNANDO HADDAD,8769,5598,2022,LUIZ INÁCIO LULA DA SILVA,9662,5683,170255,109.62,107.69,108.88,91.14,113.78,72.76,85.63,116.87
TO-AURORA DO TOCANTINS,NORTE,TO,AURORA DO TOCANTINS,2018,FERNANDO HADDAD,1913,1173,2022,LUIZ INÁCIO LULA DA SILVA,2339,1482,170270,61.76,128.12,159.38,92.68,109.52,135.71,50.0,71.43
TO-AXIXA DO TOCANTINS,NORTE,TO,AXIXA DO TOCANTINS,2018,FERNANDO HADDAD,6180,4033,2022,LUIZ INÁCIO LULA DA SILVA,6865,4084,170290,90.59,98.93,84.49,130.21,136.94,42.68,58.38,50.0
TO-BABACULANDIA,NORTE,TO,BABACULANDIA,2018,FERNANDO HADDAD,4588,3312,2022,LUIZ INÁCIO LULA DA SILVA,5130,3419,170300,85.45,83.64,107.27,90.74,84.11,93.46,66.07,162.5
TO-BANDEIRANTES DO TOCANTINS,NORTE,TO,BANDEIRANTES DO TOCANTINS,2018,JAIR MESSIAS BOLSONARO,1706,860,2022,JAIR MESSIAS BOLSONARO,2175,1055,170305,70.49,52.17,115.22,182.35,112.5,102.08,92.0,166.07
TO-BARRA DO OURO,NORTE,TO,BARRA DO OURO,2018,FERNANDO HADDAD,2403,1755,2022,LUIZ INÁCIO LULA DA SILVA,2803,1812,170307,113.16,118.82,125.88,48.39,89.47,77.89,118.75,127.14
TO-BARROLANDIA,NORTE,TO,BARROLANDIA,2018,FERNANDO HADDAD,3046,1545,2022,LUIZ INÁCIO LULA DA SILVA,3538,1844,170310,95.95,110.84,98.8,113.89,142.37,105.08,80.0,162.71
TO-BERNARDO SAYAO,NORTE,TO,BERNARDO SAYAO,2018,JAIR MESSIAS BOLSONARO,2168,1100,2022,JAIR MESSIAS BOLSONARO,2713,1295,170320,100.0,143.33,130.0,88.06,151.67,105.0,72.58,138.81
TO-BOM JESUS DO TOCANTINS,NORTE,TO,BOM JESUS DO TOCANTINS,2018,FERNANDO HADDAD,2135,1258,2022,LUIZ INÁCIO LULA DA SILVA,2569,1409,170330,114.1,102.6,170.13,103.9,76.25,38.75,52.05,125.0
TO-BRASILANDIA DO TOCANTINS,NORTE,TO,BRASILANDIA DO TOCANTINS,2018,FERNANDO HADDAD,1160,631,2022,LUIZ INÁCIO LULA DA SILVA,1471,851,170360,157.14,103.03,84.85,115.38,154.55,154.55,129.17,102.86
TO-BREJINHO DE NAZARE,NORTE,TO,BREJINHO DE NAZARE,2018,FERNANDO HADDAD,2677,1542,2022,LUIZ INÁCIO LULA DA SILVA,3100,1679,170370,93.62,87.64,86.52,75.31,105.06,145.57,172.88,192.98
TO-BURITI DO TOCANTINS,NORTE,TO,BURITI DO TOCANTINS,2018,FERNANDO HADDAD,4556,3017,2022,LUIZ INÁCIO LULA DA SILVA,5022,2985,170380,78.23,68.67,112.67,119.7,115.75,56.16,55.7,96.62
TO-CACHOEIRINHA,NORTE,TO,CACHOEIRINHA,2018,FERNANDO HADDAD,1192,827,2022,LUIZ INÁCIO LULA DA SILVA,1410,877,170382,79.31,55.56,53.33,144.0,82.76,51.72,86.21,130.77
TO-CAMPOS LINDOS,NORTE,TO,CAMPOS LINDOS,2018,FERNANDO HADDAD,3965,2797,2022,LUIZ INÁCIO LULA DA SILVA,4927,3210,170384,113.01,72.29,90.96,154.0,149.65,137.59,168.75,200.65
TO-CARIRI DO TOCANTINS,NORTE,TO,CARIRI DO TOCANTINS,2018,JAIR MESSIAS BOLSONARO,2138,1127,2022,LUIZ INÁCIO LULA DA SILVA,2776,1413,170386,100.0,145.45,184.85,124.56,184.62,142.31,127.08,178.05
TO-CARMOLANDIA,NORTE,TO,CARMOLANDIA,2018,FERNANDO HADDAD,1428,901,2022,LUIZ INÁCIO LULA DA SILVA,1859,1098,170388,72.34,62.75,82.35,106.25,142.22,104.44,66.67,67.44
TO-CARRASCO BONITO,NORTE,TO,CARRASCO BONITO,2018,FERNANDO HADDAD,1927,1407,2022,LUIZ INÁCIO LULA DA SILVA,2344,1553,170389,68.92,106.15,163.08,129.23,78.95,97.37,35.29,45.83
TO-CASEARA,NORTE,TO,CASEARA,2018,FERNANDO HADDAD,2621,1706,2022,LUIZ INÁCIO LULA DA SILVA,2973,1815,170390,80.82,124.62,106.15,31.65,165.22,144.93,95.6,83.33
TO-CENTENARIO,NORTE,TO,CENTENARIO,2018,FERNANDO HADDAD,1195,841,2022,LUIZ INÁCIO LULA DA SILVA,1509,974,170410,135.0,116.67,110.0,114.29,144.0,128.0,103.85,118.18
TO-CHAPADA DA NATIVIDADE,NORTE,TO,CHAPADA DA NATIVIDADE,2018,FERNANDO HADDAD,1761,1331,2022,LUIZ INÁCIO LULA DA SILVA,2114,1581,170510,104.0,63.41,26.83,72.97,105.41,86.49,130.23,196.77
TO-CHAPADA DE AREIA,NORTE,TO,CHAPADA DE AREIA,2018,JAIR MESSIAS BOLSONARO,1253,634,2022,LUIZ INÁCIO LULA DA SILVA,1767,881,170460,152.94,80.95,66.67,146.15,115.0,100.0,157.14,311.76
TO-COLINAS DO TOCANTINS,NORTE,TO,COLINAS DO TOCANTINS,2018,JAIR MESSIAS BOLSONARO,16054,9249,2022,JAIR MESSIAS BOLSONARO,17830,9553,170550,102.23,125.89,119.86,113.19,93.86,90.55,109.85,154.02
TO-COLMEIA,NORTE,TO,COLMEIA,2018,JAIR MESSIAS BOLSONARO,4387,2607,2022,JAIR MESSIAS BOLSONARO,5006,2823,171670,86.03,84.09,100.76,151.96,155.77,122.12,110.89,176.92
TO-COMBINADO,NORTE,TO,COMBINADO,2018,JAIR MESSIAS BOLSONARO,2467,1285,2022,LUIZ INÁCIO LULA DA SILVA,2874,1465,170555,157.53,121.43,142.86,171.11,91.55,98.59,112.73,141.67
TO-CONCEICAO DO TOCANTINS,NORTE,TO,CONCEICAO DO TOCANTINS,2018,FERNANDO HADDAD,1827,1372,2022,LUIZ INÁCIO LULA DA SILVA,2364,1718,170560,101.37,81.25,89.06,149.06,113.33,115.0,86.67,78.18
TO-COUTO MAGALHAES,NORTE,TO,COUTO MAGALHAES,2018,FERNANDO HADDAD,2913,1886,2022,LUIZ INÁCIO LULA DA SILVA,3340,2092,170600,82.93,72.62,89.29,91.67,71.25,75.0,91.8,83.33
TO-CRISTALANDIA,NORTE,TO,CRISTALANDIA,2018,FERNANDO HADDAD,3584,1903,2022,LUIZ INÁCIO LULA DA SILVA,4228,2295,170610,106.82,102.94,93.14,112.2,147.57,121.36,127.06,142.86
TO-CRIXAS DO TOCANTINS,NORTE,TO,CRIXAS DO TOCANTINS,2018,FERNANDO HADDAD,922,542,2022,LUIZ INÁCIO LULA DA SILVA,1307,709,170625,61.54,61.9,104.76,60.87,75.0,54.17,58.82,104.76
TO-DARCINOPOLIS,NORTE,TO,DARCINOPOLIS,2018,FERNANDO HADDAD,2805,1814,2022,LUIZ INÁCIO LULA DA SILVA,3206,1988,170650,110.31,46.67,22.86,91.03,96.36,81.82,94.95,140.82
TO-DIANOPOLIS,NORTE,TO,DIANOPOLIS,2018,FERNANDO HADDAD,8218,5206,2022,LUIZ INÁCIO LULA DA SILVA,9685,6126,170700,116.08,108.12,107.19,114.34,88.14,94.23,119.56,163.26
TO-DIVINOPOLIS DO TOCANTINS,NORTE,TO,DIVINOPOLIS DO TOCANTINS,2018,FERNANDO HADDAD,3663,2283,2022,LUIZ INÁCIO LULA DA SILVA,4173,2507,170710,249.49,152.04,133.67,95.45,119.27,155.05,169.23,183.15
TO-DOIS IRMAOS DO TOCANTINS,NORTE,TO,DOIS IRMAOS DO TOCANTINS,2018,FERNANDO HADDAD,3234,2168,2022,LUIZ INÁCIO LULA DA SILVA,3740,2404,170720,69.09,115.71,75.71,70.83,137.29,115.25,65.79,147.62
TO-DUERE,NORTE,TO,DUERE,2018,FERNANDO HADDAD,2151,1206,2022,LUIZ INÁCIO LULA DA SILVA,2615,1558,170730,87.93,88.33,93.33,141.18,167.24,75.86,29.51,83.56
TO-ESPERANTINA,NORTE,TO,ESPERANTINA,2018,FERNANDO HADDAD,4195,3125,2022,LUIZ INÁCIO LULA DA SILVA,4594,3242,170740,101.36,126.81,151.45,102.84,94.74,34.21,29.7,28.28
TO-FATIMA,NORTE,TO,FATIMA,2018,JAIR MESSIAS BOLSONARO,2038,1092,2022,JAIR MESSIAS BOLSONARO,2571,1246,170755,76.6,86.21,146.55,56.25,100.0,69.57,102.17,102.17
TO-FIGUEIROPOLIS,NORTE,TO,FIGUEIROPOLIS,2018,JAIR MESSIAS BOLSONARO,2851,1433,2022,LUIZ INÁCIO LULA DA SILVA,3530,1678,170765,53.52,39.24,58.23,63.38,67.11,51.32,63.24,150.91
TO-FILADELFIA,NORTE,TO,FILADELFIA,2018,FERNANDO HADDAD,4116,2646,2022,LUIZ INÁCIO LULA DA SILVA,4826,2958,170770,123.14,96.61,117.8,134.48,151.85,99.07,102.38,209.0
TO-FORMOSO DO ARAGUAIA,NORTE,TO,FORMOSO DO ARAGUAIA,2018,JAIR MESSIAS BOLSONARO,9230,5013,2022,JAIR MESSIAS BOLSONARO,10594,5361,170820,78.68,60.87,82.27,91.89,115.49,52.86,49.5,135.63
