,Ano de eleição,Cargo,Código município,Município,Região,UF,Turno,Nome candidato,Votos válidos,Votos nominais,Estado_Municipio
42741,2022,Presidente,2852,URUCARA,NORTE,AM,1,LUIZ INÁCIO LULA DA SILVA,8823,6686,AM-URUCARA
11761,2022,Presidente,2879,URUCURITUBA,NORTE,AM,1,LUIZ INÁCIO LULA DA SILVA,9638,7577,AM-URUCURITUBA
16962,2022,Presidente,6017,AMAPA,NORTE,AP,1,LUIZ INÁCIO LULA DA SILVA,5348,3159,AP-AMAPA
48769,2022,Presidente,6033,CALCOENE,NORTE,AP,1,LUIZ INÁCIO LULA DA SILVA,6128,3556,AP-CALCOENE
17410,2022,Presidente,6068,CUTIAS,NORTE,AP,1,LUIZ INÁCIO LULA DA SILVA,4084,2316,AP-CUTIAS
46713,2022,Presidente,6114,FERREIRA GOMES,NORTE,AP,1,LUIZ INÁCIO LULA DA SILVA,4923,2491,AP-FERREIRA GOMES
1675,2022,Presidente,6041,ITAUBAL,NORTE,AP,1,LUIZ INÁCIO LULA DA SILVA,5873,3026,AP-ITAUBAL
41073,2022,Presidente,6130,LARANJAL DO JARI,NORTE,AP,1,LUIZ INÁCIO LULA DA SILVA,20721,12198,AP-LARANJAL DO JARI
14515,2022,Presidente,6050,MACAPA,NORTE,AP,1,JAIR MESSIAS BOLSONARO,247365,113733,AP-MACAPA
3736,2022,Presidente,6076,MAZAGAO,NORTE,AP,1,LUIZ INÁCIO LULA DA SILVA,16113,9808,AP-MAZAGAO
47500,2022,Presidente,6092,OIAPOQUE,NORTE,AP,1,LUIZ INÁCIO LULA DA SILVA,14076,8885,AP-OIAPOQUE
27287,2022,Presidente,6084,PEDRA BRANCA DO AMAPARI,NORTE,AP,1,LUIZ INÁCIO LULA DA SILVA,7433,4050,AP-PEDRA BRANCA DO AMAPARI
9292,2022,Presidente,6025,PORTO GRANDE,NORTE,AP,1,LUIZ INÁCIO LULA DA SILVA,10317,5510,AP-PORTO GRANDE
33127,2022,Presidente,6009,PRACUUBA,NORTE,AP,1,LUIZ INÁCIO LULA DA SILVA,3039,1660,AP-PRACUUBA
10774,2022,Presidente,6157,SANTANA,NORTE,AP,1,JAIR MESSIAS BOLSONARO,68161,32615,AP-SANTANA
14113,2022,Presidente,6106,SERRA DO NAVIO,NORTE,AP,1,JAIR MESSIAS BOLSONARO,2968,1619,AP-SERRA DO NAVIO
28919,2022,Presidente,6173,TARTARUGALZINHO,NORTE,AP,1,LUIZ INÁCIO LULA DA SILVA,7997,4521,AP-TARTARUGALZINHO
49060,2022,Presidente,6122,VITORIA DO JARI,NORTE,AP,1,LUIZ INÁCIO LULA DA SILVA,7615,5060,AP-VITORIA DO JARI
51599,2022,Presidente,33030,ABARE,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,11526,8798,BA-ABARE
29255,2022,Presidente,33014,ABAIRA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,5057,3274,BA-ABAIRA
20297,2022,Presidente,33057,ACAJUTIBA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,8791,6794,BA-ACAJUTIBA
42849,2022,Presidente,33065,ADUSTINA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,9207,7373,BA-ADUSTINA
22197,2022,Presidente,33111,AIQUARA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,2969,2193,BA-AIQUARA
7570,2022,Presidente,33138,ALAGOINHAS,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,84641,56247,BA-ALAGOINHAS
40189,2022,Presidente,33154,ALCOBACA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,12979,8984,BA-ALCOBACA
28453,2022,Presidente,33170,ALMADINA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,3485,2736,BA-ALMADINA
49239,2022,Presidente,33197,AMARGOSA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,20923,13958,BA-AMARGOSA
25417,2022,Presidente,33219,AMELIA RODRIGUES,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,14904,11548,BA-AMELIA RODRIGUES
27764,2022,Presidente,30716,AMERICA DOURADA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,9855,8144,BA-AMERICA DOURADA
17569,2022,Presidente,33235,ANAGE,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,14056,10563,BA-ANAGE
30052,2022,Presidente,33251,ANDARAI,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,7296,6190,BA-ANDARAI
49307,2022,Presidente,33260,ANDORINHA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,9761,8676,BA-ANDORINHA
1630,2022,Presidente,33278,ANGICAL,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,9782,7497,BA-ANGICAL
27332,2022,Presidente,33294,ANGUERA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,7105,5840,BA-ANGUERA
33435,2022,Presidente,33316,ANTAS,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,8125,5699,BA-ANTAS
15615,2022,Presidente,33332,ANTONIO CARDOSO,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,9155,8080,BA-ANTONIO CARDOSO
58786,2022,Presidente,33359,ANTONIO GONCALVES,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,6491,4885,BA-ANTONIO GONCALVES
1283,2022,Presidente,33375,APORA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,9941,7625,BA-APORA
17429,2022,Presidente,33405,APUAREMA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,4440,3122,BA-APUAREMA
24346,2022,Presidente,33391,ARACATU,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,9738,7610,BA-ARACATU
52220,2022,Presidente,33413,ARACI,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,28471,23385,BA-ARACI
48580,2022,Presidente,33430,ARAMARI,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,7037,5832,BA-ARAMARI
3292,2022,Presidente,30732,ARATACA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,4471,3091,BA-ARATACA
32557,2022,Presidente,33456,ARATUIPE,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,6312,5022,BA-ARATUIPE
42019,2022,Presidente,33383,ARACAS,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,7652,6089,BA-ARACAS
36717,2022,Presidente,33472,AURELINO LEAL,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,7061,5086,BA-AURELINO LEAL
62811,2022,Presidente,33499,BAIANOPOLIS,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,9297,6815,BA-BAIANOPOLIS
33391,2022,Presidente,33510,BAIXA GRANDE,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,10725,7404,BA-BAIXA GRANDE
58280,2022,Presidente,33529,BANZAE,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,7941,6093,BA-BANZAE
16805,2022,Presidente,33537,BARRA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,26749,21605,BA-BARRA
36760,2022,Presidente,33553,BARRA DA ESTIVA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,15849,11769,BA-BARRA DA ESTIVA
5277,2022,Presidente,33570,BARRA DO CHOCA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,21084,16219,BA-BARRA DO CHOCA
57014,2022,Presidente,33596,BARRA DO MENDES,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,9536,8342,BA-BARRA DO MENDES
25334,2022,Presidente,33618,BARRA DO ROCHA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,2953,1893,BA-BARRA DO ROCHA
33284,2022,Presidente,33634,BARREIRAS,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,82598,47952,BA-BARREIRAS
11649,2022,Presidente,30759,BARRO ALTO,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,8339,6585,BA-BARRO ALTO
40873,2022,Presidente,33650,BARRO PRETO,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,4305,3067,BA-BARRO PRETO
21431,2022,Presidente,30775,BARROCAS,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,10802,8997,BA-BARROCAS
21276,2022,Presidente,33677,BELMONTE,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,11169,7605,BA-BELMONTE
7972,2022,Presidente,33693,BELO CAMPO,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,11556,8583,BA-BELO CAMPO
46717,2022,Presidente,33715,BIRITINGA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,9283,7882,BA-BIRITINGA
40172,2022,Presidente,33731,BOA NOVA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,8543,7118,BA-BOA NOVA
35556,2022,Presidente,33758,BOA VISTA DO TUPIM,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,10323,7431,BA-BOA VISTA DO TUPIM
4207,2022,Presidente,33774,BOM JESUS DA LAPA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,36387,27731,BA-BOM JESUS DA LAPA
25583,2022,Presidente,33782,BOM JESUS DA SERRA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,6394,5451,BA-BOM JESUS DA SERRA
60252,2022,Presidente,33790,BONINAL,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,7787,5537,BA-BONINAL
63201,2022,Presidente,33804,BONITO,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,9346,7602,BA-BONITO
28446,2022,Presidente,33812,BOQUIRA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,11789,10579,BA-BOQUIRA
55927,2022,Presidente,33839,BOTUPORA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,6706,5457,BA-BOTUPORA
55726,2022,Presidente,33871,BREJOLANDIA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,5984,4217,BA-BREJOLANDIA
26470,2022,Presidente,33855,BREJOES,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,7994,5775,BA-BREJOES
53031,2022,Presidente,33898,BROTAS DE MACAUBAS,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,6936,5239,BA-BROTAS DE MACAUBAS
57017,2022,Presidente,33910,BRUMADO,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,41055,27831,BA-BRUMADO
11676,2022,Presidente,33936,BUERAREMA,NORDESTE,BA,1,JAIR MESSIAS BOLSONARO,9194,4907,BA-BUERAREMA
32939,2022,Presidente,30791,BURITIRAMA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,11339,8737,BA-BURITIRAMA
17142,2022,Presidente,33952,CAATIBA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,4443,2950,BA-CAATIBA
56312,2022,Presidente,33960,CABACEIRAS DO PARAGUACU,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,10145,8433,BA-CABACEIRAS DO PARAGUACU
7921,2022,Presidente,33979,CACHOEIRA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,19530,15921,BA-CACHOEIRA
18042,2022,Presidente,33995,CACULE,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,13709,9571,BA-CACULE
13027,2022,Presidente,34010,CAEM,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,5899,4810,BA-CAEM
48519,2022,Presidente,34029,CAETANOS,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,7489,6535,BA-CAETANOS
13073,2022,Presidente,34037,CAETITE,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,32756,25307,BA-CAETITE
24603,2022,Presidente,34053,CAFARNAUM,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,10844,7945,BA-CAFARNAUM
23750,2022,Presidente,34070,CAIRU,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,10612,6846,BA-CAIRU
52234,2022,Presidente,34096,CALDEIRAO GRANDE,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,7526,5986,BA-CALDEIRAO GRANDE
2953,2022,Presidente,34118,CAMACA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,13153,7618,BA-CAMACA
48528,2022,Presidente,34150,CAMAMU,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,17484,11173,BA-CAMAMU
57057,2022,Presidente,34134,CAMACARI,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,149384,96759,BA-CAMACARI
41398,2022,Presidente,34177,CAMPO ALEGRE DE LOURDES,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,17262,14265,BA-CAMPO ALEGRE DE LOURDES
40663,2022,Presidente,34193,CAMPO FORMOSO,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,43098,30654,BA-CAMPO FORMOSO
15785,2022,Presidente,34231,CANARANA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,15219,11925,BA-CANARANA
44573,2022,Presidente,34258,CANAVIEIRAS,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,17291,10936,BA-CANAVIEIRAS
23756,2022,Presidente,34274,CANDEAL,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,6052,4651,BA-CANDEAL
49175,2022,Presidente,34290,CANDEIAS,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,50238,40234,BA-CANDEIAS
6781,2022,Presidente,34312,CANDIBA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,8429,6436,BA-CANDIBA
25437,2022,Presidente,34355,CANSANCAO,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,22094,18667,BA-CANSANCAO
27313,2022,Presidente,30856,CANUDOS,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,9756,7993,BA-CANUDOS
33971,2022,Presidente,34215,CANAPOLIS,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,6548,5233,BA-CANAPOLIS
28281,2022,Presidente,30813,CAPELA DO ALTO ALEGRE,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,7048,5117,BA-CAPELA DO ALTO ALEGRE
51468,2022,Presidente,30830,CAPIM GROSSO,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,17960,11588,BA-CAPIM GROSSO
43178,2022,Presidente,34371,CARAVELAS,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,11556,7646,BA-CARAVELAS
40898,2022,Presidente,34363,CARAIBAS,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,6304,4701,BA-CARAIBAS
13283,2022,Presidente,34398,CARDEAL DA SILVA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,5421,4743,BA-CARDEAL DA SILVA
4386,2022,Presidente,34410,CARINHANHA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,16902,11160,BA-CARINHANHA
13379,2022,Presidente,34436,CASA NOVA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,44250,34612,BA-CASA NOVA
9743,2022,Presidente,34452,CASTRO ALVES,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,17302,13961,BA-CASTRO ALVES
7502,2022,Presidente,34479,CATOLANDIA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,3119,2448,BA-CATOLANDIA
49067,2022,Presidente,34495,CATU,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,31182,23703,BA-CATU
8463,2022,Presidente,34509,CATURAMA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,5353,4477,BA-CATURAMA
41008,2022,Presidente,34517,CENTRAL,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,10293,8101,BA-CENTRAL
34200,2022,Presidente,34533,CHORROCHO,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,6750,5651,BA-CHORROCHO
28961,2022,Presidente,34576,CIPO,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,10173,6813,BA-CIPO
9666,2022,Presidente,34592,COARACI,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,11450,7483,BA-COARACI
1289,2022,Presidente,34614,COCOS,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,11622,7878,BA-COCOS
1546,2022,Presidente,34630,CONCEICAO DA FEIRA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,13574,10569,BA-CONCEICAO DA FEIRA
12597,2022,Presidente,34657,CONCEICAO DO ALMEIDA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,11541,9457,BA-CONCEICAO DO ALMEIDA
43831,2022,Presidente,34673,CONCEICAO DO COITE,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,41975,26448,BA-CONCEICAO DO COITE
59141,2022,Presidente,34690,CONCEICAO DO JACUIPE,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,20551,14526,BA-CONCEICAO DO JACUIPE
45758,2022,Presidente,34711,CONDE,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,13566,10418,BA-CONDE
42913,2022,Presidente,34738,CONDEUBA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,10634,7264,BA-CONDEUBA
36492,2022,Presidente,34754,CONTENDAS DO SINCORA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,3293,2475,BA-CONTENDAS DO SINCORA
44819,2022,Presidente,34770,CORACAO DE MARIA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,16780,13554,BA-CORACAO DE MARIA
51461,2022,Presidente,34797,CORDEIROS,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,4904,3144,BA-CORDEIROS
43448,2022,Presidente,34819,CORIBE,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,9198,6845,BA-CORIBE
48976,2022,Presidente,34835,CORONEL JOAO SA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,10789,8511,BA-CORONEL JOAO SA
63209,2022,Presidente,34851,CORRENTINA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,19772,14605,BA-CORRENTINA
15740,2022,Presidente,34878,COTEGIPE,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,8765,7011,BA-COTEGIPE
28486,2022,Presidente,34894,CRAVOLANDIA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,2917,2376,BA-CRAVOLANDIA
9884,2022,Presidente,34932,CRISTOPOLIS,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,9146,6615,BA-CRISTOPOLIS
21555,2022,Presidente,34916,CRISOPOLIS,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,11631,9712,BA-CRISOPOLIS
57238,2022,Presidente,34959,CRUZ DAS ALMAS,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,38429,25821,BA-CRUZ DAS ALMAS
1603,2022,Presidente,34975,CURACA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,20116,15857,BA-CURACA
31382,2022,Presidente,34339,CANDIDO SALES,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,14775,10433,BA-CANDIDO SALES
944,2022,Presidente,34550,CICERO DANTAS,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,19280,14472,BA-CICERO DANTAS
62820,2022,Presidente,30872,DIAS D'AVILA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,39739,28630,BA-DIAS D'AVILA
60249,2022,Presidente,35017,DOM BASILIO,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,8397,7163,BA-DOM BASILIO
24473,2022,Presidente,35033,DOM MACEDO COSTA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,3503,2505,BA-DOM MACEDO COSTA
34199,2022,Presidente,34991,DARIO MEIRA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,5702,4307,BA-DARIO MEIRA
26103,2022,Presidente,35050,ELISIO MEDRADO,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,5525,4017,BA-ELISIO MEDRADO
59582,2022,Presidente,35076,ENCRUZILHADA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,11052,7979,BA-ENCRUZILHADA
11233,2022,Presidente,35092,ENTRE RIOS,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,22445,17300,BA-ENTRE RIOS
8691,2022,Presidente,35114,ESPLANADA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,19584,15155,BA-ESPLANADA
39660,2022,Presidente,35130,EUCLIDES DA CUNHA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,34631,27893,BA-EUCLIDES DA CUNHA
33132,2022,Presidente,30058,EUNAPOLIS,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,60666,31206,BA-EUNAPOLIS
63190,2022,Presidente,35149,FEIRA DA MATA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,4006,2518,BA-FEIRA DA MATA
16800,2022,Presidente,35157,FEIRA DE SANTANA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,343287,211813,BA-FEIRA DE SANTANA
19455,2022,Presidente,30910,FILADELFIA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,11192,8322,BA-FILADELFIA
54751,2022,Presidente,35173,FIRMINO ALVES,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,3613,2440,BA-FIRMINO ALVES
24499,2022,Presidente,35190,FLORESTA AZUL,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,5768,4280,BA-FLORESTA AZUL
11248,2022,Presidente,35211,FORMOSA DO RIO PRETO,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,14737,10304,BA-FORMOSA DO RIO PRETO
19104,2022,Presidente,30899,FATIMA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,11763,9803,BA-FATIMA
49635,2022,Presidente,35238,GANDU,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,17394,10590,BA-GANDU
48646,2022,Presidente,30937,GAVIAO,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,3243,2253,BA-GAVIAO
60074,2022,Presidente,35254,GENTIO DO OURO,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,7631,6387,BA-GENTIO DO OURO
28470,2022,Presidente,35270,GLORIA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,9895,8601,BA-GLORIA
13074,2022,Presidente,35297,GONGOGI,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,3628,2733,BA-GONGOGI
56397,2022,Presidente,35319,GOVERNADOR MANGABEIRA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,13508,10550,BA-GOVERNADOR MANGABEIRA
20047,2022,Presidente,30953,GUAJERU,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,4681,4004,BA-GUAJERU
10106,2022,Presidente,35335,GUANAMBI,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,51530,33200,BA-GUANAMBI
24562,2022,Presidente,35351,GUARATINGA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,10856,7396,BA-GUARATINGA
2053,2022,Presidente,30970,HELIOPOLIS,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,9134,7650,BA-HELIOPOLIS
49173,2022,Presidente,35378,IACU,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,14100,11194,BA-IACU
41055,2022,Presidente,35394,IBIASSUCE,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,6516,4397,BA-IBIASSUCE
11222,2022,Presidente,35416,IBICARAI,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,13805,8693,BA-IBICARAI
3937,2022,Presidente,35432,IBICOARA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,11614,7834,BA-IBICOARA
7911,2022,Presidente,35459,IBICUI,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,8631,6091,BA-IBICUI
33821,2022,Presidente,35475,IBIPEBA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,10618,8933,BA-IBIPEBA
56305,2022,Presidente,35513,IBIPITANGA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,9182,6784,BA-IBIPITANGA
27658,2022,Presidente,35530,IBIQUERA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,2877,2371,BA-IBIQUERA
39720,2022,Presidente,35556,IBIRAPITANGA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,9916,7057,BA-IBIRAPITANGA
16945,2022,Presidente,35572,IBIRAPUA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,5618,2937,BA-IBIRAPUA
59030,2022,Presidente,35599,IBIRATAIA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,10816,6742,BA-IBIRATAIA
43251,2022,Presidente,35610,IBITIARA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,8632,6617,BA-IBITIARA
13276,2022,Presidente,35637,IBITITA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,12185,9885,BA-IBITITA
8650,2022,Presidente,35653,IBOTIRAMA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,15915,11020,BA-IBOTIRAMA
38391,2022,Presidente,35670,ICHU,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,4710,3632,BA-ICHU
26223,2022,Presidente,35696,IGAPORA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,9559,8175,BA-IGAPORA
45226,2022,Presidente,35700,IGRAPIUNA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,6413,4713,BA-IGRAPIUNA
8874,2022,Presidente,35718,IGUAI,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,12889,8560,BA-IGUAI
50623,2022,Presidente,35734,ILHEUS,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,100054,57891,BA-ILHEUS
25874,2022,Presidente,35750,INHAMBUPE,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,19974,15361,BA-INHAMBUPE
12613,2022,Presidente,35777,IPECAETA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,10872,8782,BA-IPECAETA
30338,2022,Presidente,35793,IPIAU,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,23526,15249,BA-IPIAU
25256,2022,Presidente,35815,IPIRA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,34555,26950,BA-IPIRA
63131,2022,Presidente,35831,IPUPIARA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,6510,4593,BA-IPUPIARA
32943,2022,Presidente,35858,IRAJUBA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,3902,3031,BA-IRAJUBA
4607,2022,Presidente,35874,IRAMAIA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,6329,4955,BA-IRAMAIA
32829,2022,Presidente,35890,IRAQUARA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,14363,12688,BA-IRAQUARA
38948,2022,Presidente,35912,IRARA,NORDESTE,BA,1,LUIZ INÁCIO LULA DA SILVA,18521,14300,BA-IRARA
