,Ano de eleição,Município,UF,Região,Turno,Nome candidato,Cargo,Votos válidos,Votos nominais,Estado_Municipio
9089,2018,NHAMUNDA,AM,NORTE,2,FERNANDO HADDAD,Presidente,8727,7447,AM-NHAMUNDA
15948,2018,NOVA OLINDA DO NORTE,AM,NORTE,2,FERNANDO HADDAD,Presidente,10319,8303,AM-NOVA OLINDA DO NORTE
12969,2018,NOVO AIRAO,AM,NORTE,2,FERNANDO HADDAD,Presidente,7322,4289,AM-NOVO AIRAO
4670,2018,NOVO ARIPUANA,AM,NORTE,2,FERNANDO HADDAD,Presidente,7306,5923,AM-NOVO ARIPUANA
2385,2018,PARINTINS,AM,NORTE,2,FERNANDO HADDAD,Presidente,47236,38970,AM-PARINTINS
10861,2018,PAUINI,AM,NORTE,2,FERNANDO HADDAD,Presidente,6030,4437,AM-PAUINI
8205,2018,PRESIDENTE FIGUEIREDO,AM,NORTE,2,FERNANDO HADDAD,Presidente,15006,8669,AM-PRESIDENTE FIGUEIREDO
16045,2018,RIO PRETO DA EVA,AM,NORTE,2,FERNANDO HADDAD,Presidente,10119,5368,AM-RIO PRETO DA EVA
13897,2018,SANTA ISABEL DO RIO NEGRO,AM,NORTE,2,FERNANDO HADDAD,Presidente,4067,2637,AM-SANTA ISABEL DO RIO NEGRO
14142,2018,SANTO ANTONIO DO ICA,AM,NORTE,2,FERNANDO HADDAD,Presidente,9660,7998,AM-SANTO ANTONIO DO ICA
559,2018,SILVES,AM,NORTE,2,FERNANDO HADDAD,Presidente,4750,3966,AM-SILVES
14701,2018,SAO GABRIEL DA CACHOEIRA,AM,NORTE,2,FERNANDO HADDAD,Presidente,17233,13369,AM-SAO GABRIEL DA CACHOEIRA
10795,2018,SAO PAULO DE OLIVENCA,AM,NORTE,2,FERNANDO HADDAD,Presidente,12442,10907,AM-SAO PAULO DE OLIVENCA
12284,2018,SAO SEBASTIAO DO UATUMA,AM,NORTE,2,FERNANDO HADDAD,Presidente,4233,2430,AM-SAO SEBASTIAO DO UATUMA
8177,2018,TABATINGA,AM,NORTE,2,FERNANDO HADDAD,Presidente,22870,15809,AM-TABATINGA
5654,2018,TAPAUA,AM,NORTE,2,FERNANDO HADDAD,Presidente,7745,5288,AM-TAPAUA
12279,2018,TEFE,AM,NORTE,2,FERNANDO HADDAD,Presidente,27037,18878,AM-TEFE
12297,2018,TONANTINS,AM,NORTE,2,FERNANDO HADDAD,Presidente,6423,5410,AM-TONANTINS
925,2018,UARINI,AM,NORTE,2,FERNANDO HADDAD,Presidente,4781,3692,AM-UARINI
11474,2018,URUCARA,AM,NORTE,2,FERNANDO HADDAD,Presidente,7332,5785,AM-URUCARA
14149,2018,URUCURITUBA,AM,NORTE,2,FERNANDO HADDAD,Presidente,7722,6256,AM-URUCURITUBA
2523,2018,AMAPA,AP,NORTE,2,FERNANDO HADDAD,Presidente,4033,2610,AP-AMAPA
16207,2018,CALCOENE,AP,NORTE,2,FERNANDO HADDAD,Presidente,4811,3140,AP-CALCOENE
15439,2018,CUTIAS,AP,NORTE,2,FERNANDO HADDAD,Presidente,2761,1961,AP-CUTIAS
6925,2018,FERREIRA GOMES,AP,NORTE,2,FERNANDO HADDAD,Presidente,3802,2143,AP-FERREIRA GOMES
1238,2018,ITAUBAL,AP,NORTE,2,FERNANDO HADDAD,Presidente,3780,2530,AP-ITAUBAL
16225,2018,LARANJAL DO JARI,AP,NORTE,2,FERNANDO HADDAD,Presidente,18747,11044,AP-LARANJAL DO JARI
13866,2018,MACAPA,AP,NORTE,2,JAIR MESSIAS BOLSONARO,Presidente,218686,120603,AP-MACAPA
1530,2018,MAZAGAO,AP,NORTE,2,FERNANDO HADDAD,Presidente,10989,7628,AP-MAZAGAO
16978,2018,OIAPOQUE,AP,NORTE,2,FERNANDO HADDAD,Presidente,10924,7335,AP-OIAPOQUE
6547,2018,PEDRA BRANCA DO AMAPARI,AP,NORTE,2,FERNANDO HADDAD,Presidente,5551,3317,AP-PEDRA BRANCA DO AMAPARI
14317,2018,PORTO GRANDE,AP,NORTE,2,FERNANDO HADDAD,Presidente,8931,5250,AP-PORTO GRANDE
5820,2018,PRACUUBA,AP,NORTE,2,FERNANDO HADDAD,Presidente,2185,1438,AP-PRACUUBA
10860,2018,SANTANA,AP,NORTE,2,JAIR MESSIAS BOLSONARO,Presidente,59045,31383,AP-SANTANA
8350,2018,SERRA DO NAVIO,AP,NORTE,2,FERNANDO HADDAD,Presidente,2436,1240,AP-SERRA DO NAVIO
16459,2018,TARTARUGALZINHO,AP,NORTE,2,FERNANDO HADDAD,Presidente,5762,3670,AP-TARTARUGALZINHO
15347,2018,VITORIA DO JARI,AP,NORTE,2,FERNANDO HADDAD,Presidente,6269,4565,AP-VITORIA DO JARI
4478,2018,ABARE,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,9530,7453,BA-ABARE
3337,2018,ABAIRA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,4436,2694,BA-ABAIRA
12209,2018,ACAJUTIBA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,7420,5944,BA-ACAJUTIBA
16307,2018,ADUSTINA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,8549,7361,BA-ADUSTINA
15600,2018,AIQUARA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,2571,2096,BA-AIQUARA
12086,2018,ALAGOINHAS,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,76512,51668,BA-ALAGOINHAS
2742,2018,ALCOBACA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,10326,7839,BA-ALCOBACA
8001,2018,ALMADINA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,3155,2527,BA-ALMADINA
1708,2018,AMARGOSA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,18673,12470,BA-AMARGOSA
17106,2018,AMELIA RODRIGUES,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,13078,10510,BA-AMELIA RODRIGUES
12338,2018,AMERICA DOURADA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,8509,7472,BA-AMERICA DOURADA
4114,2018,ANAGE,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,12305,9762,BA-ANAGE
2245,2018,ANDARAI,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,6924,6057,BA-ANDARAI
12669,2018,ANDORINHA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,9056,8339,BA-ANDORINHA
12999,2018,ANGICAL,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,9180,7552,BA-ANGICAL
13505,2018,ANGUERA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,6385,5502,BA-ANGUERA
4623,2018,ANTAS,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,7162,5717,BA-ANTAS
15544,2018,ANTONIO CARDOSO,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,8775,7844,BA-ANTONIO CARDOSO
3151,2018,ANTONIO GONCALVES,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,5753,4445,BA-ANTONIO GONCALVES
6293,2018,APORA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,8406,6763,BA-APORA
4237,2018,APUAREMA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,3940,3019,BA-APUAREMA
2400,2018,ARACATU,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,8858,7154,BA-ARACATU
896,2018,ARACI,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,25907,22617,BA-ARACI
3243,2018,ARAMARI,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,6440,5643,BA-ARAMARI
11033,2018,ARATACA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,4228,3076,BA-ARATACA
1908,2018,ARATUIPE,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,5462,4635,BA-ARATUIPE
16759,2018,ARACAS,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,7182,5945,BA-ARACAS
10640,2018,AURELINO LEAL,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,6424,5154,BA-AURELINO LEAL
15547,2018,BAIANOPOLIS,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,8282,6478,BA-BAIANOPOLIS
16627,2018,BAIXA GRANDE,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,9895,7344,BA-BAIXA GRANDE
14989,2018,BANZAE,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,7346,5815,BA-BANZAE
13983,2018,BARRA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,24130,20502,BA-BARRA
15239,2018,BARRA DA ESTIVA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,13570,10421,BA-BARRA DA ESTIVA
983,2018,BARRA DO CHOCA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,19125,15363,BA-BARRA DO CHOCA
8363,2018,BARRA DO MENDES,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,8470,7691,BA-BARRA DO MENDES
8925,2018,BARRA DO ROCHA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,2558,1901,BA-BARRA DO ROCHA
4484,2018,BARREIRAS,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,73813,43898,BA-BARREIRAS
13786,2018,BARRO ALTO,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,6984,5893,BA-BARRO ALTO
16767,2018,BARRO PRETO,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,3811,2715,BA-BARRO PRETO
6500,2018,BARROCAS,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,9898,8478,BA-BARROCAS
14832,2018,BELMONTE,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,10064,7351,BA-BELMONTE
3860,2018,BELO CAMPO,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,9535,7092,BA-BELO CAMPO
6340,2018,BIRITINGA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,9282,8405,BA-BIRITINGA
9860,2018,BOA NOVA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,7492,6603,BA-BOA NOVA
14313,2018,BOA VISTA DO TUPIM,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,8811,6496,BA-BOA VISTA DO TUPIM
5745,2018,BOM JESUS DA LAPA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,30944,24779,BA-BOM JESUS DA LAPA
6661,2018,BOM JESUS DA SERRA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,5498,4964,BA-BOM JESUS DA SERRA
9675,2018,BONINAL,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,6698,5100,BA-BONINAL
15426,2018,BONITO,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,8470,7245,BA-BONITO
12275,2018,BOQUIRA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,10927,10054,BA-BOQUIRA
3613,2018,BOTUPORA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,6360,5404,BA-BOTUPORA
15770,2018,BREJOLANDIA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,5145,3924,BA-BREJOLANDIA
16296,2018,BREJOES,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,6797,5247,BA-BREJOES
10858,2018,BROTAS DE MACAUBAS,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,6115,4502,BA-BROTAS DE MACAUBAS
14441,2018,BRUMADO,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,38205,25911,BA-BRUMADO
9474,2018,BUERAREMA,BA,NORDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,8501,4698,BA-BUERAREMA
15892,2018,BURITIRAMA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,10133,8175,BA-BURITIRAMA
4296,2018,CAATIBA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,4551,3030,BA-CAATIBA
11363,2018,CABACEIRAS DO PARAGUACU,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,8996,7782,BA-CABACEIRAS DO PARAGUACU
5871,2018,CACHOEIRA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,17778,14904,BA-CACHOEIRA
5235,2018,CACULE,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,12009,8317,BA-CACULE
5072,2018,CAEM,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,5534,4839,BA-CAEM
11727,2018,CAETANOS,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,6547,5974,BA-CAETANOS
5757,2018,CAETITE,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,29069,23063,BA-CAETITE
128,2018,CAFARNAUM,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,9304,7181,BA-CAFARNAUM
12531,2018,CAIRU,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,8891,6230,BA-CAIRU
4977,2018,CALDEIRAO GRANDE,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,6626,5852,BA-CALDEIRAO GRANDE
7380,2018,CAMACA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,11588,7323,BA-CAMACA
10548,2018,CAMAMU,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,14911,9733,BA-CAMAMU
17044,2018,CAMACARI,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,129535,84052,BA-CAMACARI
7462,2018,CAMPO ALEGRE DE LOURDES,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,14606,13064,BA-CAMPO ALEGRE DE LOURDES
9545,2018,CAMPO FORMOSO,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,37570,28718,BA-CAMPO FORMOSO
13885,2018,CANARANA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,13047,10898,BA-CANARANA
6347,2018,CANAVIEIRAS,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,15820,10644,BA-CANAVIEIRAS
6192,2018,CANDEAL,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,5420,4392,BA-CANDEAL
7104,2018,CANDEIAS,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,46549,39448,BA-CANDEIAS
17138,2018,CANDIBA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,8121,6489,BA-CANDIBA
7181,2018,CANSANCAO,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,18718,16747,BA-CANSANCAO
2038,2018,CANUDOS,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,8364,7222,BA-CANUDOS
8912,2018,CANAPOLIS,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,5853,4796,BA-CANAPOLIS
14168,2018,CAPELA DO ALTO ALEGRE,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,6088,4610,BA-CAPELA DO ALTO ALEGRE
12333,2018,CAPIM GROSSO,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,15275,10375,BA-CAPIM GROSSO
216,2018,CARAVELAS,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,9133,6443,BA-CARAVELAS
4051,2018,CARAIBAS,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,5490,4323,BA-CARAIBAS
15822,2018,CARDEAL DA SILVA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,4858,4410,BA-CARDEAL DA SILVA
16408,2018,CARINHANHA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,14411,10147,BA-CARINHANHA
16110,2018,CASA NOVA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,38490,32131,BA-CASA NOVA
5966,2018,CASTRO ALVES,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,15246,13090,BA-CASTRO ALVES
14623,2018,CATOLANDIA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,2629,2118,BA-CATOLANDIA
7003,2018,CATU,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,28890,22901,BA-CATU
16133,2018,CATURAMA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,5076,4403,BA-CATURAMA
16266,2018,CENTRAL,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,9438,7630,BA-CENTRAL
6306,2018,CHORROCHO,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,6139,5341,BA-CHORROCHO
6040,2018,CIPO,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,8763,6361,BA-CIPO
9881,2018,COARACI,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,10686,7163,BA-COARACI
11100,2018,COCOS,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,10922,7742,BA-COCOS
1355,2018,CONCEICAO DA FEIRA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,12455,9922,BA-CONCEICAO DA FEIRA
14792,2018,CONCEICAO DO ALMEIDA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,10326,8718,BA-CONCEICAO DO ALMEIDA
6264,2018,CONCEICAO DO COITE,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,37291,24197,BA-CONCEICAO DO COITE
13150,2018,CONCEICAO DO JACUIPE,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,17427,12952,BA-CONCEICAO DO JACUIPE
2449,2018,CONDE,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,11588,9353,BA-CONDE
15248,2018,CONDEUBA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,9611,6823,BA-CONDEUBA
10921,2018,CONTENDAS DO SINCORA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,2640,2099,BA-CONTENDAS DO SINCORA
5255,2018,CORACAO DE MARIA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,15001,12511,BA-CORACAO DE MARIA
3561,2018,CORDEIROS,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,4466,2914,BA-CORDEIROS
8682,2018,CORIBE,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,8322,6538,BA-CORIBE
3656,2018,CORONEL JOAO SA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,9341,8211,BA-CORONEL JOAO SA
16162,2018,CORRENTINA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,17411,13658,BA-CORRENTINA
9913,2018,COTEGIPE,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,7571,6312,BA-COTEGIPE
11873,2018,CRAVOLANDIA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,2667,2251,BA-CRAVOLANDIA
4764,2018,CRISTOPOLIS,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,8093,6381,BA-CRISTOPOLIS
16168,2018,CRISOPOLIS,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,10899,9384,BA-CRISOPOLIS
7332,2018,CRUZ DAS ALMAS,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,35828,25147,BA-CRUZ DAS ALMAS
15094,2018,CURACA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,17644,15160,BA-CURACA
9509,2018,CANDIDO SALES,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,12900,10012,BA-CANDIDO SALES
13934,2018,CICERO DANTAS,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,17726,14002,BA-CICERO DANTAS
3830,2018,DIAS D'AVILA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,34977,26227,BA-DIAS D'AVILA
5955,2018,DOM BASILIO,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,7513,6708,BA-DOM BASILIO
448,2018,DOM MACEDO COSTA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,2900,2162,BA-DOM MACEDO COSTA
2512,2018,DARIO MEIRA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,5138,4273,BA-DARIO MEIRA
3556,2018,ELISIO MEDRADO,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,4664,3684,BA-ELISIO MEDRADO
11533,2018,ENCRUZILHADA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,10025,7657,BA-ENCRUZILHADA
16323,2018,ENTRE RIOS,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,20792,16995,BA-ENTRE RIOS
714,2018,ESPLANADA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,17066,13746,BA-ESPLANADA
294,2018,EUCLIDES DA CUNHA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,30108,25434,BA-EUCLIDES DA CUNHA
13886,2018,EUNAPOLIS,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,57686,29184,BA-EUNAPOLIS
4225,2018,FEIRA DA MATA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,3337,2192,BA-FEIRA DA MATA
14720,2018,FEIRA DE SANTANA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,309982,194826,BA-FEIRA DE SANTANA
6924,2018,FILADELFIA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,9376,7417,BA-FILADELFIA
11106,2018,FIRMINO ALVES,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,3094,2258,BA-FIRMINO ALVES
5353,2018,FLORESTA AZUL,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,4944,3691,BA-FLORESTA AZUL
16276,2018,FORMOSA DO RIO PRETO,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,12224,8943,BA-FORMOSA DO RIO PRETO
7806,2018,FATIMA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,10620,9416,BA-FATIMA
14528,2018,GANDU,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,14962,9436,BA-GANDU
8359,2018,GAVIAO,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,2893,2108,BA-GAVIAO
14183,2018,GENTIO DO OURO,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,6681,5661,BA-GENTIO DO OURO
2780,2018,GLORIA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,9556,8662,BA-GLORIA
17298,2018,GONGOGI,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,3134,2629,BA-GONGOGI
17131,2018,GOVERNADOR MANGABEIRA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,11970,9480,BA-GOVERNADOR MANGABEIRA
11400,2018,GUAJERU,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,4411,3851,BA-GUAJERU
10911,2018,GUANAMBI,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,47741,32336,BA-GUANAMBI
2190,2018,GUARATINGA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,9538,7054,BA-GUARATINGA
11989,2018,HELIOPOLIS,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,8342,7429,BA-HELIOPOLIS
9613,2018,IACU,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,13405,11236,BA-IACU
13256,2018,IBIASSUCE,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,6011,4198,BA-IBIASSUCE
5630,2018,IBICARAI,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,12202,7615,BA-IBICARAI
1585,2018,IBICOARA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,9120,6576,BA-IBICOARA
14558,2018,IBICUI,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,7127,5354,BA-IBICUI
2220,2018,IBIPEBA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,9532,8410,BA-IBIPEBA
15254,2018,IBIPITANGA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,8039,6328,BA-IBIPITANGA
10957,2018,IBIQUERA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,2045,1777,BA-IBIQUERA
16615,2018,IBIRAPITANGA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,9527,7291,BA-IBIRAPITANGA
4247,2018,IBIRAPUA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,4666,2475,BA-IBIRAPUA
5828,2018,IBIRATAIA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,10060,6796,BA-IBIRATAIA
7047,2018,IBITIARA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,7981,5962,BA-IBITIARA
1328,2018,IBITITA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,10520,9149,BA-IBITITA
474,2018,IBOTIRAMA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,13736,9651,BA-IBOTIRAMA
3671,2018,ICHU,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,4038,3265,BA-ICHU
16420,2018,IGAPORA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,8841,7844,BA-IGAPORA
8427,2018,IGRAPIUNA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,5924,4674,BA-IGRAPIUNA
8910,2018,IGUAI,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,11674,8184,BA-IGUAI
8358,2018,ILHEUS,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,89820,54505,BA-ILHEUS
9166,2018,INHAMBUPE,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,17795,14299,BA-INHAMBUPE
11720,2018,IPECAETA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,9852,8417,BA-IPECAETA
6891,2018,IPIAU,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,21116,14489,BA-IPIAU
11641,2018,IPIRA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,32468,26759,BA-IPIRA
11565,2018,IPUPIARA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,5570,4059,BA-IPUPIARA
1852,2018,IRAJUBA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,3673,3055,BA-IRAJUBA
8090,2018,IRAMAIA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,5340,4202,BA-IRAMAIA
10400,2018,IRAQUARA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,12697,11729,BA-IRAQUARA
16539,2018,IRARA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,16190,13492,BA-IRARA
4363,2018,IRECE,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,34961,25824,BA-IRECE
5909,2018,ITABELA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,14291,9637,BA-ITABELA
16144,2018,ITABERABA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,29831,22358,BA-ITABERABA
15824,2018,ITABUNA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,104064,53396,BA-ITABUNA
7146,2018,ITACARE,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,9989,7618,BA-ITACARE
961,2018,ITAETE,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,7084,5405,BA-ITAETE
15136,2018,ITAGI,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,6743,4868,BA-ITAGI
11622,2018,ITAGIBA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,7503,5367,BA-ITAGIBA
11556,2018,ITAGIMIRIM,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,3975,2603,BA-ITAGIMIRIM
6422,2018,ITAGUACU DA BAHIA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,6786,6050,BA-ITAGUACU DA BAHIA
3238,2018,ITAJU DO COLONIA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,3165,1767,BA-ITAJU DO COLONIA
13347,2018,ITAJUIPE,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,11160,7686,BA-ITAJUIPE
7141,2018,ITAMARAJU,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,29705,16393,BA-ITAMARAJU
17139,2018,ITAMARI,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,4054,2957,BA-ITAMARI
2497,2018,ITAMBE,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,11320,8003,BA-ITAMBE
15633,2018,ITANAGRA,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,3708,3217,BA-ITANAGRA
11193,2018,ITANHEM,BA,NORDESTE,2,FERNANDO HADDAD,Presidente,10093,6182,BA-ITANHEM
